name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,99.17721557617188,374
סנט וינסנט,,,0
שמיר,,75.4208755493164,139
וולפסון,,75.5490493774414,64
זיו צפת,,80.97982788085938,71
הלל יפה,,,99
נהריה,,,0
ברזילי,,79.6357650756836,130
פוריה,,76.05633544921875,26
סוראסקי,,118.7019653320313,177
בני ציון,,81.75519561767578,61
רבין ק. בילינסון,,90.34564971923828,144
סורוקה,,75.44757080078125,240
מאיר,,87.01799774169922,202
קפלן,,86.04240417480469,41
המרכזי בעמק,,76.54723358154297,109
"רמב""ם",,92.93032836914062,145
רבין ק. השרון,,75.93360900878906,24
יוספטל,,69.23076629638672,8
הדסה עין כרם,,99.0740737915039,203
הדסה הר הצופים,,91.66666412353516,48
הסקוטי,,,0
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,100.8505477905273,71
אל מקאסד,,,0
לניאדו,,93.87186431884766,21
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,59
שניידר,,,0
הכרמל,,80.98159790039062,93
