cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),76,26.30,289,621.64,10,אדום,4649
אבו גוש,217,34.17,635,807.68,9.56,אדום,7862
אבו סנאן,215,36.69,586,409.62,9.89,אדום,14306
אבו קורינאת (שבט),23,58.97,39,58.55,10,אדום,6661
אבו רובייעה (שבט),קטן מ-15,אין מידע,39,44.10,9.93,אדום,8843
אבו רוקייק (שבט),54,54.55,99,96.85,9.71,אדום,10222
אבו תלול,קטן מ-15,אין מידע,31,145.34,10,אדום,2133
אבטין,25,43.10,58,200.90,9.95,אדום,2887
אבן יהודה,399,51.35,777,553.58,10,אדום,14036
אבני חפץ,62,54.87,113,543.53,10,אדום,2079
אום אל-פחם,838,45.59,1838,324.09,10,אדום,56713
אום בטין,21,58.33,36,80.34,8.01,אדום,4481
אופקים,614,39.61,1550,478.72,10,אדום,32378
אור יהודה,392,32.24,1216,332.36,10,אדום,36587
אור עקיבא,327,36.87,887,456.82,10,אדום,19417
אורנית,226,47.48,476,528.30,10,אדום,9010
אזור,171,36.08,474,358.33,10,אדום,13228
אחוזת ברק,73,45.06,162,675.56,10,אדום,2398
אילת,1124,44.15,2546,484.89,10,אדום,52507
אכסאל,359,49.65,723,480.75,10,אדום,15039
אל סייד,15,44.12,34,56.11,10,אדום,6059
אלון שבות,90,48.65,185,594.66,10,אדום,3111
אליכין,83,45.36,183,527.99,10,אדום,3466
אלעד,522,48.11,1085,220.62,9.84,אדום,49179
אלעזר,68,56.67,120,490.20,10,אדום,2448
אלפי מנשה,192,50.13,383,478.09,10,אדום,8011
אלקנה,103,50.49,204,515.28,10,אדום,3959
אעבלין,247,46.96,526,389.20,10,אדום,13515
אעצם (שבט),קטן מ-15,אין מידע,41,37.78,9.36,אדום,10853
אפרת,324,54.64,593,519.26,10,אדום,11420
אריאל,364,41.36,880,429.52,10,אדום,20488
אשדוד,2663,37.36,7127,314.90,10,אדום,226329
אשקלון,2574,37.96,6781,463.05,10,אדום,146442
באקה אל-גרביה,633,47.81,1324,434.84,10,אדום,30448
באר יעקב,615,46.52,1322,458.74,10,אדום,28818
באר שבע,3397,35.05,9691,460.11,10,אדום,210624
בועיינה-נוג'ידאת,145,41.55,349,348.62,10,אדום,10011
בוקעאתא,65,33.16,196,293.55,10,אדום,6677
ביר אל-מכסור,215,54.02,398,409.09,10,אדום,9729
ביר הדאג',קטן מ-15,אין מידע,18,30.03,9.01,אדום,5995
בית אל,113,50.00,226,381.37,10,אדום,5926
בית אריה,95,47.74,199,372.52,10,אדום,5342
בית ג'ן,166,40.39,411,337.74,10,אדום,12169
בית דגן,94,35.47,265,363.11,10,אדום,7298
בית חשמונאי,61,55.96,109,497.94,10,אדום,2189
בית יצחק-שער חפר,38,41.76,91,424.44,10,אדום,2144
בית שאן,369,33.36,1106,582.72,10,אדום,18980
בית שמש,799,38.17,2093,158.31,10,אדום,132210
ביתר עילית,85,33.73,252,41.11,6.35,כתום,61297
בני ברק,1377,39.65,3473,166.95,7.68,אדום,208031
