age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,332659,293896,1538337,21.6,19.1
20-29,972089,872926,1300361,74.8,67.1
30-39,946805,870304,1197026,79.1,72.7
40-49,916617,855690,1098556,83.4,77.9
50-59,749103,703368,849966,88.1,82.8
60-69,662826,631870,741639,89.4,85.2
70-79,480225,463651,490784,97.8,94.5
80-89,214898,206688,225538,95.3,91.6
90+,50694,47779,51496,98.4,92.8
