name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,20
אוגוסטה ויקטוריה,,,0
שמיר,,74.74747467041016,4
וולפסון,,82.13762664794922,11
הלל יפה,,86.40776824951172,5
נהריה,,,0
ברזילי,,,0
בני ציון,,,0
רבין ק. בילינסון,,84.9101791381836,10
מאיר,,88.8174819946289,13
המרכזי בעמק,,77.93103790283203,3
הדסה עין כרם,,98.14814758300781,8
לניאדו,,97.77159118652344,6
אסותא אשדוד,,,0
סוראסקי,,,0
"רמב""ם",,,0
המשפחה הקדושה,,,0
הסקוטי,,,0
השרון ק. גולדה,,60.16597366333008,5
יוספטל,,,0
מעייני הישועה,,,0
סורוקה,,84.70894622802734,13
סנט וינסנט,,,0
פוריה,,,0
קפלן,,96.02887725830078,8
זיו צפת,,84.43804168701172,3
שערי צדק,,110.2065582275391,4
סנט ג'וזף,,,0
אל מקאסד,,,0
הכרמל,,81.79959106445312,3
