period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,51748,5952,11.5
3_Month,0-9,244110,53947,22.1
6_Month,0-9,1205228,502827,41.72
1_Year,0-9,1489896,628122,42.16
All,0-9,1700348,736094,43.29
1_Month,10-19,55489,7772,14.01
3_Month,10-19,265966,53293,20.04
6_Month,10-19,1127959,541472,48
1_Year,10-19,1389728,633515,45.59
All,10-19,1620306,779111,48.08
1_Month,20-29,85328,8041,9.42
3_Month,20-29,365153,60296,16.51
6_Month,20-29,970567,378328,38.98
1_Year,20-29,1224222,441247,36.04
All,20-29,1454774,562961,38.7
1_Month,30-39,86917,10021,11.53
3_Month,30-39,353260,71232,20.16
6_Month,30-39,945092,410562,43.44
1_Year,30-39,1166706,475122,40.72
All,30-39,1354943,561385,41.43
1_Month,40-49,85065,10652,12.52
3_Month,40-49,338721,69041,20.38
6_Month,40-49,863062,379105,43.93
1_Year,40-49,1045247,428872,41.03
All,40-49,1202100,503049,41.85
1_Month,50-59,80624,10057,12.47
3_Month,50-59,301807,56931,18.86
6_Month,50-59,666569,256960,38.55
1_Year,50-59,809594,285020,35.21
All,50-59,936176,342133,36.55
1_Month,60-69,77751,10900,14.02
3_Month,60-69,269385,51262,19.03
6_Month,60-69,550601,182483,33.14
1_Year,60-69,666284,200274,30.06
All,60-69,766456,238634,31.13
1_Month,70-79,57593,9875,17.15
3_Month,70-79,183146,37380,20.41
6_Month,70-79,347553,104590,30.09
1_Year,70-79,421646,114306,27.11
All,70-79,486258,134705,27.7
1_Month,80-89,26796,3449,12.87
3_Month,80-89,69614,13591,19.52
6_Month,80-89,129625,39752,30.67
1_Year,80-89,161708,44378,27.44
All,80-89,203701,55368,27.18
1_Month,90+,8090,734,9.07
3_Month,90+,17213,3037,17.64
6_Month,90+,30252,9976,32.98
1_Year,90+,38242,11188,29.26
All,90+,52575,14850,28.25
