cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
ABU GHOSH,קטן מ-15,אין מידע,33,41.97,5.6,צהוב,7862
ABU SINAN,20,32.79,61,42.64,7.56,אדום,14306
AFULA,22,12.79,172,30.26,9.26,אדום,56844
AKKO,33,19.30,171,34.53,9.5,אדום,49517
ALFE MENASHE,קטן מ-15,אין מידע,26,32.46,9.81,אדום,8011
ARAD,קטן מ-15,אין מידע,60,22.08,8.12,אדום,27170
ARI'EL,קטן מ-15,אין מידע,69,33.68,8.84,אדום,20488
ARRABE,קטן מ-15,אין מידע,20,7.61,5.45,צהוב,26274
ASHDOD,89,12.55,709,31.33,9.12,אדום,226329
ASHQELON,90,19.19,469,32.03,9.05,אדום,146442
ATLIT,קטן מ-15,אין מידע,36,37.05,9.22,אדום,9716
AZOR,קטן מ-15,אין מידע,56,42.33,7.99,אדום,13228
BAQA AL-GHARBIYYE,קטן מ-15,אין מידע,22,7.23,4.45,ירוק,30448
BAT HEFER,קטן מ-15,אין מידע,28,53.05,8.92,אדום,5278
BAT YAM,52,11.16,466,36.47,8.31,אדום,127772
BE'ER SHEVA,141,16.91,834,39.60,8.06,אדום,210624
BE'ER YA'AQOV,20,23.81,84,29.15,8.52,אדום,28818
BENE AYISH,קטן מ-15,אין מידע,28,40.57,8.55,אדום,6902
BENE BERAQ,קטן מ-15,אין מידע,116,5.58,5.09,צהוב,208031
BET DAGAN,קטן מ-15,אין מידע,37,50.70,9.91,אדום,7298
BET HASHMONAY,קטן מ-15,אין מידע,17,77.66,6.78,כתום,2189
BET SHE'AN,קטן מ-15,אין מידע,50,26.34,7.34,כתום,18980
BET SHEMESH,18,15.79,114,8.62,6.58,כתום,132210
BINYAMINA-GIV'AT ADA,קטן מ-15,אין מידע,60,37.57,8.68,אדום,15971
DEIR HANNA,קטן מ-15,אין מידע,17,16.25,6.08,כתום,10459
DIMONA,23,19.66,117,33.47,7.57,אדום,34954
EFRAT,קטן מ-15,אין מידע,40,35.03,9.39,אדום,11420
EILABUN,קטן מ-15,אין מידע,60,103.79,8.64,אדום,5781
ELAT,34,21.25,160,30.47,8.94,אדום,52507
ELQANA,קטן מ-15,אין מידע,26,65.67,6.92,כתום,3959
EVEN YEHUDA,קטן מ-15,אין מידע,68,48.45,8.17,אדום,14036
GAN YAVNE,19,21.35,89,37.26,10,אדום,23887
GANNE TIQWA,24,16.67,144,66.95,9.46,אדום,21508
GEDERA,26,26.26,99,34.37,9.18,אדום,28805
GIV'AT AVNI,קטן מ-15,אין מידע,24,115.38,9.64,אדום,2080
GIV'AT SHEMU'EL,23,11.22,205,75.27,9.7,אדום,27236
GIV'AT ZE'EV,קטן מ-15,אין מידע,31,16.14,6.42,כתום,19205
GIV'ATAYIM,27,11.54,234,38.44,8.52,אדום,60872
HADERA,48,13.26,362,36.59,8.44,אדום,98928
HAIFA,116,9.21,1259,44.18,8.74,אדום,284981
HAR ADAR,קטן מ-15,אין מידע,23,56.14,9.99,אדום,4097
