coronaOccupancy,isolatedTeam,name,normalOccupancy
97.16981132075472,97,הדסה עין כרם,109.5816497802734
93.33333333333333,37,המרכזי בעמק,76.37931060791016
90.9090909090909,47,נהריה,79.52973937988281
86.66666666666667,38,לניאדו,3.899721384048462
78.43137254901961,29,שמיר (אסף הרופא),62.17733001708984
77.77777777777779,0,סנט ג'וזף,
75,32,הסקוטי,106.0150375366211
73.33333333333333,11,פוריה,65.63380432128906
70,53,שיבא,97.84809875488281
70,30,בני ציון,85.45034790039062
66.66666666666666,30,הכרמל,74.84662628173828
66.66666666666666,7,מעייני הישועה,87.22044372558594
62.96296296296296,10,אסותא אשדוד,
61.53846153846154,43,זיו צפת,78.38616943359375
60,5,הלל יפה,85.24272155761719
54,126,רבין ק. בילינסון,97.72454833984375
53.333333333333336,30,סוראסקי,111.5286102294922
47.05882352941176,17,וולפסון,65.59297180175781
46.03174603174603,19,ברזילי,71.66666412353516
43.33333333333334,54,"רמב""ם",88.96907043457031
41.46341463414634,24,השרון ק. גולדה,58.92116165161133
36.585365853658544,67,מאיר,75.06427001953125
36.25,30,קפלן,92.77978515625
29.48717948717949,32,סורוקה,75.49956512451172
25,20,שניידר,93.24894714355469
