period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6569,925,14.08
3_Month,0-9,22868,4149,18.14
6_Month,0-9,137858,48384,35.1
1_Year,0-9,1252701,541388,43.22
All,0-9,1713528,766877,44.75
1_Month,10-19,9668,1955,20.22
3_Month,10-19,30183,6039,20.01
6_Month,10-19,145286,48970,33.71
1_Year,10-19,1175951,577951,49.15
All,10-19,1630585,808763,49.6
1_Month,20-29,15842,2542,16.05
3_Month,20-29,44914,7576,16.87
6_Month,20-29,195806,61323,31.32
1_Year,20-29,1044356,426138,40.8
All,20-29,1474343,604719,41.02
1_Month,30-39,15048,2800,18.61
3_Month,30-39,43995,9112,20.71
6_Month,30-39,208250,76002,36.5
1_Year,30-39,1013149,469722,46.36
All,30-39,1373219,613291,44.66
1_Month,40-49,15954,3262,20.45
3_Month,40-49,45077,10224,22.68
6_Month,40-49,203735,77836,38.2
1_Year,40-49,923979,439989,47.62
All,40-49,1220032,557355,45.68
1_Month,50-59,16915,3499,20.69
3_Month,50-59,45354,10739,23.68
6_Month,50-59,188356,74628,39.62
1_Year,50-59,726341,317776,43.75
All,50-59,955601,398018,41.65
1_Month,60-69,19447,4127,21.22
3_Month,60-69,52039,13123,25.22
6_Month,60-69,195614,82167,42
1_Year,60-69,610887,251371,41.15
All,60-69,789453,303983,38.51
1_Month,70-79,21308,4086,19.18
3_Month,70-79,53299,13996,26.26
6_Month,70-79,167771,75447,44.97
1_Year,70-79,404452,168649,41.7
All,70-79,514806,196921,38.25
1_Month,80-89,17596,2027,11.52
3_Month,80-89,33862,6410,18.93
6_Month,80-89,80386,32849,40.86
1_Year,80-89,158061,68195,43.14
All,80-89,219860,82842,37.68
1_Month,90+,6238,530,8.5
3_Month,90+,11134,1647,14.79
6_Month,90+,22050,8061,36.56
1_Year,90+,37755,16887,44.73
All,90+,57499,21451,37.31
