gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,8499,5,0,0,3,1.1,6,0.4,239,3.8
זכר,0-9,מתחילת קורונה,440510,9.7,7,0.1,34,0.5,124,0.4,3215,3.7
זכר,0-9,6 חודשים,100758,7.6,1,0.1,15,1.2,36,0.6,1096,4.7
זכר,0-9,3 חודשים,23732,4.7,0,0,5,1.1,10,0.4,460,4
זכר,0-9,שנה,366013,10,5,0.1,25,0.9,91,0.6,2298,5
נקבה,0-9,מתחילת קורונה,361231,7.9,5,0,17,0.3,77,0.2,2593,3
נקבה,0-9,6 חודשים,79744,6,1,0.1,8,0.6,28,0.5,876,3.8
נקבה,0-9,חודש אחרון,6924,4.1,0,0,1,0.4,3,0.2,187,2.9
נקבה,0-9,שנה,297770,8.1,2,0,10,0.4,56,0.4,1846,4
נקבה,0-9,3 חודשים,20275,4.1,0,0,1,0.2,8,0.3,353,3.1
זכר,10-19,מתחילת קורונה,438308,9.6,7,0.1,25,0.4,81,0.3,1069,1.2
זכר,10-19,3 חודשים,21239,4.2,0,0,1,0.2,4,0.1,112,1
זכר,10-19,6 חודשים,86188,6.5,2,0.1,7,0.6,11,0.2,241,1
זכר,10-19,חודש אחרון,5500,3.2,0,0,1,0.4,2,0.1,71,1.1
זכר,10-19,שנה,336324,9.2,5,0.1,16,0.6,45,0.3,605,1.3
נקבה,10-19,מתחילת קורונה,427392,9.4,8,0.1,23,0.4,81,0.3,1210,1.4
נקבה,10-19,3 חודשים,21954,4.4,1,0.2,1,0.2,5,0.2,128,1.1
נקבה,10-19,חודש אחרון,5619,3.3,0,0,0,0,3,0.2,50,0.8
נקבה,10-19,6 חודשים,84505,6.4,1,0.1,4,0.3,14,0.2,254,1.1
נקבה,10-19,שנה,336990,9.2,4,0.1,15,0.6,36,0.3,681,1.5
זכר,20-29,מתחילת קורונה,266944,5.9,24,0.2,57,0.9,248,0.8,1651,1.9
זכר,20-29,6 חודשים,62491,4.7,2,0.1,11,0.9,27,0.4,295,1.3
זכר,20-29,חודש אחרון,8037,4.7,0,0,2,0.7,4,0.3,66,1
זכר,20-29,שנה,193313,5.3,5,0.1,24,0.9,95,0.7,698,1.5
זכר,20-29,3 חודשים,22349,4.5,0,0,3,0.7,7,0.3,132,1.1
נקבה,20-29,מתחילת קורונה,378464,8.3,22,0.2,62,1,283,0.9,5365,6.2
