section,female,male,period
0-9,"{'amount': 361119, 'percentage': 7.9}","{'amount': 440444, 'percentage': 9.7}",מתחילת קורונה
0-9,"{'amount': 83544, 'percentage': 6.1}","{'amount': 105910, 'percentage': 7.8}",6 חודשים
0-9,"{'amount': 7290, 'percentage': 4.1}","{'amount': 8929, 'percentage': 5}",חודש אחרון
0-9,"{'amount': 298067, 'percentage': 8.1}","{'amount': 366331, 'percentage': 10}",שנה
0-9,"{'amount': 20321, 'percentage': 4.1}","{'amount': 23859, 'percentage': 4.8}",3 חודשים
10-19,"{'amount': 427298, 'percentage': 9.4}","{'amount': 438253, 'percentage': 9.6}",מתחילת קורונה
10-19,"{'amount': 22066, 'percentage': 4.4}","{'amount': 21352, 'percentage': 4.3}",3 חודשים
10-19,"{'amount': 5915, 'percentage': 3.3}","{'amount': 5780, 'percentage': 3.2}",חודש אחרון
10-19,"{'amount': 337231, 'percentage': 9.2}","{'amount': 336623, 'percentage': 9.2}",שנה
10-19,"{'amount': 88566, 'percentage': 6.5}","{'amount': 90587, 'percentage': 6.6}",6 חודשים
20-29,"{'amount': 378321, 'percentage': 8.3}","{'amount': 266823, 'percentage': 5.9}",מתחילת קורונה
20-29,"{'amount': 291290, 'percentage': 7.9}","{'amount': 193437, 'percentage': 5.3}",שנה
20-29,"{'amount': 95871, 'percentage': 7}","{'amount': 64154, 'percentage': 4.7}",6 חודשים
20-29,"{'amount': 11160, 'percentage': 6.3}","{'amount': 8319, 'percentage': 4.7}",חודש אחרון
20-29,"{'amount': 31151, 'percentage': 6.2}","{'amount': 22349, 'percentage': 4.5}",3 חודשים
30-39,"{'amount': 384873, 'percentage': 8.5}","{'amount': 266546, 'percentage': 5.9}",מתחילת קורונה
30-39,"{'amount': 116875, 'percentage': 8.6}","{'amount': 81314, 'percentage': 6}",6 חודשים
30-39,"{'amount': 13725, 'percentage': 7.7}","{'amount': 10300, 'percentage': 5.8}",חודש אחרון
30-39,"{'amount': 318662, 'percentage': 8.7}","{'amount': 211048, 'percentage': 5.8}",שנה
30-39,"{'amount': 38713, 'percentage': 7.7}","{'amount': 28202, 'percentage': 5.6}",3 חודשים
40-49,"{'amount': 345634, 'percentage': 7.6}","{'amount': 241067, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 114571, 'percentage': 8.4}","{'amount': 77384, 'percentage': 5.7}",6 חודשים
40-49,"{'amount': 13486, 'percentage': 7.6}","{'amount': 9751, 'percentage': 5.5}",חודש אחרון
40-49,"{'amount': 287875, 'percentage': 7.8}","{'amount': 194071, 'percentage': 5.3}",שנה
40-49,"{'amount': 40194, 'percentage': 8}","{'amount': 27421, 'percentage': 5.5}",3 חודשים
50-59,"{'amount': 241799, 'percentage': 5.3}","{'amount': 168603, 'percentage': 3.7}",מתחילת קורונה
50-59,"{'amount': 38941, 'percentage': 7.8}","{'amount': 24651, 'percentage': 4.9}",3 חודשים
50-59,"{'amount': 13577, 'percentage': 7.6}","{'amount': 8727, 'percentage': 4.9}",חודש אחרון
50-59,"{'amount': 200615, 'percentage': 5.5}","{'amount': 133896, 'percentage': 3.7}",שנה
50-59,"{'amount': 93382, 'percentage': 6.8}","{'amount': 59583, 'percentage': 4.4}",6 חודשים
60-69,"{'amount': 174336, 'percentage': 3.8}","{'amount': 129451, 'percentage': 2.8}",מתחילת קורונה
60-69,"{'amount': 14543, 'percentage': 8.2}","{'amount': 10355, 'percentage': 5.8}",חודש אחרון
60-69,"{'amount': 148507, 'percentage': 4}","{'amount': 105175, 'percentage': 2.9}",שנה
60-69,"{'amount': 81568, 'percentage': 6}","{'amount': 55218, 'percentage': 4}",6 חודשים
60-69,"{'amount': 40644, 'percentage': 8.1}","{'amount': 27948, 'percentage': 5.6}",3 חודשים
70-79,"{'amount': 103116, 'percentage': 2.3}","{'amount': 84829, 'percentage': 1.9}",מתחילת קורונה
70-79,"{'amount': 57862, 'percentage': 4.2}","{'amount': 45623, 'percentage': 3.3}",6 חודשים
70-79,"{'amount': 33963, 'percentage': 6.8}","{'amount': 26837, 'percentage': 5.4}",3 חודשים
70-79,"{'amount': 12516, 'percentage': 7}","{'amount': 9831, 'percentage': 5.5}",חודש אחרון
70-79,"{'amount': 89859, 'percentage': 2.5}","{'amount': 72515, 'percentage': 2}",שנה
80-89,"{'amount': 45725, 'percentage': 1}","{'amount': 33168, 'percentage': 0.7}",מתחילת קורונה
80-89,"{'amount': 24269, 'percentage': 1.8}","{'amount': 17845, 'percentage': 1.3}",6 חודשים
80-89,"{'amount': 6398, 'percentage': 3.6}","{'amount': 4434, 'percentage': 2.5}",חודש אחרון
80-89,"{'amount': 37931, 'percentage': 1}","{'amount': 27671, 'percentage': 0.8}",שנה
80-89,"{'amount': 14866, 'percentage': 3}","{'amount': 10975, 'percentage': 2.2}",3 חודשים
90+,"{'amount': 13718, 'percentage': 0.3}","{'amount': 7063, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 1887, 'percentage': 1.1}","{'amount': 942, 'percentage': 0.5}",חודש אחרון
90+,"{'amount': 10741, 'percentage': 0.3}","{'amount': 5694, 'percentage': 0.2}",שנה
90+,"{'amount': 6620, 'percentage': 0.5}","{'amount': 3518, 'percentage': 0.3}",6 חודשים
90+,"{'amount': 4111, 'percentage': 0.8}","{'amount': 2112, 'percentage': 0.4}",3 חודשים
