period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,37611,16664,44.31
3_Month,0-9,140193,45338,32.34
6_Month,0-9,477260,189587,39.72
1_Year,0-9,1467244,646997,44.1
All,0-9,1709190,763521,44.67
1_Month,10-19,34060,11839,34.76
3_Month,10-19,141497,44110,31.17
6_Month,10-19,480148,178476,37.17
1_Year,10-19,1356443,652083,48.07
All,10-19,1626840,804514,49.45
1_Month,20-29,49433,19634,39.72
3_Month,20-29,195110,54117,27.74
6_Month,20-29,573607,159815,27.86
1_Year,20-29,1199649,473684,39.49
All,20-29,1467046,598299,40.78
1_Month,30-39,58334,24151,41.4
3_Month,30-39,210901,67464,31.99
6_Month,30-39,573647,197453,34.42
1_Year,30-39,1146628,516114,45.01
All,30-39,1366866,605528,44.3
1_Month,40-49,56203,23371,41.58
3_Month,40-49,202419,68208,33.7
6_Month,40-49,542117,191390,35.3
1_Year,40-49,1028464,471291,45.82
All,40-49,1214250,548758,45.19
1_Month,50-59,52281,22416,42.88
3_Month,50-59,184145,64095,34.81
6_Month,50-59,461759,152908,33.11
1_Year,50-59,801502,329528,41.11
All,50-59,949197,388211,40.9
1_Month,60-69,57237,25001,43.68
3_Month,60-69,182331,69101,37.9
6_Month,60-69,411172,136835,33.28
1_Year,60-69,665999,250681,37.64
All,60-69,782134,290960,37.2
1_Month,70-79,54293,22471,41.39
3_Month,70-79,146880,61209,41.67
6_Month,70-79,287358,103523,36.03
1_Year,70-79,432180,160783,37.2
All,70-79,505645,182613,36.11
1_Month,80-89,34839,10884,31.24
3_Month,80-89,68521,25978,37.91
6_Month,80-89,112663,42003,37.28
1_Year,80-89,168682,64630,38.31
All,80-89,214396,76167,35.53
1_Month,90+,11020,2845,25.82
3_Month,90+,18644,6254,33.54
6_Month,90+,27133,10104,37.24
1_Year,90+,40105,16040,40
All,90+,55639,19821,35.62
