averageInfected,begin_date,end_date,isCurrentWeek
3562,2021-09-26T00:00:00.000Z,2021-10-02T00:00:00.000Z,False
2303,2021-10-03T00:00:00.000Z,2021-10-09T00:00:00.000Z,False
1578,2021-10-10T00:00:00.000Z,2021-10-16T00:00:00.000Z,False
