period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7054,1085,15.38
3_Month,0-9,19835,3712,18.71
6_Month,0-9,115119,46383,40.29
1_Year,0-9,1241415,539441,43.45
All,0-9,1714108,767187,44.76
1_Month,10-19,11014,2826,25.66
3_Month,10-19,28493,6627,23.26
6_Month,10-19,123524,47376,38.35
1_Year,10-19,1164881,576998,49.53
All,10-19,1630986,809515,49.63
1_Month,20-29,16837,3968,23.57
3_Month,20-29,42439,8147,19.2
6_Month,20-29,161211,60888,37.77
1_Year,20-29,1028364,427204,41.54
All,20-29,1475534,606133,41.08
1_Month,30-39,16554,4114,24.85
3_Month,30-39,41424,9595,23.16
6_Month,30-39,173745,74783,43.04
1_Year,30-39,997764,470612,47.17
All,30-39,1373990,614706,44.74
1_Month,40-49,17914,4830,26.96
3_Month,40-49,43076,10963,25.45
6_Month,40-49,170525,76613,44.93
1_Year,40-49,910821,441228,48.44
All,40-49,1220824,558939,45.78
1_Month,50-59,18622,4944,26.55
3_Month,50-59,43885,11549,26.32
6_Month,50-59,158541,73874,46.6
1_Year,50-59,715580,319625,44.67
All,50-59,956416,399926,41.82
1_Month,60-69,20942,5451,26.03
3_Month,60-69,50320,13736,27.3
6_Month,60-69,170013,81395,47.88
1_Year,60-69,603172,253680,42.06
All,60-69,790495,306315,38.75
1_Month,70-79,22853,5491,24.03
3_Month,70-79,52108,14583,27.99
6_Month,70-79,153930,75139,48.81
1_Year,70-79,401215,171268,42.69
All,70-79,516261,199529,38.65
1_Month,80-89,18615,2825,15.18
3_Month,80-89,33671,6824,20.27
6_Month,80-89,77871,33296,42.76
1_Year,80-89,157489,69569,44.17
All,80-89,220749,84196,38.14
1_Month,90+,6762,820,12.13
3_Month,90+,11179,1786,15.98
6_Month,90+,21868,8296,37.94
1_Year,90+,37758,17297,45.81
All,90+,57859,21847,37.76
