age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,390006,324564,1538337,25.4,21.1
20-29,1012766,932536,1300361,77.9,71.7
30-39,979350,918601,1197026,81.8,76.7
40-49,937103,884134,1098556,85.3,80.5
50-59,762895,720679,849966,89.8,84.8
60-69,671445,643060,741639,90.5,86.7
70-79,484023,469243,490784,98.6,95.6
80-89,217007,210324,225538,96.2,93.3
90+,51247,48989,51496,99.5,95.1
