coronaOccupancy,isolatedTeam,name,normalOccupancy
43.33333333333334,62,הלל יפה,86.99028778076172
40.25974025974026,96,שמיר (אסף הרופא),62.51403045654297
33.33333333333333,66,מאיר,75.06427001953125
32.20338983050847,42,"אסותא אשדוד בי""ח",
31.818181818181817,22,"רמב""ם",91.3402099609375
30,32,מעייני הישועה,
28.35820895522388,140,הדסה עין כרם,113.2253723144531
23.333333333333332,38,המרכזי בעמק,74.13793182373047
21.76470588235294,103,שערי צדק,93.9803466796875
21,125,שיבא,95
20,78,סוראסקי,105.806999206543
18.39080459770115,29,ברזילי,73.58804321289062
18.26923076923077,37,וולפסון,68.22840118408203
16.36363636363636,25,לניאדו,1.392757654190064
11.1764705882353,52,קפלן,89.71118927001953
10.58823529411765,86,סורוקה,75.23892211914062
1.724137931034483,13,בני ציון,82.67898559570312
1.666666666666667,3,זיו צפת,88.18444061279297
0.5235602094240838,30,השרון ק. גולדה,55.60165786743164
0,4,הסקוטי,97.7443618774414
0,77,רבין ק. בילינסון,96.88623046875
0,33,נהריה,89.62655639648438
0,0,יוספטל,50.76922988891602
0,0,אסותא חיפה,
0,29,שניידר,88.18565368652344
0,10,הכרמל,75.46012115478516
0,37,הר הצופים,84.02777862548828
0,0,הסהר האדום,
0,1,המשפחה הקדושה,148.3333282470703
0,0,אל מקאסד,
0,0,הצרפתי,81.3432846069336
0,13,אסותא ראשון לציון,
0,2,אסותא באר שבע,
0,0,אלישע,
0,7,אסותא רמת החייל,
0,15,פוריה,69.57746124267578
