actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
2048,ירושלים,6075,נדרשת הגדלה של מספר הבדיקות,126055,1131
1268,תל אביב - יפו,2037,נדרשת הגדלה של מספר הבדיקות,65820,550
1089,בני ברק,4161,נדרשת הגדלה של מספר הבדיקות,45515,520
806,אשדוד,1161,נדרשת הגדלה של מספר הבדיקות,30573,351
309,ביתר עילית,618,נדרשת הגדלה של מספר הבדיקות,6120,188
135,קרית מלאכי,194,נדרשת הגדלה של מספר הבדיקות,2940,107
37,יהוד,118,נדרשת הגדלה של מספר הבדיקות,3215,28
24,יבנאל,42,נדרשת הגדלה של מספר הבדיקות,452,22
20,נחף,31,נדרשת הגדלה של מספר הבדיקות,1058,15
19,תפרח,23,נדרשת הגדלה של מספר הבדיקות,237,18
15,קרית שמונה,31,נדרשת הגדלה של מספר הבדיקות,1510, קטן מ-15 
 קטן מ-15 ,חצור הגלילית,16,נדרשת הגדלה של מספר הבדיקות,758, קטן מ-15 
 קטן מ-15 ,בית אריה,26,נדרשת הגדלה של מספר הבדיקות,603, קטן מ-15 
448,בת ים,685,"נדרשת הידברות, הסברה ואכיפה",20309,151
386,פתח תקווה,755,"נדרשת הידברות, הסברה ואכיפה",32304,193
284,ראשון לציון,568,"נדרשת הידברות, הסברה ואכיפה",29247,154
281,חולון,519,"נדרשת הידברות, הסברה ואכיפה",24696,128
272,בית שמש,833,"נדרשת הידברות, הסברה ואכיפה",12149,162
248,באר שבע,515,"נדרשת הידברות, הסברה ואכיפה",31346,86
234,נתניה,474,"נדרשת הידברות, הסברה ואכיפה",21406,118
228,מודיעין עילית,673,"נדרשת הידברות, הסברה ואכיפה",9955,133
218,רהט,349,"נדרשת הידברות, הסברה ואכיפה",7572,30
213,לוד,317,"נדרשת הידברות, הסברה ואכיפה",8313,108
209,רמת גן,419,"נדרשת הידברות, הסברה ואכיפה",20660,111
208,רמלה,294,"נדרשת הידברות, הסברה ואכיפה",9085,112
198,ערערה-בנגב,289,"נדרשת הידברות, הסברה ואכיפה",3820, קטן מ-15 
189,דימונה,220,"נדרשת הידברות, הסברה ואכיפה",7710,87
188,חיפה,412,"נדרשת הידברות, הסברה ואכיפה",28419,95
188,קרית גת,255,"נדרשת הידברות, הסברה ואכיפה",6986,74
187,טבריה,379,"נדרשת הידברות, הסברה ואכיפה",8520,76
182,רחובות,328,"נדרשת הידברות, הסברה ואכיפה",18377,103
160,אלעד,576,"נדרשת הידברות, הסברה ואכיפה",7620,69
160,רעננה,309,"נדרשת הידברות, הסברה ואכיפה",11079,120
137,הרצליה,267,"נדרשת הידברות, הסברה ואכיפה",12026,88
130,אור יהודה,282,"נדרשת הידברות, הסברה ואכיפה",5814,58
123,באקה אל-גרביה,160,"נדרשת הידברות, הסברה ואכיפה",4129,42
122,כפר קאסם,141,"נדרשת הידברות, הסברה ואכיפה",3316,53
119,מודיעין-מכבים-רעות,243,"נדרשת הידברות, הסברה ואכיפה",10313,73
96,חדרה,169,"נדרשת הידברות, הסברה ואכיפה",15226,63
93,כפר סבא,171,"נדרשת הידברות, הסברה ואכיפה",12176,45
83,בית שאן,85,"נדרשת הידברות, הסברה ואכיפה",2419,42
78,אשקלון,364,"נדרשת הידברות, הסברה ואכיפה",16600,42
76,יבנה,128,"נדרשת הידברות, הסברה ואכיפה",5661,36
75,גבעתיים,125,"נדרשת הידברות, הסברה ואכיפה",6986,43
75,נהריה,121,"נדרשת הידברות, הסברה ואכיפה",8841,24
74,ראש העין,134,"נדרשת הידברות, הסברה ואכיפה",6790,47
65,אום אל-פחם,151,"נדרשת הידברות, הסברה ואכיפה",4723,23
64,אילת,96,"נדרשת הידברות, הסברה ואכיפה",4339,20
60,נתיבות,168,"נדרשת הידברות, הסברה ואכיפה",4258,25
58,הוד השרון,107,"נדרשת הידברות, הסברה ואכיפה",6414,30
57,כפר קרע,75,"נדרשת הידברות, הסברה ואכיפה",2042,43
57,קרית אונו,110,"נדרשת הידברות, הסברה ואכיפה",4511,28
52,רמת השרון,98,"נדרשת הידברות, הסברה ואכיפה",4947,40
52,טירה,60,"נדרשת הידברות, הסברה ואכיפה",3071,21
50,רכסים,99,"נדרשת הידברות, הסברה ואכיפה",1800,27
49,אופקים,99,"נדרשת הידברות, הסברה ואכיפה",3977,27
49,כסיפה,62,"נדרשת הידברות, הסברה ואכיפה",1167,32
44,קרית אתא,70,"נדרשת הידברות, הסברה ואכיפה",5680,27
44,טייבה,94,"נדרשת הידברות, הסברה ואכיפה",3999,27
42,חורה,234,"נדרשת הידברות, הסברה ואכיפה",2267, קטן מ-15 
40,עפולה,106,"נדרשת הידברות, הסברה ואכיפה",4927,17
39,שדרות,96,"נדרשת הידברות, הסברה ואכיפה",4528, קטן מ-15 
38,ערד,58,"נדרשת הידברות, הסברה ואכיפה",2403,25
37,נס ציונה,63,"נדרשת הידברות, הסברה ואכיפה",4218,19
37,מעלה אדומים,92,"נדרשת הידברות, הסברה ואכיפה",5830,27
34,פרדס חנה-כרכור,60,"נדרשת הידברות, הסברה ואכיפה",6210,24
33,צפת,139,"נדרשת הידברות, הסברה ואכיפה",4011, קטן מ-15 
33,שוהם,69,"נדרשת הידברות, הסברה ואכיפה",2892,18
33,נצרת,57,"נדרשת הידברות, הסברה ואכיפה",3122,25
32,באר יעקב,67,"נדרשת הידברות, הסברה ואכיפה",2724, קטן מ-15 
31,עכו,62,"נדרשת הידברות, הסברה ואכיפה",5337,17
31,גן יבנה,57,"נדרשת הידברות, הסברה ואכיפה",2178,17
28,גבעת זאב,86,"נדרשת הידברות, הסברה ואכיפה",2595,15
27,ערערה,36,"נדרשת הידברות, הסברה ואכיפה",2108, קטן מ-15 
27,ג'ת,57,"נדרשת הידברות, הסברה ואכיפה",1854, קטן מ-15 
27,גני תקווה,75,"נדרשת הידברות, הסברה ואכיפה",2673,16
27,גדרה,83,"נדרשת הידברות, הסברה ואכיפה",4551,19
24,מזכרת בתיה,39,"נדרשת הידברות, הסברה ואכיפה",2198, קטן מ-15 
23,גבעת שמואל,69,"נדרשת הידברות, הסברה ואכיפה",2921, קטן מ-15 
22,טמרה,45,"נדרשת הידברות, הסברה ואכיפה",2452,15
19,קדימה-צורן,35,"נדרשת הידברות, הסברה ואכיפה",1620, קטן מ-15 
19,אור עקיבא,26,"נדרשת הידברות, הסברה ואכיפה",1951, קטן מ-15 
18,אריאל,33,"נדרשת הידברות, הסברה ואכיפה",1957, קטן מ-15 
18,שפרעם,27,"נדרשת הידברות, הסברה ואכיפה",2936, קטן מ-15 
18,כוכב יעקב,77,"נדרשת הידברות, הסברה ואכיפה",883, קטן מ-15 
18,אלפי מנשה,23,"נדרשת הידברות, הסברה ואכיפה",1029, קטן מ-15 
18,מבשרת ציון,38,"נדרשת הידברות, הסברה ואכיפה",4009, קטן מ-15 
17,ג'לג'וליה,30,"נדרשת הידברות, הסברה ואכיפה",1024, קטן מ-15 
17,קרית יערים,59,"נדרשת הידברות, הסברה ואכיפה",1112, קטן מ-15 
16,סאג'ור,16,"נדרשת הידברות, הסברה ואכיפה",660, קטן מ-15 
16,מעלה עירון,26,"נדרשת הידברות, הסברה ואכיפה",1218,0
16,אזור,51,"נדרשת הידברות, הסברה ואכיפה",1501, קטן מ-15 
16,קלנסווה,29,"נדרשת הידברות, הסברה ואכיפה",1954, קטן מ-15 
15,סביון,18,"נדרשת הידברות, הסברה ואכיפה",690, קטן מ-15 
15,יד בנימין,20,"נדרשת הידברות, הסברה ואכיפה",750, קטן מ-15 
15,קרית ביאליק,32,"נדרשת הידברות, הסברה ואכיפה",3371, קטן מ-15 
 קטן מ-15 ,מג'ד אל-כרום,34,"נדרשת הידברות, הסברה ואכיפה",2421, קטן מ-15 
 קטן מ-15 ,לקיה,28,"נדרשת הידברות, הסברה ואכיפה",1184, קטן מ-15 
 קטן מ-15 ,אבן יהודה,46,"נדרשת הידברות, הסברה ואכיפה",1601, קטן מ-15 
 קטן מ-15 ,מגדל העמק,108,"נדרשת הידברות, הסברה ואכיפה",2664, קטן מ-15 
 קטן מ-15 ,חריש,24,"נדרשת הידברות, הסברה ואכיפה",1187, קטן מ-15 
 קטן מ-15 ,תל שבע,15,"נדרשת הידברות, הסברה ואכיפה",920, קטן מ-15 
 קטן מ-15 ,ג'סר א-זרקא,52,"נדרשת הידברות, הסברה ואכיפה",3216, קטן מ-15 
 קטן מ-15 ,קרית מוצקין,33,"נדרשת הידברות, הסברה ואכיפה",5067, קטן מ-15 
