gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,שנה,306421,9.2,5,0.1,22,1.1,68,0.7,1967,5.1
זכר,0-9,3 חודשים,5910,3.7,0,0,3,0.9,5,0.3,244,3.4
זכר,0-9,מתחילת קורונה,441958,9.6,8,0.1,34,0.5,124,0.4,3295,3.7
זכר,0-9,חודש אחרון,403,1.6,0,0,1,1.2,0,0,27,2.1
זכר,0-9,6 חודשים,28838,4.6,1,0.1,5,0.8,13,0.4,586,3.8
נקבה,0-9,שנה,244889,7.4,2,0.1,10,0.5,48,0.5,1600,4.1
נקבה,0-9,3 חודשים,5247,3.3,0,0,1,0.3,3,0.2,186,2.6
נקבה,0-9,מתחילת קורונה,363665,7.9,5,0,17,0.3,78,0.2,2673,3
נקבה,0-9,חודש אחרון,492,2,0,0,0,0,0,0,19,1.5
נקבה,0-9,6 חודשים,25072,4,0,0,1,0.2,10,0.3,452,2.9
זכר,10-19,שנה,294126,8.9,3,0.1,12,0.6,30,0.3,476,1.2
זכר,10-19,חודש אחרון,652,2.6,0,0,0,0,0,0,7,0.5
זכר,10-19,3 חודשים,4662,3,0,0,1,0.3,2,0.1,60,0.8
זכר,10-19,מתחילת קורונה,439828,9.5,6,0.1,25,0.4,81,0.3,1083,1.2
זכר,10-19,6 חודשים,25720,4.1,0,0,1,0.2,5,0.1,134,0.9
נקבה,10-19,שנה,295159,8.9,3,0.1,10,0.5,21,0.2,521,1.3
נקבה,10-19,3 חודשים,5471,3.5,0,0,0,0,1,0.1,50,0.7
נקבה,10-19,מתחילת קורונה,430631,9.3,8,0.1,23,0.4,81,0.3,1223,1.4
נקבה,10-19,חודש אחרון,964,3.9,0,0,0,0,0,0,4,0.3
נקבה,10-19,6 חודשים,27401,4.4,1,0.1,2,0.3,5,0.1,150,1
זכר,20-29,חודש אחרון,720,2.9,0,0,2,2.4,2,0.8,11,0.8
זכר,20-29,שנה,170093,5.1,4,0.1,19,0.9,56,0.5,541,1.4
זכר,20-29,3 חודשים,6524,4.1,1,0.2,3,0.9,8,0.5,73,1
זכר,20-29,מתחילת קורונה,269423,5.8,25,0.2,58,0.9,252,0.8,1677,1.9
זכר,20-29,6 חודשים,26947,4.3,1,0.1,4,0.6,14,0.4,176,1.1
נקבה,20-29,חודש אחרון,1220,4.9,0,0,1,1.2,2,0.8,39,3
נקבה,20-29,שנה,261676,7.9,7,0.2,20,1,51,0.5,2332,6
נקבה,20-29,3 חודשים,9343,5.9,0,0,4,1.2,6,0.4,246,3.5
נקבה,20-29,מתחילת קורונה,382258,8.3,22,0.2,63,1,284,0.9,5436,6.1
נקבה,20-29,6 חודשים,38200,6.1,0,0,7,1.1,14,0.4,638,4.1
זכר,30-39,שנה,189535,5.7,14,0.4,38,1.8,94,0.9,691,1.8
זכר,30-39,3 חודשים,8236,5.2,0,0,2,0.6,8,0.5,85,1.2
זכר,30-39,מתחילת קורונה,269911,5.8,53,0.5,106,1.6,643,2,2364,2.7
זכר,30-39,חודש אחרון,1050,4.2,0,0,0,0,1,0.4,11,0.8
זכר,30-39,6 חודשים,34559,5.5,0,0,7,1.1,18,0.5,225,1.5
נקבה,30-39,שנה,288292,8.7,8,0.2,30,1.4,96,0.9,2334,6
נקבה,30-39,3 חודשים,11422,7.2,1,0.2,7,2,7,0.4,245,3.5
נקבה,30-39,מתחילת קורונה,389736,8.4,40,0.3,114,1.7,601,1.9,5506,6.2
נקבה,30-39,חודש אחרון,1464,5.9,0,0,0,0,3,1.2,29,2.2
נקבה,30-39,6 חודשים,47862,7.7,3,0.3,13,2,17,0.5,655,4.3
זכר,40-49,חודש אחרון,1068,4.3,0,0,1,1.2,1,0.4,23,1.8
זכר,40-49,שנה,178019,5.4,32,0.9,77,3.7,198,1.9,925,2.4
זכר,40-49,3 חודשים,7979,5.1,2,0.4,5,1.4,14,0.8,129,1.8
זכר,40-49,מתחילת קורונה,244501,5.3,125,1.1,271,4.1,1435,4.5,3750,4.2
זכר,40-49,6 חודשים,33844,5.4,5,0.5,14,2.2,40,1.1,310,2
נקבה,40-49,שנה,268226,8.1,19,0.5,33,1.6,135,1.3,1045,2.7
נקבה,40-49,3 חודשים,11879,7.5,2,0.4,5,1.4,12,0.7,131,1.8
נקבה,40-49,מתחילת קורונה,351044,7.6,80,0.7,144,2.2,983,3.1,3714,4.2
נקבה,40-49,חודש אחרון,1818,7.3,0,0,2,2.4,2,0.8,21,1.6
נקבה,40-49,6 חודשים,49802,8,5,0.5,11,1.7,28,0.8,311,2
זכר,50-59,שנה,126708,3.8,98,2.7,155,7.5,429,4.1,1515,3.9
זכר,50-59,3 חודשים,7594,4.8,7,1.5,20,5.8,49,2.9,247,3.5
זכר,50-59,מתחילת קורונה,172095,3.7,400,3.4,566,8.7,2303,7.2,5196,5.8
זכר,50-59,חודש אחרון,1168,4.7,0,0,4,4.8,5,2,47,3.6
זכר,50-59,6 חודשים,30535,4.9,20,2,36,5.6,98,2.7,530,3.4
נקבה,50-59,שנה,192695,5.8,52,1.4,87,4.2,306,2.9,1213,3.1
נקבה,50-59,3 חודשים,12298,7.8,4,0.9,14,4,30,1.8,180,2.5
נקבה,50-59,מתחילת קורונה,247433,5.4,205,1.8,273,4.2,1629,5.1,4144,4.7
נקבה,50-59,חודש אחרון,2042,8.2,0,0,6,7.2,4,1.6,42,3.2
נקבה,50-59,6 חודשים,48640,7.8,7,0.7,21,3.3,74,2,405,2.6
זכר,60-69,חודש אחרון,1635,6.6,1,3.4,14,16.9,20,8.2,101,7.8
זכר,60-69,שנה,103461,3.1,254,6.9,260,12.6,901,8.7,2729,7
זכר,60-69,3 חודשים,9614,6.1,28,6.1,49,14.1,133,7.9,494,7
זכר,60-69,מתחילת קורונה,133991,2.9,1044,8.9,998,15.3,3508,11,7300,8.2
זכר,60-69,6 חודשים,35131,5.6,52,5.2,89,13.8,288,8,1093,7.1
נקבה,60-69,שנה,147582,4.4,150,4.1,149,7.2,631,6.1,2058,5.3
נקבה,60-69,3 חודשים,13908,8.8,13,2.8,24,6.9,86,5.1,380,5.4
נקבה,60-69,מתחילת קורונה,181111,3.9,574,4.9,532,8.1,2367,7.4,5414,6.1
נקבה,60-69,חודש אחרון,2552,10.2,0,0,9,10.8,8,3.3,79,6.1
נקבה,60-69,6 חודשים,51620,8.3,24,2.4,43,6.7,186,5.1,864,5.6
זכר,70-79,שנה,74541,2.2,489,13.2,332,16,1453,14,4065,10.5
זכר,70-79,3 חודשים,10141,6.4,58,12.6,57,16.4,255,15.2,943,13.3
זכר,70-79,מתחילת קורונה,90094,1.9,1757,15,1112,17,4117,12.9,8446,9.5
זכר,70-79,חודש אחרון,2168,8.7,4,13.8,13,15.7,45,18.4,205,15.7
זכר,70-79,6 חודשים,34467,5.5,132,13.2,122,18.9,531,14.7,1919,12.5
נקבה,70-79,שנה,92757,2.8,357,9.7,218,10.5,1110,10.7,3292,8.5
נקבה,70-79,3 חודשים,13170,8.4,35,7.6,37,10.7,183,10.9,709,10
נקבה,70-79,מתחילת קורונה,109940,2.4,1114,9.5,633,9.7,3125,9.8,6853,7.7
נקבה,70-79,חודש אחרון,2815,11.3,2,6.9,4,4.8,33,13.5,146,11.2
נקבה,70-79,6 חודשים,43896,7,93,9.3,67,10.4,397,11,1514,9.8
זכר,80-89,שנה,28562,0.9,673,18.2,255,12.3,1571,15.1,3934,10.2
זכר,80-89,3 חודשים,4647,2.9,92,20,52,15,299,17.8,954,13.5
זכר,80-89,מתחילת קורונה,35597,0.8,2064,17.6,709,10.9,3567,11.2,7161,8.1
זכר,80-89,חודש אחרון,933,3.7,5,17.2,9,10.8,38,15.6,187,14.4
זכר,80-89,6 חודשים,14273,2.3,174,17.4,87,13.5,596,16.5,1867,12.1
נקבה,80-89,שנה,39048,1.2,649,17.6,202,9.8,1603,15.4,4116,10.6
נקבה,80-89,3 חודשים,6625,4.2,76,16.5,41,11.8,292,17.4,960,13.5
נקבה,80-89,מתחילת קורונה,48875,1.1,1901,16.2,529,8.1,3664,11.5,7690,8.7
נקבה,80-89,חודש אחרון,1261,5.1,7,24.1,12,14.5,41,16.8,167,12.8
נקבה,80-89,6 חודשים,19317,3.1,181,18.1,62,9.6,600,16.6,1933,12.6
זכר,90+,שנה,5860,0.2,403,10.9,71,3.4,659,6.3,1403,3.6
זכר,90+,חודש אחרון,170,0.7,4,13.8,4,4.8,20,8.2,59,4.5
זכר,90+,3 חודשים,988,0.6,59,12.8,13,3.7,112,6.7,306,4.3
זכר,90+,מתחילת קורונה,7588,0.2,990,8.5,165,2.5,1253,3.9,2374,2.7
זכר,90+,6 חודשים,2800,0.4,136,13.6,27,4.2,270,7.5,650,4.2
נקבה,90+,שנה,11053,0.3,471,12.8,71,3.4,923,8.9,1973,5.1
נקבה,90+,3 חודשים,1974,1.3,82,17.8,9,2.6,176,10.5,465,6.6
נקבה,90+,מתחילת קורונה,14631,0.3,1290,11,159,2.4,1869,5.8,3563,4
נקבה,90+,חודש אחרון,328,1.3,6,20.7,1,1.2,19,7.8,78,6
נקבה,90+,6 חודשים,5426,0.9,163,16.3,26,4,411,11.4,965,6.3
