period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7828,822,10.5
3_Month,0-9,40438,11481,28.39
6_Month,0-9,223123,55402,24.83
1_Year,0-9,1280467,546201,42.66
All,0-9,1712630,766357,44.75
1_Month,10-19,11656,1463,12.55
3_Month,10-19,45054,10230,22.71
6_Month,10-19,235950,53913,22.85
1_Year,10-19,1200589,580961,48.39
All,10-19,1629851,807726,49.56
1_Month,20-29,15940,1865,11.7
3_Month,20-29,64419,15996,24.83
6_Month,20-29,313290,65990,21.06
1_Year,20-29,1075841,425940,39.59
All,20-29,1472524,603186,40.96
1_Month,30-39,15794,2406,15.23
3_Month,30-39,67903,19755,29.09
6_Month,30-39,311824,83403,26.75
1_Year,30-39,1040910,469854,45.14
All,30-39,1371927,611627,44.58
1_Month,40-49,16876,2718,16.11
3_Month,40-49,66322,19974,30.12
6_Month,40-49,299688,84577,28.22
1_Year,40-49,946376,439351,46.42
All,40-49,1218809,555456,45.57
1_Month,50-59,16982,3060,18.02
3_Month,50-59,63864,19998,31.31
6_Month,50-59,271409,80059,29.5
1_Year,50-59,744931,315920,42.41
All,50-59,954245,395759,41.47
1_Month,60-69,19149,4006,20.92
3_Month,60-69,71463,23634,33.07
6_Month,60-69,261787,87606,33.46
1_Year,60-69,625002,248561,39.77
All,60-69,787759,300937,38.2
1_Month,70-79,20564,4772,23.21
3_Month,70-79,69658,23446,33.66
6_Month,70-79,203842,79051,38.78
1_Year,70-79,411438,165597,40.25
All,70-79,512633,193715,37.79
1_Month,80-89,15469,2125,13.74
3_Month,80-89,42083,11324,26.91
6_Month,80-89,88380,33846,38.3
1_Year,80-89,160000,66609,41.63
All,80-89,218517,81200,37.16
1_Month,90+,5257,484,9.21
3_Month,90+,13186,2970,22.52
6_Month,90+,23028,8304,36.06
1_Year,90+,38042,16490,43.35
All,90+,56961,21050,36.96
