section,female,male,period,order_period
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.4}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 9, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 12, 'percentage': 0.3}","{'amount': 17, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 3, 'percentage': 0.6}","{'amount': 4, 'percentage': 0.9}",חודש אחרון,5
10-19,"{'amount': 4, 'percentage': 0.4}","{'amount': 6, 'percentage': 0.6}",3 חודשים,4
10-19,"{'amount': 5, 'percentage': 0.5}","{'amount': 6, 'percentage': 0.6}",6 חודשים,3
10-19,"{'amount': 8, 'percentage': 0.2}","{'amount': 14, 'percentage': 0.4}",שנה,2
20-29,"{'amount': 9, 'percentage': 0.8}","{'amount': 12, 'percentage': 1.1}",6 חודשים,3
20-29,"{'amount': 9, 'percentage': 1}","{'amount': 11, 'percentage': 1.2}",3 חודשים,4
20-29,"{'amount': 6, 'percentage': 1.3}","{'amount': 9, 'percentage': 1.9}",חודש אחרון,5
20-29,"{'amount': 47, 'percentage': 1}","{'amount': 41, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 33, 'percentage': 1}","{'amount': 37, 'percentage': 1.1}",שנה,2
30-39,"{'amount': 69, 'percentage': 2}","{'amount': 52, 'percentage': 1.5}",שנה,2
30-39,"{'amount': 27, 'percentage': 2.5}","{'amount': 19, 'percentage': 1.8}",6 חודשים,3
30-39,"{'amount': 21, 'percentage': 2.3}","{'amount': 17, 'percentage': 1.8}",3 חודשים,4
30-39,"{'amount': 15, 'percentage': 3.2}","{'amount': 7, 'percentage': 1.5}",חודש אחרון,5
30-39,"{'amount': 86, 'percentage': 1.9}","{'amount': 74, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 95, 'percentage': 2.8}","{'amount': 169, 'percentage': 5}",שנה,2
40-49,"{'amount': 33, 'percentage': 3.1}","{'amount': 71, 'percentage': 6.7}",6 חודשים,3
40-49,"{'amount': 31, 'percentage': 3.3}","{'amount': 54, 'percentage': 5.8}",3 חודשים,4
40-49,"{'amount': 21, 'percentage': 4.5}","{'amount': 36, 'percentage': 7.7}",חודש אחרון,5
40-49,"{'amount': 116, 'percentage': 2.5}","{'amount': 211, 'percentage': 4.5}",מתחילת קורונה,1
50-59,"{'amount': 64, 'percentage': 6}","{'amount': 112, 'percentage': 10.5}",6 חודשים,3
50-59,"{'amount': 49, 'percentage': 5.3}","{'amount': 88, 'percentage': 9.4}",3 חודשים,4
50-59,"{'amount': 157, 'percentage': 4.6}","{'amount': 336, 'percentage': 9.9}",שנה,2
50-59,"{'amount': 195, 'percentage': 4.2}","{'amount': 438, 'percentage': 9.4}",מתחילת קורונה,1
50-59,"{'amount': 31, 'percentage': 6.7}","{'amount': 60, 'percentage': 12.9}",חודש אחרון,5
60-69,"{'amount': 97, 'percentage': 10.4}","{'amount': 127, 'percentage': 13.6}",3 חודשים,4
60-69,"{'amount': 110, 'percentage': 10.4}","{'amount': 139, 'percentage': 13.1}",6 חודשים,3
60-69,"{'amount': 48, 'percentage': 10.3}","{'amount': 66, 'percentage': 14.2}",חודש אחרון,5
60-69,"{'amount': 381, 'percentage': 8.2}","{'amount': 756, 'percentage': 16.3}",מתחילת קורונה,1
60-69,"{'amount': 295, 'percentage': 8.7}","{'amount': 528, 'percentage': 15.6}",שנה,2
70-79,"{'amount': 46, 'percentage': 9.9}","{'amount': 46, 'percentage': 9.9}",חודש אחרון,5
70-79,"{'amount': 90, 'percentage': 9.6}","{'amount': 134, 'percentage': 14.4}",3 חודשים,4
70-79,"{'amount': 99, 'percentage': 9.3}","{'amount': 144, 'percentage': 13.6}",6 חודשים,3
70-79,"{'amount': 331, 'percentage': 9.8}","{'amount': 561, 'percentage': 16.6}",שנה,2
70-79,"{'amount': 438, 'percentage': 9.4}","{'amount': 807, 'percentage': 17.4}",מתחילת קורונה,1
80-89,"{'amount': 75, 'percentage': 8}","{'amount': 83, 'percentage': 8.9}",3 חודשים,4
80-89,"{'amount': 253, 'percentage': 7.5}","{'amount': 310, 'percentage': 9.2}",שנה,2
80-89,"{'amount': 81, 'percentage': 7.6}","{'amount': 91, 'percentage': 8.6}",6 חודשים,3
80-89,"{'amount': 28, 'percentage': 6}","{'amount': 25, 'percentage': 5.4}",חודש אחרון,5
80-89,"{'amount': 342, 'percentage': 7.4}","{'amount': 477, 'percentage': 10.3}",מתחילת קורונה,1
90+,"{'amount': 89, 'percentage': 1.9}","{'amount': 95, 'percentage': 2}",מתחילת קורונה,1
90+,"{'amount': 6, 'percentage': 1.3}","{'amount': 5, 'percentage': 1.1}",חודש אחרון,5
90+,"{'amount': 16, 'percentage': 1.7}","{'amount': 15, 'percentage': 1.6}",3 חודשים,4
90+,"{'amount': 18, 'percentage': 1.7}","{'amount': 16, 'percentage': 1.5}",6 חודשים,3
90+,"{'amount': 60, 'percentage': 1.8}","{'amount': 58, 'percentage': 1.7}",שנה,2
