name,value
פראמדיקים,0
חובשי רפואת חירום,0
פיזיותרפיה,1
קלינאות תקשורת,1
פסיכולוגיה,2
ריפוי בעיסוק,2
מערך לוגיסטי,4
שירות סוציאלי,5
רוקחות,6
מעבדה,6
כוח עזר,11
סקטורים אחרים,43
מינהל ומשק,55
