date,amount,amountVirusDiagnosis,amountPersonTested,amountMagen,positiveAmount,positiveRate
2021-04-10T00:00:00.000Z,11188,10966,10872,1,88,0.81
2021-04-11T00:00:00.000Z,33688,33233,31575,10011,141,0.45
2021-04-12T00:00:00.000Z,50871,50112,49251,12877,221,0.45
2021-04-13T00:00:00.000Z,62973,62261,59308,18485,201,0.34
2021-04-14T00:00:00.000Z,51476,50852,46794,13689,202,0.43
2021-04-15T00:00:00.000Z,14218,13954,13828,579,97,0.7
2021-04-16T00:00:00.000Z,30592,30204,29694,664,107,0.36
2021-04-17T00:00:00.000Z,11152,10993,10853,53,88,0.81
2021-04-18T00:00:00.000Z,33945,33572,31839,8104,143,0.45
2021-04-19T00:00:00.000Z,46073,45552,43900,11690,137,0.31
2021-04-20T00:00:00.000Z,46359,45862,42979,15139,162,0.38
2021-04-21T00:00:00.000Z,41281,40877,38543,10553,118,0.31
2021-04-22T00:00:00.000Z,31618,31319,31010,3837,130,0.42
2021-04-23T00:00:00.000Z,35245,34915,34551,577,112,0.32
2021-04-24T00:00:00.000Z,8762,8675,8587,49,41,0.48
2021-04-25T00:00:00.000Z,28338,28065,27563,3093,77,0.28
2021-04-26T00:00:00.000Z,36111,35774,35330,4627,96,0.27
2021-04-27T00:00:00.000Z,31255,31009,30715,3709,88,0.29
2021-04-28T00:00:00.000Z,34946,34716,34407,2870,98,0.28
2021-04-29T00:00:00.000Z,31718,31491,31119,1512,98,0.31
2021-04-30T00:00:00.000Z,35430,35209,34799,261,80,0.23
2021-05-01T00:00:00.000Z,9169,9098,9022,1,16,0.18
2021-05-02T00:00:00.000Z,25566,25368,24872,2229,52,0.21
2021-05-03T00:00:00.000Z,33707,33457,32706,3591,67,0.2
2021-05-04T00:00:00.000Z,33889,33654,33184,6066,63,0.19
2021-05-05T00:00:00.000Z,34913,34722,33687,4387,70,0.21
2021-05-06T00:00:00.000Z,28526,28365,27972,2793,50,0.18
2021-05-07T00:00:00.000Z,32904,32742,32478,537,35,0.11
2021-05-08T00:00:00.000Z,10397,10339,10238,0,18,0.18
2021-05-09T00:00:00.000Z,23529,23400,23088,2403,34,0.15
2021-05-10T00:00:00.000Z,35517,35317,34660,4950,55,0.16
2021-05-11T00:00:00.000Z,31566,31370,30979,3803,39,0.13
2021-05-12T00:00:00.000Z,28694,28520,28331,826,28,0.1
2021-05-13T00:00:00.000Z,20927,20824,20642,1195,30,0.15
2021-05-14T00:00:00.000Z,20244,20147,19855,118,29,0.15
2021-05-15T00:00:00.000Z,5525,5480,5410,0,21,0.39
2021-05-16T00:00:00.000Z,14776,14699,14617,145,30,0.21
2021-05-17T00:00:00.000Z,8745,8676,8595,1,15,0.17
2021-05-18T00:00:00.000Z,23844,23690,23283,5006,23,0.1
2021-05-19T00:00:00.000Z,28412,28289,27976,5236,59,0.21
2021-05-20T00:00:00.000Z,22040,21934,21554,2129,37,0.17
2021-05-21T00:00:00.000Z,26955,26837,26595,144,23,0.09
2021-05-22T00:00:00.000Z,6919,6889,6825,0,14,0.21
2021-05-23T00:00:00.000Z,18390,18287,18064,1444,26,0.14
2021-05-24T00:00:00.000Z,32275,32148,31755,4065,29,0.09
2021-05-25T00:00:00.000Z,26674,26602,26392,3461,23,0.09
2021-05-26T00:00:00.000Z,25934,25857,25545,2305,16,0.06
2021-05-27T00:00:00.000Z,27738,27654,27449,3220,13,0.05
2021-05-28T00:00:00.000Z,31827,31749,31395,447,18,0.06
2021-05-29T00:00:00.000Z,9340,9318,9181,280,13,0.14
2021-05-30T00:00:00.000Z,19780,19711,19496,1649,5,0.03
2021-05-31T00:00:00.000Z,25471,25407,25091,3699,15,0.06
2021-06-01T00:00:00.000Z,21750,21685,21421,3761,48,0.22
2021-06-02T00:00:00.000Z,17243,17196,16901,1175,14,0.08
2021-06-03T00:00:00.000Z,15803,15747,15556,1109,12,0.08
2021-06-04T00:00:00.000Z,17991,17937,17831,2,32,0.18
2021-06-05T00:00:00.000Z,7332,7311,7241,0,6,0.08
2021-06-06T00:00:00.000Z,16034,15989,15850,1331,5,0.03
2021-06-07T00:00:00.000Z,23016,22960,22777,1952,7,0.03
2021-06-08T00:00:00.000Z,21243,21184,21014,3384,30,0.14
2021-06-09T00:00:00.000Z,16937,16907,16759,1052,8,0.05
2021-06-10T00:00:00.000Z,17679,17626,17542,955,19,0.11
2021-06-11T00:00:00.000Z,17477,17453,17193,1,18,0.1
2021-06-12T00:00:00.000Z,10430,10416,10376,0,5,0.05
2021-06-13T00:00:00.000Z,18547,18520,18290,741,3,0.02
2021-06-14T00:00:00.000Z,26332,26299,25696,3119,26,0.1
2021-06-15T00:00:00.000Z,22503,22422,21992,3151,27,0.12
2021-06-16T00:00:00.000Z,18399,18376,18074,1092,13,0.07
2021-06-17T00:00:00.000Z,16589,16530,16052,1175,27,0.17
2021-06-18T00:00:00.000Z,20294,20254,18986,1,35,0.18
2021-06-19T00:00:00.000Z,12655,12636,12006,1,48,0.4
2021-06-20T00:00:00.000Z,24652,24629,22408,1179,52,0.23
2021-06-21T00:00:00.000Z,32418,32346,31315,1435,125,0.4
2021-06-22T00:00:00.000Z,30911,30881,28615,3724,110,0.38
2021-06-23T00:00:00.000Z,29659,29634,27829,3003,141,0.51
2021-06-24T00:00:00.000Z,29887,29830,27674,1835,232,0.84
2021-06-25T00:00:00.000Z,39766,39697,37887,372,232,0.61
2021-06-26T00:00:00.000Z,21859,21817,20385,0,116,0.57
2021-06-27T00:00:00.000Z,30382,30356,29078,2283,146,0.5
2021-06-28T00:00:00.000Z,47671,47619,44729,5166,287,0.64
2021-06-29T00:00:00.000Z,46862,46805,44515,4809,295,0.66
2021-06-30T00:00:00.000Z,43642,43594,40586,5054,312,0.77
2021-07-01T00:00:00.000Z,44597,44514,42888,4937,298,0.69
2021-07-02T00:00:00.000Z,49700,49635,47333,3084,327,0.69
2021-07-03T00:00:00.000Z,27152,27107,25597,121,188,0.73
2021-07-04T00:00:00.000Z,36504,36429,33452,1669,352,1.05
2021-07-05T00:00:00.000Z,53793,53699,51821,6921,508,0.98
2021-07-06T00:00:00.000Z,60686,60610,56767,7038,529,0.93
2021-07-07T00:00:00.000Z,54846,54754,52040,9415,527,1.01
2021-07-08T00:00:00.000Z,52115,52021,49265,6635,471,0.96
2021-07-09T00:00:00.000Z,61506,61404,59061,5445,539,0.91
2021-07-10T00:00:00.000Z,34575,34497,32248,674,265,0.82
2021-07-11T00:00:00.000Z,42471,42377,40508,3481,442,1.09
2021-07-12T00:00:00.000Z,62138,62004,58928,8905,766,1.3
2021-07-13T00:00:00.000Z,62200,62086,58626,8280,755,1.29
2021-07-14T00:00:00.000Z,63080,62919,59266,9601,781,1.32
2021-07-15T00:00:00.000Z,65608,65441,60046,8650,869,1.45
2021-07-16T00:00:00.000Z,81877,81648,74876,8140,1144,1.53
2021-07-17T00:00:00.000Z,33001,32895,30930,279,436,1.41
2021-07-18T00:00:00.000Z,56701,56479,51880,2888,841,1.62
2021-07-19T00:00:00.000Z,84223,84009,79815,7153,1387,1.74
2021-07-20T00:00:00.000Z,90595,90327,84498,10454,1422,1.68
2021-07-21T00:00:00.000Z,85878,85662,79795,11479,1352,1.69
2021-07-22T00:00:00.000Z,78814,78568,74249,7444,1294,1.74
2021-07-23T00:00:00.000Z,98252,97944,91123,6048,1445,1.59
2021-07-24T00:00:00.000Z,60719,60486,56090,1185,973,1.73
2021-07-25T00:00:00.000Z,77027,76698,67992,1278,1419,2.09
2021-07-26T00:00:00.000Z,102783,102437,97214,10268,2146,2.21
2021-07-27T00:00:00.000Z,106029,105611,100097,12666,2303,2.3
2021-07-28T00:00:00.000Z,102848,102437,97504,9630,2206,2.26
2021-07-29T00:00:00.000Z,102056,101662,95538,11723,2188,2.29
2021-07-30T00:00:00.000Z,111131,110667,103795,8605,2464,2.37
2021-07-31T00:00:00.000Z,73837,73439,69267,1291,2121,3.06
2021-08-01T00:00:00.000Z,80657,80272,75151,3120,2137,2.84
2021-08-02T00:00:00.000Z,113799,113307,107829,11371,3879,3.6
2021-08-03T00:00:00.000Z,110667,110140,101069,14892,3331,3.3
2021-08-04T00:00:00.000Z,117291,116761,109753,11488,3535,3.22
2021-08-05T00:00:00.000Z,116110,115460,107600,15711,3925,3.65
2021-08-06T00:00:00.000Z,116006,115200,107647,10398,3931,3.65
2021-08-07T00:00:00.000Z,83868,83342,79599,2005,2960,3.72
2021-08-08T00:00:00.000Z,92862,92243,84646,4276,3464,4.09
2021-08-09T00:00:00.000Z,142078,141120,131965,11938,6411,4.86
2021-08-10T00:00:00.000Z,132830,131967,125345,14418,5889,4.7
2021-08-11T00:00:00.000Z,139703,138831,131592,17314,6066,4.61
2021-08-12T00:00:00.000Z,129807,128829,123076,14216,6182,5.02
2021-08-13T00:00:00.000Z,131062,130084,121876,10532,5999,4.92
2021-08-14T00:00:00.000Z,83151,82420,79041,2679,4249,5.38
2021-08-15T00:00:00.000Z,92696,91790,85618,4268,5203,6.08
2021-08-16T00:00:00.000Z,152758,151621,142108,20042,8811,6.2
2021-08-17T00:00:00.000Z,149331,148208,143372,16500,8015,5.59
2021-08-18T00:00:00.000Z,151879,150761,145985,10201,8030,5.5
2021-08-19T00:00:00.000Z,146490,145182,141821,642,7851,5.54
2021-08-20T00:00:00.000Z,150614,149315,145447,569,7929,5.45
2021-08-21T00:00:00.000Z,102452,101525,100117,159,5421,5.41
2021-08-22T00:00:00.000Z,110969,109856,107532,160,6615,6.15
2021-08-23T00:00:00.000Z,158480,157097,153047,832,10120,6.61
2021-08-24T00:00:00.000Z,155609,154156,150851,1004,10092,6.69
2021-08-25T00:00:00.000Z,148614,147093,140782,1864,9250,6.57
2021-08-26T00:00:00.000Z,149350,147246,135484,9987,9136,6.74
2021-08-27T00:00:00.000Z,140096,138387,131177,13130,8719,6.65
2021-08-28T00:00:00.000Z,107436,105917,103423,1222,7347,7.1
2021-08-29T00:00:00.000Z,91350,89975,87498,1224,6813,7.79
2021-08-30T00:00:00.000Z,152051,150204,146130,14814,11155,7.63
2021-08-31T00:00:00.000Z,162325,160152,155326,17318,10459,6.73
2021-09-01T00:00:00.000Z,149441,147424,143134,13324,11303,7.9
2021-09-02T00:00:00.000Z,141044,139047,134925,13667,11363,8.42
2021-09-03T00:00:00.000Z,149807,147777,143798,8207,9927,6.9
2021-09-04T00:00:00.000Z,90418,89194,87808,1518,5051,5.75
2021-09-05T00:00:00.000Z,114511,112960,110390,3174,5862,5.31
2021-09-06T00:00:00.000Z,187193,184963,179880,16977,10872,6.04
2021-09-07T00:00:00.000Z,98096,96795,95168,3118,6872,7.22
2021-09-08T00:00:00.000Z,63279,62501,60670,64,3321,5.47
2021-09-09T00:00:00.000Z,136362,134677,127563,2043,7976,6.25
2021-09-10T00:00:00.000Z,181172,178925,150768,19154,9892,6.56
2021-09-11T00:00:00.000Z,166296,164147,156862,5832,10298,6.57
2021-09-12T00:00:00.000Z,158520,156412,150823,1256,7849,5.2
2021-09-13T00:00:00.000Z,189203,186335,179754,18520,10946,6.09
2021-09-14T00:00:00.000Z,176508,173823,166547,18443,9872,5.93
2021-09-15T00:00:00.000Z,159315,156871,149772,14467,8866,5.92
2021-09-16T00:00:00.000Z,55104,54220,52083,1537,3289,6.31
2021-09-17T00:00:00.000Z,94192,92677,89635,1249,5022,5.6
2021-09-18T00:00:00.000Z,144258,141759,139272,1496,8648,6.21
2021-09-19T00:00:00.000Z,133155,130544,126826,3988,6555,5.17
2021-09-20T00:00:00.000Z,181600,178496,172928,15033,8827,5.1
2021-09-21T00:00:00.000Z,109000,107013,103170,7821,4822,4.67
2021-09-22T00:00:00.000Z,112806,110388,106959,5763,6032,5.64
2021-09-23T00:00:00.000Z,132037,129325,124989,15936,6429,5.14
2021-09-24T00:00:00.000Z,121345,118880,115948,6888,4982,4.3
2021-09-25T00:00:00.000Z,69969,68370,66906,1296,2643,3.95
2021-09-26T00:00:00.000Z,98145,95706,92032,5744,3851,4.18
2021-09-27T00:00:00.000Z,143125,139764,135566,16156,5242,3.87
2021-09-28T00:00:00.000Z,75223,73165,70882,4595,2420,3.41
2021-09-29T00:00:00.000Z,106468,103549,100520,5587,3621,3.6
2021-09-30T00:00:00.000Z,121161,118238,115264,19183,4376,3.8
2021-10-01T00:00:00.000Z,120097,117526,114532,9061,3612,3.15
2021-10-02T00:00:00.000Z,65125,63829,62835,284,1725,2.75
2021-10-03T00:00:00.000Z,99661,97575,95325,7837,2685,2.82
2021-10-04T00:00:00.000Z,126996,124224,120330,18886,3253,2.7
2021-10-05T00:00:00.000Z,115536,113311,109478,22765,2542,2.32
2021-10-06T00:00:00.000Z,109509,107623,104334,16727,2400,2.3
2021-10-07T00:00:00.000Z,103764,101823,98745,16820,2109,2.14
2021-10-08T00:00:00.000Z,105317,103168,100006,7868,2012,2.01
2021-10-09T00:00:00.000Z,53560,52594,51892,208,1034,1.99
2021-10-10T00:00:00.000Z,83048,81425,79416,9344,1491,1.88
2021-10-11T00:00:00.000Z,122850,120585,117119,20010,2337,2
2021-10-12T00:00:00.000Z,111740,109552,106966,26673,1794,1.68
2021-10-13T00:00:00.000Z,106871,104919,101803,19570,1766,1.73
2021-10-14T00:00:00.000Z,95496,93778,90961,16753,1328,1.46
2021-10-15T00:00:00.000Z,102506,100697,98162,5393,1571,1.6
2021-10-16T00:00:00.000Z,46754,45977,44980,1790,735,1.63
2021-10-17T00:00:00.000Z,60748,59570,57784,7955,844,1.46
