period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10727,937,8.73
3_Month,0-9,20664,2865,13.86
6_Month,0-9,69803,21529,30.84
1_Year,0-9,1152706,516695,44.82
All,0-9,1716794,768081,44.74
1_Month,10-19,12832,2559,19.94
3_Month,10-19,28543,7427,26.02
6_Month,10-19,78113,22594,28.92
1_Year,10-19,1044482,540741,51.77
All,10-19,1632511,811341,49.7
1_Month,20-29,19046,4283,22.49
3_Month,20-29,42546,11206,26.34
6_Month,20-29,111267,35010,31.46
1_Year,20-29,940389,404218,42.98
All,20-29,1479390,609736,41.22
1_Month,30-39,17825,4365,24.49
3_Month,30-39,40895,11973,29.28
6_Month,30-39,114943,41109,35.76
1_Year,30-39,928719,453528,48.83
All,30-39,1376502,618282,44.92
1_Month,40-49,18293,4837,26.44
3_Month,40-49,42453,13441,31.66
6_Month,40-49,112629,42479,37.72
1_Year,40-49,851865,425897,50
All,40-49,1223250,562729,46
1_Month,50-59,18780,4844,25.79
3_Month,50-59,43582,13928,31.96
6_Month,50-59,108134,42219,39.04
1_Year,50-59,673959,313065,46.45
All,50-59,959006,404444,42.17
1_Month,60-69,20971,5188,24.74
3_Month,60-69,49390,15487,31.36
6_Month,60-69,119357,48042,40.25
1_Year,60-69,574845,252069,43.85
All,60-69,793458,311832,39.3
1_Month,70-79,23155,5058,21.84
3_Month,70-79,51544,15320,29.72
6_Month,70-79,114139,46199,40.48
1_Year,70-79,387253,173589,44.83
All,70-79,520089,205526,39.52
1_Month,80-89,20097,2979,14.82
3_Month,80-89,36681,8289,22.6
6_Month,80-89,65373,23094,35.33
1_Year,80-89,153919,72009,46.78
All,80-89,223446,87769,39.28
1_Month,90+,7355,919,12.49
3_Month,90+,12569,2407,19.15
6_Month,90+,19877,6306,31.73
1_Year,90+,37441,18126,48.41
All,90+,59041,22929,38.84
