name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Ar'ara-Banegev,1.8,ירוק,1.1,1,0,קטן מ-15,ירוק,2023-01-08T00:00:00.000Z,33.52,27.92,12.17,
Judeide-Maker,5,צהוב,5.6,4,-29,20,צהוב,2023-01-08T00:00:00.000Z,66.70,58.12,34.47,9.4
Ramat Yishay,7.3,כתום,10.1,19,-23,17,כתום,2023-01-08T00:00:00.000Z,84.44,81.97,67.11,21.5
Nahef,3.2,ירוק,1.5,1,0,קטן מ-15,ירוק,2023-01-08T00:00:00.000Z,65.70,56.28,32.11,
I'billin,5,ירוק,8.1,11,10,קטן מ-15,צהוב,2023-01-08T00:00:00.000Z,67.18,58.85,36.74,
Yoqne'am Illit,7.3,אדום,10.4,12,-50,47,כתום,2023-01-08T00:00:00.000Z,81.01,77.74,62.21,19.5
Bet She'an,4.1,כתום,4.2,14,-54,28,ירוק,2023-01-08T00:00:00.000Z,74.45,68.44,48.77,14.8
Zikhron Ya'aqov,6.6,כתום,6.4,22,-31,26,כתום,2023-01-08T00:00:00.000Z,80.71,77.01,62.61,11.1
Yehud,5.8,צהוב,11.3,8,30,37,צהוב,2023-01-08T00:00:00.000Z,82.20,77.90,62.60,12.3
Qiryat Bialik,6.1,אדום,12.2,19,-37,70,כתום,2023-01-08T00:00:00.000Z,81.65,78.07,63.15,16.8
Qiryat Yam,4.5,צהוב,9.4,6,-33,78,צהוב,2023-01-08T00:00:00.000Z,77.84,74.18,58.70,19.8
Hod Hasharon,4.9,צהוב,8.2,10,-3,76,צהוב,2023-01-08T00:00:00.000Z,83.34,80.49,65.75,11.7
Binyamina-Giv'at Ada,5,ירוק,5.0,17,0,קטן מ-15,צהוב,2023-01-08T00:00:00.000Z,78.71,75.27,59.50,
Kafar Kama,4.5,ירוק,2.9,16,0,קטן מ-15,ירוק,2023-01-08T00:00:00.000Z,74.06,70.35,55.48,
Arad,5,צהוב,8.1,10,-12,36,צהוב,2023-01-08T00:00:00.000Z,74.30,67.48,48.51,13.2
Yavne,5.2,ירוק,8.0,9,21,56,צהוב,2023-01-08T00:00:00.000Z,74.89,70.15,52.58,11.3
Qadima-Zoran,4.9,צהוב,5.7,13,0,16,צהוב,2023-01-08T00:00:00.000Z,79.03,75.91,60.21,7.0
Tel Aviv - Yafo,5.3,צהוב,6.8,12,7,495,צהוב,2023-01-08T00:00:00.000Z,77.00,73.59,59.67,9.9
Kefar Haoranim,4.5,ירוק,3.8,22,0,קטן מ-15,ירוק,2023-01-08T00:00:00.000Z,84.77,82.53,67.11,
Umm Batin,2,ירוק,0.0,0,0, 0 ,ירוק,2023-01-08T00:00:00.000Z,19.39,15.73,5.78,0.0
Kafar Qara,3.7,צהוב,1.6,6,0,קטן מ-15,ירוק,2023-01-08T00:00:00.000Z,68.88,61.28,38.45,
Rekhasim,4,ירוק,0.8,5,0,קטן מ-15,ירוק,2023-01-08T00:00:00.000Z,47.68,35.10,20.17,
Atrash,2,אפור,0.0,0,0, 0 ,ירוק,2023-01-08T00:00:00.000Z,10.09,8.25,2.64,0.0
Rumat Heib,2,ירוק,0.0,0,0, 0 ,ירוק,2023-01-08T00:00:00.000Z,59.21,52.34,27.24,0.0
Zemer,2,ירוק,0.0,0,0, 0 ,ירוק,2023-01-08T00:00:00.000Z,66.22,58.22,34.61,0.0
