gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,שנה,292853,9,3,0.1,21,1,67,0.6,1999,4.8
זכר,0-9,חודש אחרון,466,1.3,0,0,1,0.6,4,0.7,76,2.9
זכר,0-9,6 חודשים,9487,3.2,0,0,4,0.6,10,0.3,430,3.3
זכר,0-9,3 חודשים,1342,1.3,0,0,1,0.3,4,0.4,136,2.5
זכר,0-9,מתחילת קורונה,443129,9.4,8,0.1,35,0.5,128,0.4,3419,3.7
נקבה,0-9,חודש אחרון,417,1.2,0,0,1,0.6,2,0.4,53,2
נקבה,0-9,3 חודשים,1367,1.4,0,0,1,0.3,2,0.2,87,1.6
נקבה,0-9,מתחילת קורונה,365137,7.7,4,0,18,0.3,80,0.2,2750,2.9
נקבה,0-9,6 חודשים,8528,2.8,0,0,2,0.3,6,0.2,315,2.4
נקבה,0-9,שנה,230961,7.1,2,0.1,11,0.5,43,0.4,1593,3.9
זכר,10-19,חודש אחרון,1082,3,0,0,0,0,2,0.4,13,0.5
זכר,10-19,שנה,278900,8.6,3,0.1,11,0.5,28,0.3,463,1.1
זכר,10-19,6 חודשים,9155,3.1,0,0,1,0.2,5,0.2,100,0.8
זכר,10-19,מתחילת קורונה,442617,9.4,6,0,25,0.4,83,0.3,1105,1.2
זכר,10-19,3 חודשים,3039,3,0,0,0,0,2,0.2,25,0.5
נקבה,10-19,3 חודשים,4300,4.3,0,0,1,0.3,3,0.3,30,0.6
נקבה,10-19,חודש אחרון,1446,4.1,0,0,1,0.6,1,0.2,12,0.5
נקבה,10-19,שנה,276695,8.5,2,0.1,10,0.5,20,0.2,499,1.2
נקבה,10-19,6 חודשים,11264,3.8,0,0,1,0.2,6,0.2,83,0.6
נקבה,10-19,מתחילת קורונה,435028,9.2,7,0.1,24,0.4,83,0.3,1249,1.3
זכר,20-29,חודש אחרון,1762,4.9,0,0,1,0.6,3,0.5,19,0.7
זכר,20-29,מתחילת קורונה,273670,5.8,26,0.2,61,0.9,254,0.8,1715,1.8
זכר,20-29,3 חודשים,4302,4.3,1,0.3,4,1.4,4,0.4,41,0.8
זכר,20-29,6 חודשים,12849,4.3,2,0.2,6,1,10,0.3,124,0.9
זכר,20-29,שנה,163826,5,4,0.1,17,0.8,49,0.5,533,1.3
נקבה,20-29,חודש אחרון,2484,7,0,0,1,0.6,2,0.4,64,2.4
נקבה,20-29,3 חודשים,6775,6.7,0,0,2,0.7,2,0.2,111,2.1
