cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Ghosh,קטן מ-15,אין מידע,22,27.98,4.81,צהוב,7862
Afula,קטן מ-15,אין מידע,111,19.53,6.55,כתום,56844
Akko,קטן מ-15,אין מידע,75,15.15,4.32,ירוק,49517
Arad,קטן מ-15,אין מידע,36,13.25,4.98,צהוב,27170
Ari'el,קטן מ-15,אין מידע,27,13.18,5.08,צהוב,20488
Ashdod,32,10.36,309,13.65,5.64,צהוב,226329
Ashqelon,21,8.94,235,16.05,5.49,צהוב,146442
Azor,קטן מ-15,אין מידע,21,15.88,5.05,צהוב,13228
Bat Yam,קטן מ-15,אין מידע,197,15.42,4.95,צהוב,127772
Be'er Sheva,32,8.49,377,17.90,4.53,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,37,12.84,5.88,צהוב,28818
Bene Beraq,קטן מ-15,אין מידע,111,5.34,4.5,צהוב,208031
Bet She'an,קטן מ-15,אין מידע,28,14.75,4.11,ירוק,18980
Bet Shemesh,קטן מ-15,אין מידע,55,4.16,3.15,ירוק,132210
Dimona,קטן מ-15,אין מידע,40,11.44,4.65,צהוב,34954
Elat,קטן מ-15,אין מידע,52,9.90,6.3,כתום,52507
Gan Yavne,קטן מ-15,אין מידע,25,10.47,5.4,צהוב,23887
Ganne Tiqwa,קטן מ-15,אין מידע,35,16.27,5.39,צהוב,21508
Gedera,קטן מ-15,אין מידע,46,15.97,5.78,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,21,7.71,5.09,צהוב,27236
Giv'atayim,קטן מ-15,אין מידע,95,15.61,6.45,כתום,60872
Hadera,קטן מ-15,אין מידע,127,12.84,5.21,צהוב,98928
Haifa,25,5.63,444,15.58,5.75,צהוב,284981
Herzliyya,16,12.03,133,13.41,5.84,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,76,11.74,4.89,צהוב,64755
Holon,22,8.49,259,13.18,5.74,צהוב,196510
Jerusalem,39,5.50,709,7.44,4.26,ירוק,952916
Judeide-Maker,קטן מ-15,אין מידע,20,9.38,5.03,צהוב,21331
Karmi'el,קטן מ-15,אין מידע,100,21.65,7.39,כתום,46190
Kefar Sava,15,12.93,116,11.41,5.23,צהוב,101664
Kefar Yona,קטן מ-15,אין מידע,29,11.09,5.39,צהוב,26140
Lod,קטן מ-15,אין מידע,78,9.66,3.82,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,59,15.61,6.74,כתום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,32,14.44,5.48,צהוב,22158
Mazkeret Batya,קטן מ-15,אין מידע,22,14.57,9.08,אדום,15095
Mevasseret Ziyyon,קטן מ-15,אין מידע,40,16.43,6.5,כתום,24347
Migdal Haemeq,קטן מ-15,אין מידע,50,19.39,6.82,כתום,25790
Modi'in Illit,קטן מ-15,אין מידע,24,3.05,3.84,ירוק,78775
Modi'in-Makkabbim-Re'ut,26,16.05,162,17.10,6.63,כתום,94744
Nahariyya,קטן מ-15,אין מידע,111,18.75,6.58,כתום,59189
Nazareth,קטן מ-15,אין מידע,21,2.70,2.93,ירוק,77734
Nes Ziyyona,קטן מ-15,אין מידע,57,11.28,5.14,צהוב,50532
Nesher,קטן מ-15,אין מידע,39,16.29,6.74,כתום,23947
Netanya,28,11.57,242,10.82,5.04,צהוב,223562
Netivot,קטן מ-15,אין מידע,39,9.88,6.94,כתום,39456
Nof Hagalil,קטן מ-15,אין מידע,106,25.27,4.58,צהוב,41950
Ofaqim,קטן מ-15,אין מידע,41,12.66,5.36,צהוב,32378
Omer,קטן מ-15,אין מידע,16,21.14,7.35,כתום,7569
Or Aqiva,קטן מ-15,אין מידע,25,12.88,6.83,כתום,19417
Or Yehuda,קטן מ-15,אין מידע,48,13.12,5.8,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,55,12.60,3.47,ירוק,43646
Petah Tiqwa,35,9.28,377,15.05,5.47,צהוב,250427
Qadima-Zoran,קטן מ-15,אין מידע,16,7.05,4.87,צהוב,22711
Qiryat Atta,קטן מ-15,אין מידע,79,13.32,6.49,כתום,59291
Qiryat Bialik,קטן מ-15,אין מידע,70,16.81,6.08,כתום,41645
Qiryat Eqron,קטן מ-15,אין מידע,16,14.50,5.09,צהוב,11034
Qiryat Gat,קטן מ-15,אין מידע,61,10.42,6.11,כתום,58550
Qiryat Motzkin,קטן מ-15,אין מידע,79,17.38,6.19,כתום,45461
Qiryat Ono,קטן מ-15,אין מידע,73,17.90,7.03,כתום,40778
Qiryat Shemona,קטן מ-15,אין מידע,69,30.71,6.2,כתום,22470
Qiryat Tiv'on,קטן מ-15,אין מידע,22,12.04,5.13,צהוב,18266
Qiryat Yam,קטן מ-15,אין מידע,78,19.80,4.54,צהוב,39389
Ra'annana,קטן מ-15,אין מידע,105,13.64,5.16,צהוב,76958
Rahat,קטן מ-15,אין מידע,20,2.71,2.49,ירוק,73671
Ramat Gan,17,7.14,238,14.27,6.09,כתום,166746
Ramat Hasharon,קטן מ-15,אין מידע,65,13.69,7.07,כתום,47482
Ramat Yishay,קטן מ-15,אין מידע,17,21.53,7.25,כתום,7896
Ramla,קטן מ-15,אין מידע,73,9.49,4.7,צהוב,76903
Rehovot,20,9.17,218,14.91,5.56,צהוב,146213
Rishon Leziyyon,29,8.79,330,12.90,5.64,צהוב,255891
Rosh Haayin,קטן מ-15,אין מידע,73,10.84,5.72,צהוב,67337
Sederot,קטן מ-15,אין מידע,37,12.80,4.91,צהוב,28899
Shefar'am,קטן מ-15,אין מידע,23,5.42,3.67,ירוק,42400
Shoham,קטן מ-15,אין מידע,28,13.31,5.55,צהוב,21029
Tel Aviv - Yafo,41,8.28,495,9.88,5.31,צהוב,501015
Tel Mond,קטן מ-15,אין מידע,18,13.37,5.14,צהוב,13461
Tiberias,קטן מ-15,אין מידע,75,16.42,6.42,כתום,45686
Tirat Karmel,קטן מ-15,אין מידע,36,14.82,8.73,אדום,24285
Umm Al-Fahm,קטן מ-15,אין מידע,17,3.00,3.36,ירוק,56713
Yavne,קטן מ-15,אין מידע,56,11.25,5.21,צהוב,49759
Yehud,קטן מ-15,אין מידע,37,12.33,5.8,צהוב,30003
Yoqne'am Illit,קטן מ-15,אין מידע,47,19.53,7.28,כתום,24061
Zefat,קטן מ-15,אין מידע,30,8.24,5.72,צהוב,36423
Zikhron Ya'aqov,קטן מ-15,אין מידע,26,11.06,6.62,כתום,23503
