CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.006278538812785388,2020-03-02T00:00:00.000Z,1,5632,-242,0,1752
0,0,10,0,0,10,10,0.005707762557077625,2020-03-03T00:00:00.000Z,0,7857,-239,0,1752
0,0,12,0,0,12,11,0.00684931506849315,2020-03-04T00:00:00.000Z,0,7012,-241,0,1752
0,0,12,1,0,13,13,0.007420091324200913,2020-03-05T00:00:00.000Z,1,7012,-241,0,1752
1,0,14,2,0,16,16,0.0091324200913242,2020-03-06T00:00:00.000Z,1,5177,-240,0,1752
2,0,17,3,0,20,20,0.01141552511415525,2020-03-07T00:00:00.000Z,1,4861,-240,0,1752
4,0,21,5,0,26,26,0.01484018264840183,2020-03-08T00:00:00.000Z,2,7330,-238,0,1752
5,0,33,6,0,39,39,0.02226027397260274,2020-03-09T00:00:00.000Z,7,6205,-247,0,1752
5,0,53,6,0,59,59,0.03367579908675799,2020-03-10T00:00:00.000Z,2,6021,-234,0,1752
6,0,73,7,1,81,81,0.04623287671232877,2020-03-11T00:00:00.000Z,10,5981,-237,0,1752
6,0,95,7,1,103,101,0.05878995433789954,2020-03-12T00:00:00.000Z,6,5983,-235,0,1752
6,0,112,7,4,123,122,0.0702054794520548,2020-03-13T00:00:00.000Z,10,4121,-222,0,1752
4,0,152,6,4,162,161,0.09246575342465753,2020-03-14T00:00:00.000Z,20,3692,-232,0,1752
6,0,187,9,6,202,200,0.115296803652968,2020-03-15T00:00:00.000Z,37,5489,-232,0,1752
7,0,205,11,5,221,215,0.1261415525114155,2020-03-16T00:00:00.000Z,27,4759,-174,0,1752
7,0,238,12,6,256,256,0.1461187214611872,2020-03-17T00:00:00.000Z,46,4338,-125,0,1752
7,0,279,16,11,306,269,0.1746575342465754,2020-03-18T00:00:00.000Z,54,3920,-25,0,1752
12,0,263,21,11,295,264,0.16837899543379,2020-03-19T00:00:00.000Z,31,4053,106,0,1752
12,1,252,23,14,289,251,0.1649543378995434,2020-03-20T00:00:00.000Z,30,3207,281,0,1752
15,0,229,27,21,277,274,0.1581050228310502,2020-03-21T00:00:00.000Z,35,2905,464,0,1752
22,0,255,37,32,324,305,0.1849315068493151,2020-03-22T00:00:00.000Z,54,4523,679,0,1752
24,0,274,42,36,352,323,0.2009132420091324,2020-03-23T00:00:00.000Z,58,4053,1000,0,1752
26,3,302,45,48,395,343,0.2254566210045662,2020-03-24T00:00:00.000Z,82,3963,1391,0,1752
28,1,311,49,53,413,397,0.2357305936073059,2020-03-25T00:00:00.000Z,81,3666,1749,0,1752
31,5,345,54,65,464,413,0.2648401826484018,2020-03-26T00:00:00.000Z,83,3925,2232,0,1752
37,2,381,65,69,515,468,0.2939497716894977,2020-03-27T00:00:00.000Z,110,3267,2596,0,1752
41,1,363,69,81,513,485,0.2928082191780822,2020-03-28T00:00:00.000Z,53,2834,3036,0,1752
50,3,377,79,88,544,516,0.3105022831050228,2020-03-29T00:00:00.000Z,70,4289,3499,0,1752
54,1,428,87,104,619,570,0.353310502283105,2020-03-30T00:00:00.000Z,121,3886,3953,0,1752
64,4,456,97,115,668,628,0.3812785388127854,2020-03-31T00:00:00.000Z,111,4005,4559,0,1752
72,8,515,111,143,769,728,0.4389269406392694,2020-04-01T00:00:00.000Z,147,4088,4401,689,1752
79,10,555,113,145,813,728,0.464041095890411,2020-04-02T00:00:00.000Z,115,4284,4982,720,1752
93,5,515,130,159,804,719,0.4589041095890411,2020-04-03T00:00:00.000Z,97,3494,5492,717,1752
107,7,481,139,171,791,752,0.4514840182648402,2020-04-04T00:00:00.000Z,73,3155,5819,718,1752
107,6,498,135,194,827,743,0.4720319634703196,2020-04-05T00:00:00.000Z,100,4495,6319,693,1752
