coronaOccupancy,isolatedTeam,name,normalOccupancy
132.3076923076923,84,נהריה,78.00830078125
116.3934426229508,32,שערי צדק,104.0540542602539
100,29,הדסה הר הצופים,86.80555725097656
95.23809523809523,62,הלל יפה,86.60194396972656
92.5925925925926,15,אסותא אשדוד,
90,124,"רמב""ם",87.52577209472656
88.23529411764706,51,שיבא,95.56961822509766
85.18518518518519,28,זיו צפת,73.77521514892578
74.75728155339806,116,הדסה עין כרם,114.0350875854492
74.32432432432432,29,וולפסון,72.62078857421875
72.88135593220339,55,ברזילי,77
66.0377358490566,31,בני ציון,89.14550018310547
65.51724137931035,63,רבין ק. בילינסון,95.0898208618164
64.61538461538461,32,שמיר (אסף הרופא),65.88103485107422
64.0625,50,מאיר,74.55012512207031
58.730158730158735,121,הכרמל,75.25562286376953
58.620689655172406,41,קפלן,98.37545013427734
55.68181818181818,74,המרכזי בעמק,77.5862045288086
55.319148936170215,48,פוריה,76.33802795410156
54.166666666666664,17,המשפחה הקדושה,147.5
49.05660377358491,80,לניאדו,88.02228546142578
48.64864864864865,0,סנט ג'וזף,
48.14814814814815,34,מעייני הישועה,87.5399398803711
46.875,4,הסקוטי,106.3829803466797
42.85714285714286,65,סוראסקי,105.4654159545898
39.130434782608695,0,אל מקאסד,
38.63636363636364,69,סורוקה,77.32406616210938
33.33333333333333,35,שניידר,83.54430389404297
22.11538461538462,7,השרון ק. גולדה,61.82572555541992
22.11538461538462,7,השרון ק. גולדה,61.82572555541992
0,1,יוספטל,44.61538314819336
0,15,סנט וינסנט,49.25373077392578
0,0,האיטלקי,
0,0,אוגוסטה ויקטוריה,
0,0,אלישע,
