section,female,male,period,order_period
0-9,"{'amount': 259300, 'percentage': 8.4}","{'amount': 331449, 'percentage': 10.7}",מתחילת קורונה,1
0-9,"{'amount': 129425, 'percentage': 7.7}","{'amount': 182282, 'percentage': 10.9}",חודש אחרון,5
0-9,"{'amount': 139445, 'percentage': 7.8}","{'amount': 192004, 'percentage': 10.8}",3 חודשים,4
0-9,"{'amount': 195749, 'percentage': 8.9}","{'amount': 255829, 'percentage': 11.6}",6 חודשים,3
0-9,"{'amount': 218338, 'percentage': 9}","{'amount': 282335, 'percentage': 11.6}",שנה,2
10-19,"{'amount': 184717, 'percentage': 10.4}","{'amount': 197518, 'percentage': 11.1}",3 חודשים,4
10-19,"{'amount': 253986, 'percentage': 10.4}","{'amount': 267515, 'percentage': 11}",שנה,2
10-19,"{'amount': 169864, 'percentage': 10.1}","{'amount': 185721, 'percentage': 11.1}",חודש אחרון,5
10-19,"{'amount': 320322, 'percentage': 10.3}","{'amount': 346888, 'percentage': 11.2}",מתחילת קורונה,1
10-19,"{'amount': 230674, 'percentage': 10.4}","{'amount': 243363, 'percentage': 11}",6 חודשים,3
20-29,"{'amount': 144125, 'percentage': 8.6}","{'amount': 94729, 'percentage': 5.6}",חודש אחרון,5
20-29,"{'amount': 187350, 'percentage': 8.5}","{'amount': 126994, 'percentage': 5.7}",6 חודשים,3
20-29,"{'amount': 153654, 'percentage': 8.6}","{'amount': 101182, 'percentage': 5.7}",3 חודשים,4
20-29,"{'amount': 274172, 'percentage': 8.8}","{'amount': 201886, 'percentage': 6.5}",מתחילת קורונה,1
20-29,"{'amount': 207968, 'percentage': 8.6}","{'amount': 142502, 'percentage': 5.9}",שנה,2
30-39,"{'amount': 148587, 'percentage': 8.9}","{'amount': 95643, 'percentage': 5.7}",חודש אחרון,5
30-39,"{'amount': 157309, 'percentage': 8.8}","{'amount': 101138, 'percentage': 5.7}",3 חודשים,4
30-39,"{'amount': 192987, 'percentage': 8.7}","{'amount': 126104, 'percentage': 5.7}",6 חודשים,3
30-39,"{'amount': 210078, 'percentage': 8.6}","{'amount': 139547, 'percentage': 5.7}",שנה,2
30-39,"{'amount': 259296, 'percentage': 8.4}","{'amount': 182829, 'percentage': 5.9}",מתחילת קורונה,1
40-49,"{'amount': 178310, 'percentage': 7.3}","{'amount': 124339, 'percentage': 5.1}",שנה,2
40-49,"{'amount': 165033, 'percentage': 7.5}","{'amount': 113558, 'percentage': 5.1}",6 חודשים,3
40-49,"{'amount': 139957, 'percentage': 7.8}","{'amount': 93977, 'percentage': 5.3}",3 חודשים,4
40-49,"{'amount': 132022, 'percentage': 7.9}","{'amount': 88689, 'percentage': 5.3}",חודש אחרון,5
40-49,"{'amount': 222787, 'percentage': 7.2}","{'amount': 161763, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 143107, 'percentage': 4.6}","{'amount': 108038, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 84209, 'percentage': 5}","{'amount': 58749, 'percentage': 3.5}",חודש אחרון,5
50-59,"{'amount': 88496, 'percentage': 5}","{'amount': 62006, 'percentage': 3.5}",3 חודשים,4
50-59,"{'amount': 101946, 'percentage': 4.6}","{'amount': 72534, 'percentage': 3.3}",6 חודשים,3
50-59,"{'amount': 110520, 'percentage': 4.5}","{'amount': 79311, 'percentage': 3.3}",שנה,2
60-69,"{'amount': 56595, 'percentage': 3.2}","{'amount': 42219, 'percentage': 2.4}",3 חודשים,4
