gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,328223,10.7,5,0.1,20,0.4,84,0.3
זכר,0-9,6 חודשים,253029,11.6,3,0.1,11,0.7,53,0.6
זכר,0-9,חודש אחרון,180128,10.8,2,0.2,6,1,26,0.8
זכר,0-9,שנה,279984,11.6,3,0.1,13,0.5,65,0.5
זכר,0-9,3 חודשים,188911,10.7,2,0.2,6,0.8,27,0.8
נקבה,0-9,6 חודשים,193882,8.9,1,0,5,0.3,30,0.4
נקבה,0-9,3 חודשים,137229,7.8,1,0.1,5,0.7,17,0.5
נקבה,0-9,מתחילת קורונה,257157,8.4,4,0,13,0.2,52,0.2
נקבה,0-9,שנה,216826,9,3,0.1,10,0.4,42,0.3
נקבה,0-9,חודש אחרון,128154,7.7,1,0.1,5,0.8,14,0.4
זכר,10-19,מתחילת קורונה,344471,11.2,4,0,19,0.4,60,0.2
זכר,10-19,6 חודשים,241258,11,2,0.1,10,0.6,28,0.3
זכר,10-19,3 חודשים,195145,11.1,1,0.1,4,0.5,15,0.4
זכר,10-19,חודש אחרון,185219,11.1,1,0.1,4,0.7,12,0.4
זכר,10-19,שנה,265979,11,2,0,11,0.4,39,0.3
נקבה,10-19,3 חודשים,182493,10.4,0,0,7,0.9,9,0.3
נקבה,10-19,6 חודשים,228711,10.5,1,0,11,0.7,23,0.3
נקבה,10-19,חודש אחרון,170059,10.2,0,0,6,1,7,0.2
נקבה,10-19,שנה,252587,10.5,1,0,14,0.5,40,0.3
נקבה,10-19,מתחילת קורונה,318085,10.3,4,0,19,0.4,61,0.2
זכר,20-29,חודש אחרון,95208,5.7,0,0,4,0.7,20,0.6
זכר,20-29,שנה,141926,5.9,13,0.3,36,1.3,139,1.1
זכר,20-29,6 חודשים,125998,5.8,4,0.2,17,1.1,68,0.8
זכר,20-29,3 חודשים,100001,5.7,1,0.1,6,0.8,23,0.6
זכר,20-29,מתחילת קורונה,200674,6.5,23,0.3,47,0.9,203,0.8
נקבה,20-29,מתחילת קורונה,272481,8.9,17,0.2,54,1,244,1
נקבה,20-29,3 חודשים,151957,8.6,1,0.1,11,1.5,22,0.6
נקבה,20-29,חודש אחרון,144595,8.7,1,0.1,8,1.3,14,0.4
נקבה,20-29,6 חודשים,185890,8.5,4,0.2,16,1,83,1
נקבה,20-29,שנה,206993,8.6,8,0.2,31,1.2,152,1.2
זכר,30-39,6 חודשים,124709,5.7,16,0.6,30,1.9,177,2.1
זכר,30-39,3 חודשים,99527,5.7,5,0.5,14,1.9,36,1
זכר,30-39,חודש אחרון,95069,5.7,3,0.4,11,1.8,26,0.8
זכר,30-39,שנה,138341,5.7,32,0.8,53,2,343,2.6
זכר,30-39,מתחילת קורונה,181203,5.9,47,0.5,85,1.6,556,2.2
נקבה,30-39,3 חודשים,154983,8.8,0,0,10,1.3,44,1.2
נקבה,30-39,6 חודשים,190923,8.7,9,0.4,28,1.8,183,2.2
נקבה,30-39,שנה,208263,8.6,20,0.5,62,2.3,354,2.7
נקבה,30-39,מתחילת קורונה,256963,8.3,31,0.3,87,1.6,530,2.1
נקבה,30-39,חודש אחרון,147768,8.8,0,0,6,1,31,1
זכר,40-49,3 חודשים,92483,5.3,10,1,38,5.1,84,2.4
זכר,40-49,6 חודשים,112219,5.1,38,1.5,76,4.8,365,4.4
זכר,40-49,מתחילת קורונה,160254,5.2,108,1.2,230,4.3,1273,5
זכר,40-49,חודש אחרון,88133,5.3,4,0.5,24,4,62,1.9
זכר,40-49,שנה,123163,5.1,66,1.6,143,5.3,704,5.3
נקבה,40-49,שנה,176511,7.3,40,1,80,3,518,3.9
נקבה,40-49,6 חודשים,163068,7.5,16,0.6,43,2.7,275,3.3
נקבה,40-49,3 חודשים,137758,7.8,9,0.9,21,2.8,54,1.5
נקבה,40-49,מתחילת קורונה,220576,7.2,71,0.8,134,2.5,862,3.4
נקבה,40-49,חודש אחרון,131297,7.9,6,0.7,12,2,42,1.3
זכר,50-59,מתחילת קורונה,107071,3.5,342,3.8,488,9.1,2075,8.1
זכר,50-59,חודש אחרון,58436,3.5,19,2.3,45,7.4,149,4.6
זכר,50-59,3 חודשים,61038,3.5,29,3,62,8.3,168,4.7
זכר,50-59,6 חודשים,71685,3.3,87,3.4,135,8.6,557,6.7
זכר,50-59,שנה,78589,3.3,170,4.1,260,9.7,999,7.6
נקבה,50-59,6 חודשים,100803,4.6,49,1.9,89,5.7,418,5.1
נקבה,50-59,מתחילת קורונה,141794,4.6,175,1.9,239,4.5,1432,5.6
נקבה,50-59,חודש אחרון,83736,5,12,1.5,36,5.9,111,3.5
נקבה,50-59,שנה,109468,4.5,95,2.3,155,5.8,780,5.9
נקבה,50-59,3 חודשים,87191,5,18,1.9,47,6.3,129,3.6
זכר,60-69,3 חודשים,41585,2.4,69,7.2,85,11.3,321,9.1
זכר,60-69,6 חודשים,47755,2.2,224,8.9,194,12.4,829,10
זכר,60-69,שנה,52332,2.2,392,9.5,355,13.2,1325,10
זכר,60-69,חודש אחרון,39885,2.4,50,6,61,10,288,9
זכר,60-69,מתחילת קורונה,72346,2.3,878,9.6,829,15.5,2957,11.5
נקבה,60-69,שנה,68944,2.9,277,6.7,259,9.6,1024,7.8
נקבה,60-69,חודש אחרון,53471,3.2,34,4.1,47,7.7,188,5.9
נקבה,60-69,6 חודשים,63390,2.9,175,6.9,157,10,608,7.4
נקבה,60-69,3 חודשים,55681,3.2,45,4.7,62,8.3,218,6.2
נקבה,60-69,מתחילת קורונה,89266,2.9,485,5.3,444,8.3,1988,7.8
זכר,70-79,חודש אחרון,21359,1.3,105,12.7,87,14.3,446,13.9
זכר,70-79,6 חודשים,25521,1.2,350,13.9,221,14.1,1005,12.2
זכר,70-79,מתחילת קורונה,38067,1.2,1403,15.4,914,17.1,3302,12.9
זכר,70-79,3 חודשים,22325,1.3,116,12.1,98,13.1,478,13.5
זכר,70-79,שנה,28001,1.2,583,14.2,375,13.9,1516,11.5
נקבה,70-79,3 חודשים,26594,1.5,98,10.2,78,10.4,382,10.8
נקבה,70-79,מתחילת קורונה,43758,1.4,873,9.6,518,9.7,2426,9.5
נקבה,70-79,שנה,33527,1.4,453,11,276,10.3,1270,9.6
נקבה,70-79,6 חודשים,30483,1.4,256,10.1,161,10.3,811,9.8
נקבה,70-79,חודש אחרון,25483,1.5,74,8.9,63,10.4,342,10.7
זכר,80-89,3 חודשים,7867,0.4,158,16.5,83,11.1,519,14.7
זכר,80-89,6 חודשים,9374,0.4,422,16.7,157,10,964,11.7
זכר,80-89,מתחילת קורונה,14965,0.5,1561,17.1,563,10.5,2642,10.3
זכר,80-89,חודש אחרון,7575,0.5,149,18,77,12.7,494,15.4
זכר,80-89,שנה,10500,0.4,642,15.6,248,9.2,1351,10.2
נקבה,80-89,6 חודשים,13048,0.6,420,16.6,135,8.6,1001,12.1
נקבה,80-89,חודש אחרון,10669,0.6,161,19.5,61,10,512,15.9
נקבה,80-89,3 חודשים,11032,0.6,175,18.3,66,8.8,543,15.3
נקבה,80-89,שנה,14677,0.6,657,16,209,7.8,1456,11
נקבה,80-89,מתחילת קורונה,20858,0.7,1439,15.8,410,7.7,2713,10.6
זכר,90+,מתחילת קורונה,3504,0.1,684,7.5,117,2.2,846,3.3
זכר,90+,שנה,2357,0.1,271,6.6,49,1.8,414,3.1
זכר,90+,6 חודשים,2112,0.1,182,7.2,33,2.1,299,3.6
זכר,90+,חודש אחרון,1704,0.1,92,11.1,21,3.5,174,5.4
זכר,90+,3 חודשים,1764,0.1,94,9.8,21,2.8,179,5.1
נקבה,90+,חודש אחרון,3264,0.2,113,13.7,23,3.8,253,7.9
נקבה,90+,6 חודשים,3963,0.2,268,10.6,41,2.6,494,6
נקבה,90+,3 חודשים,3368,0.2,126,13.2,26,3.5,271,7.7
נקבה,90+,מתחילת קורונה,6960,0.2,952,10.5,116,2.2,1318,5.1
נקבה,90+,שנה,4506,0.2,386,9.4,52,1.9,665,5
