name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
טלמון,10,אדום,618.8,0.611909650924,-0.2299741602068,287,אדום,2022-02-03T00:00:00.000Z,74.73,66.69,45.81,595.9
עומר,10,אדום,531.1,0.3137715179968,-0.1279826464209,359,אדום,2022-02-03T00:00:00.000Z,מעל 90%,מעל 90%,79.22,474.3
מעגן מיכאל,10,אדום,644.5,0.6507177033492,0.07200000000000006,117,אדום,2022-02-03T00:00:00.000Z,80.95,78.26,61.38,562.8
"כפר חב""ד",10,אדום,196.0,0.4493243243243,-0.6012084592146,239,אדום,2022-02-03T00:00:00.000Z,51.03,41.26,25.58,354.9
תפרח,9.7,אדום,120.4,0.5744680851063,-0.03571428571430002,71,אדום,2022-02-03T00:00:00.000Z,51.63,34.69,19.22,316.5
שתולים,10,אדום,563.8,0.4633204633204,-0.2435897435898,111,אדום,2022-02-03T00:00:00.000Z,72.05,66.70,50.31,530.3
שלומי,10,אדום,571.6,0.5507868383404,-0.0745192307693,370,אדום,2022-02-03T00:00:00.000Z,77.38,72.88,55.91,549.3
ירוחם,10,אדום,647.9,0.5186567164179,0.0374812593703,794,אדום,2022-02-03T00:00:00.000Z,73.47,66.59,48.15,743.4
מגדל העמק,10,אדום,594.0,0.4819239232945,0.06241331484040003,1638,אדום,2022-02-03T00:00:00.000Z,73.42,68.25,51.71,635.1
שבלי - אום אל-גנם,10,אדום,487.3,0.5443037974683,-0.3023255813954,397,אדום,2022-02-03T00:00:00.000Z,73.46,64.97,41.19,644.8
רכסים,10,אדום,158.4,0.5098039215686,-0.4079320113315,414,אדום,2022-02-03T00:00:00.000Z,47.32,34.68,19.80,313.8
מסעודין אל-עזאזמה,10,אפור,72.9,0.4224422442244,0.3829787234041999,106,אדום,2022-02-03T00:00:00.000Z,7.68,6.30,2.25,59.5
בסמת טבעון,10,אדום,434.9,0.5315315315315,-0.3661202185793,430,אדום,2022-02-03T00:00:00.000Z,58.34,52.87,29.40,537.4
אבו רוקייק (שבט),10,אפור,102.7,0.3767605633802,-0.08695652173919999,131,אדום,2022-02-03T00:00:00.000Z,13.79,11.77,3.83,128.2
טובא-זנגריה,10,אדום,476.3,0.6200378071833,-0.280701754386,321,אדום,2022-02-03T00:00:00.000Z,65.09,58.55,31.89,466.1
אעצם (שבט),9.8,אפור,67.3,0.276119402985,0.6590909090909001,72,אדום,2022-02-03T00:00:00.000Z,10.84,9.03,2.55,66.3
