age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,319580,265665,1538337,20.8,17.3
20-29,941857,800886,1300361,72.4,61.6
30-39,923367,814523,1197026,77.1,68
40-49,901173,820042,1098556,82,74.6
50-59,738829,682597,849966,86.9,80.3
60-69,656431,620410,741639,88.5,83.7
70-79,476527,457724,490784,97.1,93.3
80-89,212862,203532,225538,94.4,90.2
90+,49976,46956,51496,97,91.2
