instituteDesc,occupancy,gOccupancy,occupancyDate
רבין ק. השרון,49.1,58.1,2022-03-23T00:00:00.000Z
הכרמל,70.8,80,2022-03-23T00:00:00.000Z
איכילוב,72,114,2022-03-23T00:00:00.000Z
סורוקה,72.1,76.6,2022-03-23T00:00:00.000Z
יוספטל,75,75.4,2022-03-23T00:00:00.000Z
וולפסון,78.7,83.7,2022-03-23T00:00:00.000Z
מאיר,79.5,92.7,2022-03-23T00:00:00.000Z
פוריה,82.1,71.5,2022-03-23T00:00:00.000Z
שמיר,84.2,74.3,2022-03-23T00:00:00.000Z
הדסה הר הצופים,88.9,81.3,2022-03-23T00:00:00.000Z
זיו צפת,90.6,82.1,2022-03-23T00:00:00.000Z
המרכזי בעמק,91.6,73,2022-03-23T00:00:00.000Z
לניאדו,91,105.6,2022-03-23T00:00:00.000Z
"רמב""ם",92.4,91.6,2022-03-23T00:00:00.000Z
קפלן,93.3,88.3,2022-03-23T00:00:00.000Z
שמואל הרופא,94.4,83,2022-03-23T00:00:00.000Z
שיבא,95.8,104.7,2022-03-23T00:00:00.000Z
ברזילי,95.8,84.9,2022-03-23T00:00:00.000Z
בני ציון,100.8,92.1,2022-03-23T00:00:00.000Z
הלל יפה,106.8,89.1,2022-03-23T00:00:00.000Z
נהריה,112.6,90.1,2022-03-23T00:00:00.000Z
מ.גריאטרי פרדס חנה,,43.2,2022-03-23T00:00:00.000Z
רבין ק. בילינסון,113.2,103.1,2022-03-23T00:00:00.000Z
הדסה עין כרם,129.1,96,2022-03-23T00:00:00.000Z
אסותא אשדוד,135.6,110.9,2022-03-23T00:00:00.000Z
