Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,Vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,45,64,0,0,1,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7383,7447,0.08,0,1,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24904,32351,0.35,0,1,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44632,76983,0.83,0,1,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62883,139866,1.5,0,1,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73382,213248,2.29,0,1,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38484,251732,2.71,0,1,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32600,284332,3.06,0,1,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104484,388816,4.18,0,1,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,134938,523754,5.63,0,1,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156183,679937,7.31,0,1,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153004,832941,8.96,0,1,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158440,991381,10.66,0,1,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71347,1062728,11.43,0,1,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71681,1134409,12.2,0,1,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149620,1284029,13.81,0,1,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152056,1436085,15.44,1,2,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125061,1561146,16.79,0,2,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103233,1664379,17.9,2,4,0,0,0,0,0,0,100
