name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
כפר יאסיף,4.7,ירוק,15.6,0.0328820116054,0.23076923076919997,16,צהוב,2022-04-19T00:00:00.000Z,74.21,65.79,41.99,15.6
כסרא-סמיע,3.6,ירוק,2.2,0.025974025974,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,71.57,61.03,35.58,
סייד (שבט),4.5,אפור,4.6,0.125,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,16.84,13.37,3.47,
חריש,6.8,אדום,36.2,0.1659836065573,-0.3660714285715,66,כתום,2022-04-19T00:00:00.000Z,61.36,56.40,39.07,33.7
גן יבנה,6.7,אדום,44.4,0.1335540838852,-0.29333333333339995,86,כתום,2022-04-19T00:00:00.000Z,78.90,74.40,57.14,36.0
בית דגן,5.5,כתום,37.0,0.1,-0.27027027027030004,30,צהוב,2022-04-19T00:00:00.000Z,74.83,70.27,55.33,41.1
טורעאן,5.1,ירוק,6.9,0.0462184873949,-0.09090909090910004, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,70.55,61.17,34.95,
עספיא,5.2,ירוק,9.5,0.0409556313993,-0.2941176470589,16,צהוב,2022-04-19T00:00:00.000Z,67.58,59.42,39.75,12.7
בית אל,3.8,אדום,3.4,0.0666666666666,-0.3333333333334, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,67.79,61.29,44.41,
ברכה,4.5,כתום,3.5,0.125,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,62.47,53.91,32.34,
אבו סנאן,4.6,צהוב,16.8,0.0278396436525,-0.4146341463415,42,צהוב,2022-04-19T00:00:00.000Z,76.06,66.92,41.19,29.4
כפר כנא,3.6,ירוק,4.3,0.0260047281323,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,69.29,60.00,34.88,
ג'סר א-זרקא,4.5,ירוק,4.0,0.0099173553719,-0.16666666666670005, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,73.25,62.24,40.60,
עפרה,5.5,כתום,12.9,0.0701754385964,0, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,78.34,72.10,53.18,
מסעדה,2,ירוק,0.0,0,0, 0 ,ירוק,2022-04-19T00:00:00.000Z,78.11,67.94,41.86,0.0
אבו רוקייק (שבט),2.9,אפור,3.9,0.08,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,13.94,11.89,3.81,
ברקת,3.8,צהוב,9.5,0.095238095238,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,45.89,39.00,24.56,
כפר קאסם,1.9,ירוק,4.1,0.0328638497652,-0.4117647058824, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,66.69,54.83,30.37,
עומר,6.5,אדום,67.4,0.105675146771,-0.15000000000000002,46,כתום,2022-04-19T00:00:00.000Z,מעל 90%,מעל 90%,80.70,60.8
אבו רובייעה (שבט),4.7,אפור,3.4,0.0882352941176,0, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,10.03,8.14,3.01,
קרית מלאכי,5.6,כתום,20.5,0.1718309859154,-0.31506849315069996,62,צהוב,2022-04-19T00:00:00.000Z,60.08,52.64,33.89,25.5
"בני עי""ש",5.5,כתום,20.3,0.0549828178694,-0.5172413793104, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,72.08,68.02,53.13,
עין מאהל,2.6,ירוק,1.5,0.0192307692307,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,74.50,60.52,35.32,
מצפה יריחו,4.9,כתום,19.5,0.2272727272727,0, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,59.53,53.06,36.14,
קרני שומרון,5,אדום,21.1,0.1076233183856,-0.6296296296296999,22,צהוב,2022-04-19T00:00:00.000Z,70.88,65.90,49.03,23.2
ירכא,4.2,ירוק,3.5,0.018691588785,-0.16666666666670005, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,65.37,54.37,34.37,
שעב,5.2,צהוב,8.3,0.0508474576271,0, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,71.55,62.20,36.81,
עץ אפרים,8.3,כתום,81.0,0.2210526315789,0.25,19,אדום,2022-04-19T00:00:00.000Z,70.32,65.43,45.06,76.9
גן נר,4.9,צהוב,11.1,0.0307692307692,-0.6428571428572001, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,87.52,83.93,67.85,
בית שמש,3.8,צהוב,6.7,0.063448275862,-0.5136612021858,108,ירוק,2022-04-19T00:00:00.000Z,42.75,34.65,22.28,8.2
אום אל-פחם,2.8,ירוק,4.4,0.0287474332648,-0.1935483870968,23,ירוק,2022-04-19T00:00:00.000Z,63.10,53.93,28.46,4.1
אשדוד,6.5,אדום,34.6,0.1047572697408,-0.3616326530613,742,כתום,2022-04-19T00:00:00.000Z,70.93,64.18,47.38,32.8
קלנסווה,2.9,צהוב,2.6,0.0184049079754,-0.375, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,63.11,52.98,27.95,
ג'ולס,4.1,כתום,9.2,0.0321100917431,-0.09090909090910004, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,76.64,68.92,49.84,
ג'ש (גוש חלב),3.9,ירוק,6.4,0.0235294117647,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,76.03,69.58,50.96,
עין נקובא,4.5,כתום,14.0,0.1162790697674,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,60.62,49.09,27.27,
תקוע,4.8,צהוב,11.9,0.0387596899224,-0.4117647058824, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,62.42,56.30,36.87,
גבע בנימין,6.5,כתום,19.1,0.1351351351351,-0.38888888888890005, קטן מ-15 ,כתום,2022-04-19T00:00:00.000Z,53.38,47.73,32.31,
רבבה,5.7,כתום,17.8,0.1923076923076,0, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,71.28,63.25,40.74,
מודיעין עילית,2.2,ירוק,0.8,0.0277777777777,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,42.28,25.47,12.92,
עתלית,6.7,כתום,40.1,0.1020881670533,-0.4,43,כתום,2022-04-19T00:00:00.000Z,73.65,70.07,53.47,44.3
סביון,6.2,כתום,54.4,0.0459290187891,-0.44999999999999996,22,כתום,2022-04-19T00:00:00.000Z,מעל 90%,מעל 90%,83.21,54.4
חורפיש,4.5,ירוק,7.7,0.012987012987,0, קטן מ-15 ,צהוב,2022-04-19T00:00:00.000Z,80.92,68.86,48.10,
עוזייר,3.7,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2022-04-19T00:00:00.000Z,65.79,59.28,30.99,
