period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,126698,33707,26.6
3_Month,0-9,827999,373176,45.07
6_Month,0-9,1230503,501265,40.74
1_Year,0-9,1485410,617631,41.58
All,0-9,1686063,725621,43.04
1_Month,10-19,135739,31546,23.24
3_Month,10-19,713435,360295,50.5
6_Month,10-19,1143816,537006,46.95
1_Year,10-19,1379027,622670,45.15
All,10-19,1601449,768073,47.96
1_Month,20-29,169649,38569,22.73
3_Month,20-29,634068,247423,39.02
6_Month,20-29,970996,367746,37.87
1_Year,20-29,1192937,428717,35.94
All,20-29,1416104,550895,38.9
1_Month,30-39,173054,44100,25.48
3_Month,30-39,653680,288290,44.1
6_Month,30-39,945623,396989,41.98
1_Year,30-39,1135661,458843,40.4
All,30-39,1316290,545583,41.45
1_Month,40-49,172269,41312,23.98
3_Month,40-49,608105,264822,43.55
6_Month,40-49,862196,364223,42.24
1_Year,40-49,1015495,411939,40.57
All,40-49,1167681,486560,41.67
1_Month,50-59,152563,33173,21.74
3_Month,50-59,466501,179375,38.45
6_Month,50-59,656651,241680,36.8
1_Year,50-59,774482,268963,34.73
All,50-59,898569,326497,36.34
1_Month,60-69,135949,28248,20.78
3_Month,60-69,381536,121634,31.88
6_Month,60-69,535107,165656,30.96
1_Year,60-69,630714,182930,29
All,60-69,729131,221546,30.38
1_Month,70-79,94412,18865,19.98
3_Month,70-79,239985,66756,27.82
6_Month,70-79,333065,89887,26.99
1_Year,70-79,395072,99327,25.14
All,70-79,459157,119838,26.1
1_Month,80-89,40337,6907,17.12
3_Month,80-89,93049,26230,28.19
6_Month,80-89,125950,34409,27.32
1_Year,80-89,154061,38932,25.27
All,80-89,195154,49955,25.6
1_Month,90+,10873,1569,14.43
3_Month,90+,22752,6727,29.57
6_Month,90+,29919,8789,29.38
1_Year,90+,37047,9980,26.94
All,90+,50811,13658,26.88
