date,amount,recovered
2020-02-12T00:00:00.000Z,0,0
2020-02-13T00:00:00.000Z,0,0
2020-02-14T00:00:00.000Z,0,0
2020-02-15T00:00:00.000Z,0,0
2020-02-16T00:00:00.000Z,0,0
2020-02-17T00:00:00.000Z,0,0
2020-02-18T00:00:00.000Z,0,0
2020-02-19T00:00:00.000Z,0,0
2020-02-20T00:00:00.000Z,0,0
2020-02-21T00:00:00.000Z,1,0
2020-02-22T00:00:00.000Z,0,0
2020-02-23T00:00:00.000Z,0,0
2020-02-24T00:00:00.000Z,1,0
2020-02-25T00:00:00.000Z,0,0
2020-02-26T00:00:00.000Z,0,0
2020-02-27T00:00:00.000Z,1,0
2020-02-28T00:00:00.000Z,3,0
2020-02-29T00:00:00.000Z,0,0
2020-03-01T00:00:00.000Z,1,0
2020-03-02T00:00:00.000Z,5,0
2020-03-03T00:00:00.000Z,3,1
2020-03-04T00:00:00.000Z,0,1
2020-03-05T00:00:00.000Z,2,0
2020-03-06T00:00:00.000Z,4,0
2020-03-07T00:00:00.000Z,4,0
2020-03-08T00:00:00.000Z,9,1
2020-03-09T00:00:00.000Z,4,0
2020-03-10T00:00:00.000Z,33,0
2020-03-11T00:00:00.000Z,19,0
2020-03-12T00:00:00.000Z,22,0
2020-03-13T00:00:00.000Z,35,1
2020-03-14T00:00:00.000Z,29,0
2020-03-15T00:00:00.000Z,39,0
2020-03-16T00:00:00.000Z,73,0
2020-03-17T00:00:00.000Z,94,4
2020-03-18T00:00:00.000Z,118,6
2020-03-19T00:00:00.000Z,136,10
2020-03-20T00:00:00.000Z,168,4
2020-03-21T00:00:00.000Z,210,4
2020-03-22T00:00:00.000Z,254,9
2020-03-23T00:00:00.000Z,352,12
2020-03-24T00:00:00.000Z,423,9
2020-03-25T00:00:00.000Z,425,13
2020-03-26T00:00:00.000Z,520,17
2020-03-27T00:00:00.000Z,433,13
2020-03-28T00:00:00.000Z,480,22
2020-03-29T00:00:00.000Z,532,34
2020-03-30T00:00:00.000Z,546,42
2020-03-31T00:00:00.000Z,738,69
2020-04-01T00:00:00.000Z,820,647
2020-04-02T00:00:00.000Z,719,90
2020-04-03T00:00:00.000Z,597,94
2020-04-04T00:00:00.000Z,428,57
2020-04-05T00:00:00.000Z,583,113
2020-04-06T00:00:00.000Z,451,107
2020-04-07T00:00:00.000Z,377,157
2020-04-08T00:00:00.000Z,338,151
2020-04-09T00:00:00.000Z,343,131
2020-04-10T00:00:00.000Z,358,201
2020-04-11T00:00:00.000Z,345,177
2020-04-12T00:00:00.000Z,552,365
2020-04-13T00:00:00.000Z,438,337
2020-04-14T00:00:00.000Z,399,369
2020-04-15T00:00:00.000Z,311,324
2020-04-16T00:00:00.000Z,296,363
2020-04-17T00:00:00.000Z,298,369
2020-04-18T00:00:00.000Z,291,395
2020-04-19T00:00:00.000Z,276,342
2020-04-20T00:00:00.000Z,299,547
2020-04-21T00:00:00.000Z,282,457
2020-04-22T00:00:00.000Z,225,363
2020-04-23T00:00:00.000Z,276,410
2020-04-24T00:00:00.000Z,248,499
2020-04-25T00:00:00.000Z,159,394
2020-04-26T00:00:00.000Z,83,275
2020-04-27T00:00:00.000Z,127,578
2020-04-28T00:00:00.000Z,159,479
2020-04-29T00:00:00.000Z,82,414
2020-04-30T00:00:00.000Z,142,415
2020-05-01T00:00:00.000Z,116,637
2020-05-02T00:00:00.000Z,57,225
2020-05-03T00:00:00.000Z,27,177
2020-05-04T00:00:00.000Z,53,357
2020-05-05T00:00:00.000Z,32,335
2020-05-06T00:00:00.000Z,65,241
2020-05-07T00:00:00.000Z,61,300
2020-05-08T00:00:00.000Z,33,274
2020-05-09T00:00:00.000Z,19,62
2020-05-10T00:00:00.000Z,29,236
2020-05-11T00:00:00.000Z,39,362
2020-05-12T00:00:00.000Z,23,177
2020-05-13T00:00:00.000Z,39,203
2020-05-14T00:00:00.000Z,22,260
2020-05-15T00:00:00.000Z,12,195
2020-05-16T00:00:00.000Z,5,45
2020-05-17T00:00:00.000Z,15,172
2020-05-18T00:00:00.000Z,27,263
2020-05-19T00:00:00.000Z,22,155
2020-05-20T00:00:00.000Z,15,123
2020-05-21T00:00:00.000Z,17,211
2020-05-22T00:00:00.000Z,19,136
2020-05-23T00:00:00.000Z,5,35
2020-05-24T00:00:00.000Z,13,151
2020-05-25T00:00:00.000Z,22,137
2020-05-26T00:00:00.000Z,50,95
2020-05-27T00:00:00.000Z,40,107
2020-05-28T00:00:00.000Z,77,117
2020-05-29T00:00:00.000Z,113,37
2020-05-30T00:00:00.000Z,29,30
2020-05-31T00:00:00.000Z,87,74
2020-06-01T00:00:00.000Z,100,110
2020-06-02T00:00:00.000Z,121,34
2020-06-03T00:00:00.000Z,97,42
2020-06-04T00:00:00.000Z,142,55
2020-06-05T00:00:00.000Z,127,37
2020-06-06T00:00:00.000Z,78,36
2020-06-07T00:00:00.000Z,140,58
2020-06-08T00:00:00.000Z,179,36
2020-06-09T00:00:00.000Z,173,50
2020-06-10T00:00:00.000Z,240,61
2020-06-11T00:00:00.000Z,191,72
2020-06-12T00:00:00.000Z,184,73
2020-06-13T00:00:00.000Z,149,45
2020-06-14T00:00:00.000Z,136,42
2020-06-15T00:00:00.000Z,198,63
2020-06-16T00:00:00.000Z,299,41
2020-06-17T00:00:00.000Z,271,53
2020-06-18T00:00:00.000Z,302,86
2020-06-19T00:00:00.000Z,310,59
2020-06-20T00:00:00.000Z,159,54
2020-06-21T00:00:00.000Z,173,64
2020-06-22T00:00:00.000Z,345,94
2020-06-23T00:00:00.000Z,451,99
2020-06-24T00:00:00.000Z,487,57
2020-06-25T00:00:00.000Z,516,136
2020-06-26T00:00:00.000Z,464,135
2020-06-27T00:00:00.000Z,398,66
2020-06-28T00:00:00.000Z,385,138
2020-06-29T00:00:00.000Z,757,174
2020-06-30T00:00:00.000Z,786,130
2020-07-01T00:00:00.000Z,971,108
2020-07-02T00:00:00.000Z,1146,168
2020-07-03T00:00:00.000Z,939,127
2020-07-04T00:00:00.000Z,821,117
2020-07-05T00:00:00.000Z,831,169
2020-07-06T00:00:00.000Z,1134,138
2020-07-07T00:00:00.000Z,1390,173
2020-07-08T00:00:00.000Z,1327,164
2020-07-09T00:00:00.000Z,1525,188
2020-07-10T00:00:00.000Z,1409,203
2020-07-11T00:00:00.000Z,1168,195
2020-07-12T00:00:00.000Z,1238,323
2020-07-13T00:00:00.000Z,1720,359
2020-07-14T00:00:00.000Z,1604,300
2020-07-15T00:00:00.000Z,1877,375
2020-07-16T00:00:00.000Z,1939,513
2020-07-17T00:00:00.000Z,1605,487
2020-07-18T00:00:00.000Z,1448,463
2020-07-19T00:00:00.000Z,1016,501
2020-07-20T00:00:00.000Z,1887,608
2020-07-21T00:00:00.000Z,2006,635
2020-07-22T00:00:00.000Z,2044,3733
2020-07-23T00:00:00.000Z,1990,7145
2020-07-24T00:00:00.000Z,1830,1871
2020-07-25T00:00:00.000Z,1112,666
2020-07-26T00:00:00.000Z,1042,2983
2020-07-27T00:00:00.000Z,2048,1974
2020-07-28T00:00:00.000Z,2125,1743
2020-07-29T00:00:00.000Z,1954,1531
2020-07-30T00:00:00.000Z,1787,1831
2020-07-31T00:00:00.000Z,1362,1395
2020-08-01T00:00:00.000Z,625,565
2020-08-02T00:00:00.000Z,708,2682
2020-08-03T00:00:00.000Z,1800,1953
2020-08-04T00:00:00.000Z,1729,1826
2020-08-05T00:00:00.000Z,1690,1603
2020-08-06T00:00:00.000Z,1676,1948
2020-08-07T00:00:00.000Z,1764,1346
2020-08-08T00:00:00.000Z,754,654
2020-08-09T00:00:00.000Z,924,2421
2020-08-10T00:00:00.000Z,1704,1380
2020-08-11T00:00:00.000Z,1823,1008
2020-08-12T00:00:00.000Z,1622,1158
2020-08-13T00:00:00.000Z,1642,1347
2020-08-14T00:00:00.000Z,1388,1039
2020-08-15T00:00:00.000Z,757,588
2020-08-16T00:00:00.000Z,1068,2215
2020-08-17T00:00:00.000Z,1650,1212
2020-08-18T00:00:00.000Z,1649,1307
2020-08-19T00:00:00.000Z,1640,1522
2020-08-20T00:00:00.000Z,1487,1390
2020-08-21T00:00:00.000Z,1493,1601
2020-08-22T00:00:00.000Z,711,688
2020-08-23T00:00:00.000Z,965,2161
2020-08-24T00:00:00.000Z,1900,1335
2020-08-25T00:00:00.000Z,1955,2584
2020-08-26T00:00:00.000Z,1953,2436
2020-08-27T00:00:00.000Z,2071,1510
2020-08-28T00:00:00.000Z,1831,1913
2020-08-29T00:00:00.000Z,910,728
2020-08-30T00:00:00.000Z,1101,2347
2020-08-31T00:00:00.000Z,2178,1278
2020-09-01T00:00:00.000Z,2251,1102
2020-09-02T00:00:00.000Z,3193,1515
2020-09-03T00:00:00.000Z,2661,1857
2020-09-04T00:00:00.000Z,2623,1261
2020-09-05T00:00:00.000Z,1505,808
2020-09-06T00:00:00.000Z,2176,2381
2020-09-07T00:00:00.000Z,3388,1519
2020-09-08T00:00:00.000Z,3490,1405
2020-09-09T00:00:00.000Z,3996,1544
2020-09-10T00:00:00.000Z,4161,1877
2020-09-11T00:00:00.000Z,3975,1783
2020-09-12T00:00:00.000Z,2719,1196
2020-09-13T00:00:00.000Z,3175,3243
2020-09-14T00:00:00.000Z,4805,2330
2020-09-15T00:00:00.000Z,5539,2325
2020-09-16T00:00:00.000Z,4574,2439
2020-09-17T00:00:00.000Z,5385,3697
2020-09-18T00:00:00.000Z,5340,2843
2020-09-19T00:00:00.000Z,3810,1441
2020-09-20T00:00:00.000Z,2579,2494
2020-09-21T00:00:00.000Z,3866,4595
2020-09-22T00:00:00.000Z,7021,3472
2020-09-23T00:00:00.000Z,7125,3796
2020-09-24T00:00:00.000Z,8235,4576
2020-09-25T00:00:00.000Z,8390,4165
2020-09-26T00:00:00.000Z,5882,2505
2020-09-27T00:00:00.000Z,3414,5689
2020-09-28T00:00:00.000Z,1159,2250
2020-09-29T00:00:00.000Z,4991,5820
2020-09-30T00:00:00.000Z,9078,5366
2020-10-01T00:00:00.000Z,7731,6019
2020-10-02T00:00:00.000Z,7058,5946
2020-10-03T00:00:00.000Z,2593,3748
2020-10-04T00:00:00.000Z,2937,8416
2020-10-05T00:00:00.000Z,5721,7135
2020-10-06T00:00:00.000Z,4724,6785
2020-10-07T00:00:00.000Z,4166,5215
2020-10-08T00:00:00.000Z,3755,5139
2020-10-09T00:00:00.000Z,2963,5399
2020-10-10T00:00:00.000Z,916,4066
2020-10-11T00:00:00.000Z,1646,7571
2020-10-12T00:00:00.000Z,3169,5692
2020-10-13T00:00:00.000Z,2336,6135
2020-10-14T00:00:00.000Z,2117,6216
2020-10-15T00:00:00.000Z,1612,5790
2020-10-16T00:00:00.000Z,1501,3850
2020-10-17T00:00:00.000Z,411,2753
2020-10-18T00:00:00.000Z,921,5085
2020-10-19T00:00:00.000Z,1516,2307
2020-10-20T00:00:00.000Z,1192,1741
2020-10-21T00:00:00.000Z,1172,3165
2020-10-22T00:00:00.000Z,1032,2969
2020-10-23T00:00:00.000Z,850,1960
2020-10-24T00:00:00.000Z,246,1211
2020-10-25T00:00:00.000Z,610,2465
