name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Jaljulye,2.4,ירוק,1.0,3,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,60.90,52.48,29.58,
Kefar Tavor,5.8,אדום,11.4,46,0,קטן מ-15,צהוב,2022-09-29T00:00:00.000Z,87.80,83.53,66.44,
Giv'at Brenner,4.5,ירוק,3.8,12,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,79.36,77.22,62.25,
Bi'ne,3.8,צהוב,4.8,2,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,61.37,51.54,28.88,
Ein Mahel,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,74.51,60.56,35.44,
Abu Qureinat,2,אפור,0.0,0,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,9.83,8.44,3.21,
Modi'in-Makkabbim-Re'ut,7.2,אדום,10.0,22,-32,131,כתום,2022-09-29T00:00:00.000Z,87.00,83.51,67.24,13.8
Bir El-Maksur,3.3,ירוק,4.1,2,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,68.38,61.77,36.80,
Merkaz Shappira,4.5,ירוק,0.0,25,0, 0 ,ירוק,2022-09-29T00:00:00.000Z,75.11,69.78,52.44,0.0
Kisra-Sumei,3.7,צהוב,2.2,13,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,71.63,61.14,35.73,
Ahuzzat Baraq,4.4,ירוק,12.5,23,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,מעל 90%,87.99,69.10,
Hazor Hagelilit,2.6,ירוק,2.1,12,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,69.93,62.12,45.58,
Gedera,6.9,כתום,11.5,13,3,48,כתום,2022-09-29T00:00:00.000Z,75.14,71.33,53.90,16.7
Ramat Hasharon,8.2,כתום,15.0,21,-14,75,אדום,2022-09-29T00:00:00.000Z,88.35,85.50,70.29,15.8
Sha'are Tiqwa,5.3,ירוק,9.9,20,0,קטן מ-15,צהוב,2022-09-29T00:00:00.000Z,74.36,70.31,54.90,
Talmon,4.5,ירוק,2.1,33,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,74.92,66.96,46.16,
Abu Ghosh,5.7,ירוק,21.6,19,70,קטן מ-15,צהוב,2022-09-29T00:00:00.000Z,מעל 90%,מעל 90%,81.43,
Kabul,3.5,ירוק,1.4,0,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,65.53,55.24,34.31,
Ilut,2.4,ירוק,2.3,0,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,60.17,52.23,26.76,
Nahef,2.9,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,65.70,56.25,32.08,
I'billin,2.3,ירוק,2.2,1,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,67.16,58.85,36.71,
Peqi'in (Buqei'a),5.6,ירוק,10.1,20,0,קטן מ-15,צהוב,2022-09-29T00:00:00.000Z,70.72,60.51,39.72,
Kafar Qara,2.4,ירוק,1.0,3,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,68.87,61.26,38.43,
Kefar Haoranim,3.1,ירוק,7.6,40,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,84.77,82.49,67.07,
Yad Binyamin,4.5,ירוק,2.4,20,0,קטן מ-15,ירוק,2022-09-29T00:00:00.000Z,59.21,53.19,36.27,
Qiryat Ono,6.6,אדום,11.8,20,-18,56,כתום,2022-09-29T00:00:00.000Z,83.51,80.13,64.15,13.7
Revava,3.4,ירוק,0.0,0,0, 0 ,ירוק,2022-09-29T00:00:00.000Z,71.28,63.40,40.67,0.0
