period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9238,1968,21.3
3_Month,0-9,67656,27992,41.37
6_Month,0-9,268175,72097,26.88
1_Year,0-9,1316129,557180,42.33
All,0-9,1711906,766118,44.75
1_Month,10-19,12357,2683,21.71
3_Month,10-19,66276,22505,33.96
6_Month,10-19,282992,66915,23.65
1_Year,10-19,1230466,588319,47.81
All,10-19,1629093,807403,49.56
1_Month,20-29,18363,2408,13.11
3_Month,20-29,92783,33170,35.75
6_Month,20-29,374596,80462,21.48
1_Year,20-29,1105083,429557,38.87
All,20-29,1471319,602576,40.95
1_Month,30-39,18676,3275,17.54
3_Month,30-39,103735,41411,39.92
6_Month,30-39,378489,103541,27.36
1_Year,30-39,1062289,473331,44.56
All,30-39,1371051,610799,44.55
1_Month,40-49,19420,3696,19.03
3_Month,40-49,100439,40927,40.75
6_Month,40-49,362875,103324,28.47
1_Year,40-49,962352,441387,45.87
All,40-49,1218032,554544,45.53
1_Month,50-59,19437,3778,19.44
3_Month,50-59,93537,39505,42.23
6_Month,50-59,324301,95116,29.33
1_Year,50-59,756780,316281,41.79
All,50-59,953296,394592,41.39
1_Month,60-69,22182,4626,20.85
3_Month,60-69,102546,44386,43.28
6_Month,60-69,306310,101015,32.98
1_Year,60-69,634108,247712,39.06
All,60-69,786727,299228,38.03
1_Month,70-79,23099,5124,22.18
3_Month,70-79,95285,40905,42.93
6_Month,70-79,230824,87316,37.83
1_Year,70-79,416263,163901,39.37
All,70-79,511389,191605,37.47
1_Month,80-89,15741,2160,13.72
3_Month,80-89,53495,19209,35.91
6_Month,80-89,96773,36859,38.09
1_Year,80-89,161864,65873,40.7
All,80-89,217753,80256,36.86
1_Month,90+,5205,515,9.89
3_Month,90+,15880,4965,31.27
6_Month,90+,24500,8992,36.7
1_Year,90+,38448,16320,42.45
All,90+,56693,20835,36.75
