priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
month3,Cook Islands,כתום,2,8,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Morocco ,כתום,2,22909,890,3.88,2022-12-13T00:00:00.000Z,890,0
month3,Dominican R,כתום,2,483,1,0.21,2022-12-13T00:00:00.000Z,1,0
month3,Democratic Republic Of The Congo,כתום,2,118,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Bulgaria,כתום,2,26734,181,0.68,2022-12-13T00:00:00.000Z,181,0
month3,South Korea,כתום,2,2,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Venezuela,כתום,2,136,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Malawi  ,כתום,2,305,3,0.98,2022-12-13T00:00:00.000Z,3,0
month3,Maldives,כתום,2,1465,7,0.48,2022-12-13T00:00:00.000Z,7,0
month3,Lao,כתום,2,144,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Guatemala  ,כתום,2,474,1,0.21,2022-12-13T00:00:00.000Z,1,0
month3,Sierra Leone,כתום,2,32,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Burkina Faso ,כתום,2,48,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Dominican Republic  ,כתום,2,6,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Iraq,כתום,2,67,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Austria ,כתום,2,42344,418,0.99,2022-12-13T00:00:00.000Z,418,0
month3,Jordan ,כתום,2,37648,57,0.15,2022-12-13T00:00:00.000Z,53,4
month3,Mauritius  ,כתום,2,1316,7,0.53,2022-12-13T00:00:00.000Z,7,0
month3,United States ,כתום,2,254103,618,0.24,2022-12-13T00:00:00.000Z,548,70
month3,Ivory Coast,כתום,2,598,2,0.33,2022-12-13T00:00:00.000Z,1,1
month3,Haiti ,כתום,2,3,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Guinea-Bissau  ,כתום,2,1,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Luxembourg  ,כתום,2,484,3,0.62,2022-12-13T00:00:00.000Z,2,1
month3,Singapore ,כתום,2,3573,24,0.67,2022-12-13T00:00:00.000Z,19,5
month3,Belize ,כתום,2,8,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Nauru ,כתום,2,2,0,0,2022-12-13T00:00:00.000Z,0,0
month3,Uzbekistan ,כתום,2,4546,42,0.92,2022-12-13T00:00:00.000Z,41,1
