gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,3 חודשים,266149,10.6,4,0.2,16,1.3,52,0.9
זכר,0-9,מתחילת קורונה,413698,10.5,7,0.1,30,0.5,111,0.4
זכר,0-9,חודש אחרון,21100,7.2,0,0,3,0.9,15,1.7
זכר,0-9,6 חודשים,280368,10.6,4,0.2,18,1.2,58,0.8
זכר,0-9,שנה,345337,11.1,5,0.1,22,0.9,81,0.7
נקבה,0-9,שנה,272001,8.8,1,0,9,0.4,54,0.5
נקבה,0-9,חודש אחרון,16470,5.6,0,0,2,0.6,3,0.3
נקבה,0-9,מתחילת קורונה,329159,8.4,4,0,15,0.3,70,0.2
נקבה,0-9,6 חודשים,213697,8.1,1,0,8,0.5,40,0.6
נקבה,0-9,3 חודשים,199255,7.9,1,0,8,0.7,32,0.5
זכר,10-19,חודש אחרון,19471,6.6,0,0,1,0.3,2,0.2
זכר,10-19,6 חודשים,272061,10.3,5,0.2,11,0.7,30,0.4
זכר,10-19,מתחילת קורונה,417022,10.6,7,0.1,23,0.4,77,0.3
זכר,10-19,3 חודשים,258405,10.3,4,0.2,9,0.7,23,0.4
זכר,10-19,שנה,320613,10.3,5,0.1,14,0.6,43,0.4
נקבה,10-19,מתחילת קורונה,394184,10,7,0.1,23,0.4,77,0.3
נקבה,10-19,חודש אחרון,19324,6.6,0,0,2,0.6,4,0.5
נקבה,10-19,3 חודשים,245198,9.7,2,0.1,9,0.7,14,0.2
נקבה,10-19,6 חודשים,261914,9.9,2,0.1,11,0.7,21,0.3
נקבה,10-19,שנה,310560,10,4,0.1,16,0.7,35,0.3
זכר,20-29,שנה,170572,5.5,6,0.1,24,1,92,0.8
זכר,20-29,חודש אחרון,17619,6,1,0.5,3,0.9,3,0.3
זכר,20-29,מתחילת קורונה,241631,6.2,24,0.2,52,0.9,238,0.8
