period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,128238,38623,30.12
3_Month,0-9,1100423,469938,42.71
6_Month,0-9,1246665,500475,40.15
1_Year,0-9,1483930,610387,41.13
All,0-9,1679480,718113,42.76
1_Month,10-19,130737,39414,30.15
3_Month,10-19,980329,502043,51.21
6_Month,10-19,1149858,536445,46.65
1_Year,10-19,1372205,617911,45.03
All,10-19,1591343,763037,47.95
1_Month,20-29,174741,43808,25.07
3_Month,20-29,792266,343558,43.36
6_Month,20-29,975810,363132,37.21
1_Year,20-29,1183660,422160,35.67
All,20-29,1403374,544453,38.8
1_Month,30-39,173258,47310,27.31
3_Month,30-39,788366,370537,47
6_Month,30-39,940535,388799,41.34
1_Year,30-39,1122981,448559,39.94
All,30-39,1300738,535446,41.16
1_Month,40-49,169993,45226,26.6
3_Month,40-49,725884,339867,46.82
6_Month,40-49,854776,355982,41.65
1_Year,40-49,1002648,402294,40.12
All,40-49,1152949,477056,41.38
1_Month,50-59,151663,34822,22.96
3_Month,50-59,541408,225177,41.59
6_Month,50-59,648272,234113,36.11
1_Year,50-59,761953,260695,34.21
All,50-59,885119,318393,35.97
1_Month,60-69,136059,27135,19.94
3_Month,60-69,441625,152035,34.43
6_Month,60-69,527540,157787,29.91
1_Year,60-69,619367,174678,28.2
All,60-69,717229,213350,29.75
1_Month,70-79,92942,17230,18.54
3_Month,70-79,271326,80938,29.83
6_Month,70-79,326412,84001,25.73
1_Year,70-79,386000,93254,24.16
All,70-79,449683,113766,25.3
1_Month,80-89,39094,5985,15.31
3_Month,80-89,104116,31037,29.81
6_Month,80-89,123768,32075,25.92
1_Year,80-89,151226,36533,24.16
All,80-89,191570,47517,24.8
1_Month,90+,10397,1245,11.97
3_Month,90+,25086,7921,31.58
6_Month,90+,29526,8158,27.63
1_Year,90+,36646,9348,25.51
All,90+,50013,13020,26.03
