instituteDesc,occupancy,gOccupancy,occupancyDate
רבין ק. השרון,58.8,61,2022-04-06T00:00:00.000Z
סורוקה,63.2,79.3,2022-04-06T00:00:00.000Z
פוריה,74.4,76.1,2022-04-06T00:00:00.000Z
הכרמל,75.5,84.9,2022-04-06T00:00:00.000Z
הדסה הר הצופים,75,76.4,2022-04-06T00:00:00.000Z
איכילוב,80,119.9,2022-04-06T00:00:00.000Z
מאיר,82.5,88,2022-04-06T00:00:00.000Z
הלל יפה,86.3,80.8,2022-04-06T00:00:00.000Z
יוספטל,87.5,60,2022-04-06T00:00:00.000Z
זיו צפת,90.6,86.7,2022-04-06T00:00:00.000Z
ברזילי,90.1,88.2,2022-04-06T00:00:00.000Z
קפלן,90,89.2,2022-04-06T00:00:00.000Z
שמיר,91.1,84.7,2022-04-06T00:00:00.000Z
וולפסון,95.9,84.6,2022-04-06T00:00:00.000Z
"רמב""ם",97.5,92.6,2022-04-06T00:00:00.000Z
שיבא,100,107.6,2022-04-06T00:00:00.000Z
לניאדו,100,101.9,2022-04-06T00:00:00.000Z
המרכזי בעמק,101.9,74.9,2022-04-06T00:00:00.000Z
נהריה,112.6,92.1,2022-04-06T00:00:00.000Z
מ.גריאטרי פרדס חנה,,40.3,2022-04-06T00:00:00.000Z
בני ציון,105.8,105.1,2022-04-06T00:00:00.000Z
רבין ק. בילינסון,120.3,108.1,2022-04-06T00:00:00.000Z
הדסה עין כרם,121.4,93.7,2022-04-06T00:00:00.000Z
המשפחה הקדושה,172.4,118.1,2022-04-06T00:00:00.000Z
