cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,19,40.87,7.11,כתום,4649
אבו גוש,קטן מ-15,אין מידע,54,68.68,7.99,אדום,7862
אבו סנאן,קטן מ-15,אין מידע,53,37.05,6.1,כתום,14306
אבן יהודה,41,25.63,160,113.99,9.29,אדום,14036
אום אל-פחם,קטן מ-15,אין מידע,44,7.76,4.43,ירוק,56713
אופקים,62,30.10,206,63.62,8.96,אדום,32378
אור יהודה,51,21.79,234,63.96,7.77,אדום,36587
אור עקיבא,31,19.50,159,81.89,9.62,אדום,19417
אורנית,24,21.43,112,124.31,9.18,אדום,9010
אזור,18,17.48,103,77.87,9.41,אדום,13228
אחוזת ברק,17,53.13,32,133.44,10,אדום,2398
אילת,93,27.27,341,64.94,8.29,אדום,52507
אכסאל,קטן מ-15,אין מידע,22,14.63,4.7,צהוב,15039
אלון שבות,קטן מ-15,אין מידע,19,61.07,7.7,אדום,3111
אליכין,קטן מ-15,אין מידע,23,66.36,9.69,אדום,3466
אלעד,קטן מ-15,אין מידע,39,7.93,6.68,כתום,49179
אלפי מנשה,קטן מ-15,אין מידע,80,99.86,9.48,אדום,8011
אלקנה,17,22.08,77,194.49,9.79,אדום,3959
אעבלין,קטן מ-15,אין מידע,26,19.24,5.15,צהוב,13515
אפרת,24,27.59,87,76.18,8.89,אדום,11420
אריאל,29,18.83,154,75.17,8.9,אדום,20488
אשדוד,293,20.50,1429,63.14,9.12,אדום,226329
אשקלון,280,21.96,1275,87.07,9.68,אדום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,52,17.08,4.67,צהוב,30448
באר יעקב,102,36.04,283,98.20,9.84,אדום,28818
באר שבע,442,21.51,2055,97.57,9.61,אדום,210624
בית אל,קטן מ-15,אין מידע,40,67.50,9.91,אדום,5926
בית אריה,16,39.02,41,76.75,8.66,אדום,5342
בית ג'ן,קטן מ-15,אין מידע,22,18.08,7.15,כתום,12169
בית דגן,קטן מ-15,אין מידע,51,69.88,9.19,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,25,114.21,9.49,אדום,2189
בית יצחק-שער חפר,קטן מ-15,אין מידע,30,139.93,8.92,אדום,2144
בית שאן,40,21.16,189,99.58,9.37,אדום,18980
בית שמש,60,24.00,250,18.91,6.31,כתום,132210
ביתר עילית,קטן מ-15,אין מידע,16,2.61,4.17,ירוק,61297
בני ברק,18,12.86,140,6.73,4.57,צהוב,208031
"בני עי""ש",קטן מ-15,אין מידע,34,49.26,7.5,אדום,6902
בנימינה-גבעת עדה,42,24.42,172,107.70,9.45,אדום,15971
"בסמ""ה",קטן מ-15,אין מידע,23,22.43,5.28,צהוב,10252
בת חפר,קטן מ-15,אין מידע,60,113.68,9.96,אדום,5278
בת ים,127,14.77,860,67.31,8.4,אדום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,32,15.00,6.7,כתום,21331
גבע בנימין,קטן מ-15,אין מידע,33,57.32,9.27,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,18,86.54,8.14,אדום,2080
גבעת ברנר,קטן מ-15,אין מידע,28,105.07,8.79,אדום,2665
גבעת זאב,קטן מ-15,אין מידע,71,36.97,7.69,אדום,19205
גבעת שמואל,67,25.48,263,96.56,9.32,אדום,27236
