period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6963,717,10.3
3_Month,0-9,28273,5720,20.23
6_Month,0-9,177571,51408,28.95
1_Year,0-9,1263092,542997,42.99
All,0-9,1713086,766605,44.75
1_Month,10-19,10458,1337,12.78
3_Month,10-19,35356,6801,19.24
6_Month,10-19,185536,51080,27.53
1_Year,10-19,1186033,578903,48.81
All,10-19,1630287,808212,49.57
1_Month,20-29,15994,1929,12.06
3_Month,20-29,51626,9437,18.28
6_Month,20-29,260517,62784,24.1
1_Year,20-29,1058955,425804,40.21
All,20-29,1473586,603919,40.98
1_Month,30-39,15058,2279,15.13
3_Month,30-39,51602,11587,22.45
6_Month,30-39,267271,78510,29.37
1_Year,30-39,1026694,469502,45.73
All,30-39,1372650,612427,44.62
1_Month,40-49,16053,2568,16
3_Month,40-49,51811,12467,24.06
6_Month,40-49,254274,80067,31.49
1_Year,40-49,934976,439447,47
All,40-49,1219454,556357,45.62
1_Month,50-59,17055,2939,17.23
3_Month,50-59,51303,12927,25.2
6_Month,50-59,232053,76214,32.84
1_Year,50-59,735844,316790,43.05
All,50-59,955021,396903,41.56
1_Month,60-69,19546,3829,19.59
3_Month,60-69,58334,15765,27.03
6_Month,60-69,230302,83874,36.42
1_Year,60-69,618112,249969,40.44
All,60-69,788680,302517,38.36
1_Month,70-79,21204,4156,19.6
3_Month,70-79,58598,16572,28.28
6_Month,70-79,186358,76472,41.03
1_Year,70-79,407949,167169,40.98
All,70-79,513794,195389,38.03
1_Month,80-89,17214,1978,11.49
3_Month,80-89,36463,7824,21.46
6_Month,80-89,84226,32942,39.11
1_Year,80-89,158971,67426,42.41
All,80-89,219238,82057,37.43
1_Month,90+,6072,484,7.97
3_Month,90+,11752,2029,17.27
6_Month,90+,22485,8034,35.73
1_Year,90+,37868,16680,44.05
All,90+,57247,21250,37.12
