name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
גבעת זאב,4.9,ירוק,8.3,0.0164778578784,-0.4482758620690001,36,צהוב,2021-10-27T00:00:00.000Z,55.19,47.61,18.7
עספיא,3.5,ירוק,4.8,0.0131578947368,0, קטן מ-15 ,ירוק,2021-10-27T00:00:00.000Z,65.28,57.49,
אלעזר,5.1,ירוק,32.7,0.0451977401129,0, קטן מ-15 ,צהוב,2021-10-27T00:00:00.000Z,75.37,70.63,
סח'נין,4.8,צהוב,16.1,0.0302149912841,-0.2,86,צהוב,2021-10-27T00:00:00.000Z,68.63,58.93,26.7
רמלה,3.8,ירוק,6.5,0.0103979204159,-0.4117647058824,118,ירוק,2021-10-27T00:00:00.000Z,64.48,58.03,15.3
משהד,6.1,צהוב,34.2,0.033760186263,0.1153846153846001,51,כתום,2021-10-27T00:00:00.000Z,62.16,53.71,60.2
נעלה,5.3,ירוק,50.7,0.0662983425414,0.2, קטן מ-15 ,צהוב,2021-10-27T00:00:00.000Z,60.68,58.05,
נהריה,2.6,ירוק,2.7,0.0053529608564,-0.4074074074075,31,ירוק,2021-10-27T00:00:00.000Z,77.83,74.55,5.2
אבו קורינאת (שבט),5.5,אפור,10.5,0.1228070175438,-0.5454545454546,17,צהוב,2021-10-27T00:00:00.000Z,8.08,6.80,25.5
כפר ברא,6.1,צהוב,26.6,0.0248138957816,0,16,כתום,2021-10-27T00:00:00.000Z,62.33,53.43,42.5
אום בטין,3.7,צהוב,11.2,0.0746268656716,0, קטן מ-15 ,ירוק,2021-10-27T00:00:00.000Z,17.18,13.43,
נתיבות,4.8,ירוק,8.6,0.0180785123966,0.03030303030300008,50,צהוב,2021-10-27T00:00:00.000Z,51.04,44.24,12.7
ראשון לציון,2.1,ירוק,2.5,0.0046601079961,-0.5263157894737001,105,ירוק,2021-10-27T00:00:00.000Z,73.37,70.37,4.1
מעלות-תרשיחא,3.1,ירוק,3.2,0.0052005943536,-0.4117647058824,23,ירוק,2021-10-27T00:00:00.000Z,70.71,66.53,10.4
כעביה-טבאש-חג'אג'רה,6.7,כתום,33.9,0.0348623853211,-0.3666666666667,40,כתום,2021-10-27T00:00:00.000Z,58.78,51.01,71.3
קרית ביאליק,0.9,צהוב,2.6,0.0056352459016,-0.421052631579, קטן מ-15 ,ירוק,2021-10-27T00:00:00.000Z,76.06,72.92,
חשמונאים,4.2,ירוק,3.7,0.0034602076124,0, קטן מ-15 ,ירוק,2021-10-27T00:00:00.000Z,מעל 90%,מעל 90%,
כוכב יעקב,2.9,ירוק,3.4,0.0096463022508,-0.2307692307693, קטן מ-15 ,ירוק,2021-10-27T00:00:00.000Z,36.25,28.96,
אעבלין,3,כתום,15.5,0.0232815964523,0.5,26,ירוק,2021-10-27T00:00:00.000Z,65.29,57.57,19.2
דייר חנא,4.6,צהוב,11.5,0.0166204986149,-0.6129032258064999,30,צהוב,2021-10-27T00:00:00.000Z,68.74,58.74,28.7
רמת ישי,3.8,ירוק,5.1,0.0080971659919,0, קטן מ-15 ,ירוק,2021-10-27T00:00:00.000Z,77.18,75.27,
תל אביב - יפו,1.8,ירוק,2.5,0.0037095760911,-0.4497816593887,281,ירוק,2021-10-27T00:00:00.000Z,68.21,65.23,5.6
"בסמ""ה",6.5,צהוב,19.5,0.0394477317554,-0.3333333333334,41,כתום,2021-10-27T00:00:00.000Z,63.67,55.36,40.0
