gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,3 חודשים,27666,6,0,0,2,0.5,13,0.9,248,4
זכר,0-9,שנה,353278,10.6,5,0.1,23,1,81,0.7,1928,5.1
זכר,0-9,חודש אחרון,4315,4,0,0,1,1.1,1,0.3,58,3.1
זכר,0-9,6 חודשים,279855,9.9,4,0.2,17,1.2,55,0.8,1429,5.6
זכר,0-9,מתחילת קורונה,421704,10.1,7,0.1,31,0.5,112,0.4,2815,3.6
נקבה,0-9,מתחילת קורונה,345741,8.3,5,0,15,0.2,73,0.3,2324,3
נקבה,0-9,3 חודשים,22351,4.9,0,0,2,0.5,4,0.3,207,3.3
נקבה,0-9,חודש אחרון,3449,3.2,0,0,0,0,0,0,54,2.8
נקבה,0-9,שנה,287707,8.6,2,0,8,0.3,54,0.4,1606,4.3
נקבה,0-9,6 חודשים,220209,7.8,2,0.1,8,0.6,35,0.5,1188,4.7
זכר,10-19,חודש אחרון,5462,5.1,0,0,0,0,0,0,11,0.6
זכר,10-19,3 חודשים,24955,5.4,0,0,0,0,1,0.1,47,0.8
זכר,10-19,שנה,326632,9.8,5,0.1,14,0.6,41,0.3,519,1.4
זכר,10-19,מתחילת קורונה,423025,10.1,7,0.1,23,0.4,77,0.3,973,1.3
זכר,10-19,6 חודשים,272738,9.6,4,0.2,9,0.7,24,0.3,346,1.4
נקבה,10-19,3 חודשים,25663,5.6,1,0.2,2,0.5,4,0.3,71,1.1
נקבה,10-19,6 חודשים,271358,9.6,3,0.1,10,0.7,15,0.2,379,1.5
נקבה,10-19,שנה,327139,9.8,4,0.1,16,0.7,34,0.3,605,1.6
נקבה,10-19,חודש אחרון,5309,5,0,0,0,0,1,0.3,26,1.4
נקבה,10-19,מתחילת קורונה,412314,9.9,8,0.1,24,0.4,78,0.3,1120,1.4
זכר,20-29,מתחילת קורונה,249105,6,24,0.2,54,0.9,245,0.8,1551,2
זכר,20-29,3 חודשים,23228,5.1,1,0.2,3,0.8,6,0.4,91,1.5
זכר,20-29,חודש אחרון,4357,4.1,0,0,0,0,3,0.8,25,1.3
זכר,20-29,שנה,178416,5.3,5,0.1,22,0.9,94,0.8,613,1.6
זכר,20-29,6 חודשים,148782,5.2,2,0.1,10,0.7,41,0.6,379,1.5
נקבה,20-29,מתחילת קורונה,355553,8.5,22,0.2,57,0.9,270,0.9,4965,6.4
נקבה,20-29,3 חודשים,34266,7.5,0,0,1,0.3,2,0.1,286,4.6
נקבה,20-29,חודש אחרון,6557,6.1,0,0,1,1.1,0,0,93,4.9
נקבה,20-29,שנה,271699,8.1,9,0.2,20,0.8,97,0.8,2523,6.7
נקבה,20-29,6 חודשים,232561,8.2,5,0.2,10,0.7,24,0.3,1724,6.8
זכר,30-39,מתחילת קורונה,244767,5.9,53,0.5,102,1.7,625,2.1,2196,2.8
זכר,30-39,3 חודשים,28794,6.3,3,0.7,10,2.7,13,0.9,126,2
זכר,30-39,חודש אחרון,5754,5.4,0,0,0,0,1,0.3,31,1.6
זכר,30-39,שנה,192100,5.7,24,0.5,46,1.9,216,1.7,900,2.4
זכר,30-39,6 חודשים,162842,5.7,11,0.4,28,2,59,0.8,474,1.9
נקבה,30-39,3 חודשים,39585,8.6,2,0.5,8,2.2,15,1.1,325,5.2
נקבה,30-39,שנה,293859,8.8,16,0.4,36,1.5,221,1.8,2666,7.1
נקבה,30-39,חודש אחרון,7976,7.4,0,0,2,2.2,2,0.5,82,4.3
נקבה,30-39,6 חודשים,251808,8.9,6,0.2,15,1.1,64,0.9,1714,6.7
נקבה,30-39,מתחילת קורונה,356302,8.5,38,0.3,106,1.7,596,2,5027,6.5
זכר,40-49,מתחילת קורונה,220216,5.3,120,1.1,261,4.3,1403,4.8,3512,4.5
זכר,40-49,3 חודשים,27127,5.9,1,0.2,7,1.9,18,1.3,125,2
זכר,40-49,חודש אחרון,5916,5.5,0,0,2,2.2,3,0.8,37,1.9
זכר,40-49,שנה,176120,5.3,51,1.1,103,4.3,465,3.8,1235,3.3
זכר,40-49,6 חודשים,152326,5.4,17,0.6,46,3.4,141,2,599,2.4
נקבה,40-49,3 חודשים,39484,8.6,2,0.5,7,1.9,11,0.8,152,2.4
נקבה,40-49,שנה,262232,7.8,21,0.5,51,2.1,333,2.7,1405,3.7
נקבה,40-49,חודש אחרון,8707,8.1,0,0,2,2.2,2,0.5,31,1.6
נקבה,40-49,6 חודשים,231459,8.2,11,0.4,18,1.3,83,1.2,737,2.9
נקבה,40-49,מתחילת קורונה,316435,7.6,76,0.7,139,2.3,966,3.3,3496,4.5
זכר,50-59,3 חודשים,21895,4.8,14,3.3,26,7.1,47,3.3,270,4.3
זכר,50-59,6 חודשים,104030,3.7,67,2.5,99,7.2,304,4.4,1048,4.1
זכר,50-59,שנה,117246,3.5,136,3.1,190,7.9,717,5.8,1772,4.7
זכר,50-59,חודש אחרון,5484,5.1,2,3.6,5,5.6,11,3,76,4
זכר,50-59,מתחילת קורונה,150005,3.6,389,3.6,548,9,2235,7.7,4827,6.2
נקבה,50-59,3 חודשים,34484,7.5,4,0.9,10,2.7,30,2.1,164,2.6
נקבה,50-59,6 חודשים,157792,5.6,40,1.5,55,4,204,2.9,813,3.2
נקבה,50-59,שנה,174625,5.2,74,1.7,106,4.4,527,4.3,1447,3.8
נקבה,50-59,חודש אחרון,8773,8.2,0,0,4,4.5,8,2.2,58,3.1
נקבה,50-59,מתחילת קורונה,213461,5.1,199,1.8,255,4.2,1571,5.4,3842,5
זכר,60-69,מתחילת קורונה,108188,2.6,999,9.2,933,15.4,3294,11.3,6498,8.4
זכר,60-69,3 חודשים,20866,4.5,20,4.7,53,14.5,120,8.6,495,7.9
זכר,60-69,חודש אחרון,6059,5.7,3,5.5,16,18,35,9.6,160,8.4
זכר,60-69,שנה,85756,2.6,355,8,303,12.7,1196,9.7,2728,7.2
זכר,60-69,6 חודשים,77302,2.7,176,6.6,165,12,617,8.9,1790,7
נקבה,60-69,3 חודשים,31700,6.9,19,4.5,27,7.4,79,5.6,368,5.9
נקבה,60-69,6 חודשים,110649,3.9,107,4,92,6.7,430,6.2,1315,5.2
נקבה,60-69,שנה,120984,3.6,255,5.7,209,8.7,891,7.2,2098,5.6
נקבה,60-69,חודש אחרון,9160,8.5,3,5.5,9,10.1,19,5.2,122,6.4
נקבה,60-69,מתחילת קורונה,144778,3.5,558,5.1,505,8.3,2228,7.6,4795,6.2
זכר,70-79,3 חודשים,17677,3.8,67,15.7,72,19.7,209,14.9,755,12.1
זכר,70-79,6 חודשים,49087,1.7,352,13.3,228,16.6,980,14.1,2505,9.9
זכר,70-79,שנה,53673,1.6,619,13.9,374,15.6,1582,12.8,3471,9.2
זכר,70-79,חודש אחרון,6138,5.7,12,21.8,20,22.5,55,15.1,265,14
זכר,70-79,מתחילת קורונה,64873,1.6,1648,15.1,1030,17,3701,12.7,7020,9.1
נקבה,70-79,3 חודשים,22273,4.8,42,9.9,37,10.1,139,9.9,566,9.1
נקבה,70-79,שנה,66206,2,446,10,249,10.4,1240,10,2850,7.6
נקבה,70-79,חודש אחרון,7734,7.2,8,14.5,8,9,44,12.1,170,9
נקבה,70-79,6 חודשים,60717,2.1,253,9.6,143,10.4,734,10.5,2000,7.9
נקבה,70-79,מתחילת קורונה,78194,1.9,1046,9.6,584,9.6,2805,9.6,5683,7.4
זכר,80-89,מתחילת קורונה,24711,0.6,1911,17.5,642,10.6,3083,10.6,5714,7.4
זכר,80-89,3 חודשים,6412,1.4,74,17.4,46,12.6,220,15.7,683,10.9
זכר,80-89,חודש אחרון,2232,2.1,8,14.5,10,11.2,58,15.9,241,12.7
זכר,80-89,שנה,19657,0.6,795,17.8,265,11.1,1564,12.6,3229,8.6
זכר,80-89,6 חודשים,17579,0.6,502,19,178,13,1046,15,2385,9.4
נקבה,80-89,3 חודשים,8252,1.8,62,14.6,27,7.4,217,15.5,677,10.8
נקבה,80-89,6 חודשים,24143,0.9,482,18.2,144,10.5,1086,15.6,2524,9.9
