verified_7_days,verified_change_7_days_before_perc,deceased_7_days,deceased_change_7_days_before_perc,tests_7_days,tests_change_7_days_before_perc,test_positive_7_days,severe_7_days,severe_change_7_days_before_perc
6009,-13.2,7,-75,54598,-11.3,11,43,-35.8
