priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
LastMonth,אלגיריה,כתום,2,6,2,33.33,2022-04-12T00:00:00.000Z,2,0
LastMonth,גינאה החדשה,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,זאיר,כתום,2,33,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,תורכיה,כתום,2,53670,1263,2.35,2022-04-12T00:00:00.000Z,1182,80
LastMonth,בלגיה,כתום,2,7012,133,1.9,2022-04-12T00:00:00.000Z,115,18
LastMonth,טנזניה,כתום,2,270,3,1.11,2022-04-12T00:00:00.000Z,3,0
LastMonth,קובה,כתום,2,39,1,2.56,2022-04-12T00:00:00.000Z,1,0
LastMonth,לאוס,כתום,2,1,1,100,2022-04-12T00:00:00.000Z,1,0
LastMonth,קמבודיה,כתום,2,23,1,4.35,2022-04-12T00:00:00.000Z,1,0
LastMonth,גיברלטר,כתום,2,17,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,בנין (דהומי),כתום,2,6,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,בורקינה פאסו,כתום,2,8,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,עירק,כתום,2,38,7,18.42,2022-04-12T00:00:00.000Z,1,6
LastMonth,אירלנד,כתום,2,667,33,4.95,2022-04-12T00:00:00.000Z,26,7
LastMonth,ארצות הברית,כתום,2,85688,1471,1.72,2022-04-12T00:00:00.000Z,889,582
LastMonth,ברזיל,כתום,2,2421,32,1.32,2022-04-12T00:00:00.000Z,11,21
LastMonth,גאנה,כתום,2,236,1,0.42,2022-04-12T00:00:00.000Z,1,0
LastMonth,גויאנה הצרפתית,כתום,2,11,1,9.09,2022-04-12T00:00:00.000Z,1,0
LastMonth,סינגפור,כתום,2,501,23,4.59,2022-04-12T00:00:00.000Z,18,5
LastMonth,איי קומורו,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,בליז,כתום,2,4,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,מקסיקו,כתום,2,1761,28,1.59,2022-04-12T00:00:00.000Z,25,3
LastMonth,גואם,כתום,2,2,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,סומליה,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,יוון,כתום,2,20270,815,4.02,2022-04-12T00:00:00.000Z,800,15
LastMonth,איי מרשל,כתום,2,2,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,איי קייפ וורדה,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,איי סיישל,כתום,2,1246,58,4.65,2022-04-12T00:00:00.000Z,58,0
LastMonth,גואדאלופ,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,גרנדה,כתום,2,17,1,5.88,2022-04-12T00:00:00.000Z,1,0
LastMonth,פינלנד,כתום,2,3849,281,7.3,2022-04-12T00:00:00.000Z,278,3
LastMonth,ליטא,כתום,2,2324,65,2.8,2022-04-12T00:00:00.000Z,64,1
LastMonth,פנמה,כתום,2,339,3,0.88,2022-04-12T00:00:00.000Z,3,0
LastMonth,מלטה,כתום,2,900,33,3.67,2022-04-12T00:00:00.000Z,31,2
LastMonth,בוסניה הרצגובינה,כתום,2,68,1,1.47,2022-04-12T00:00:00.000Z,1,0
LastMonth,זמביה,כתום,2,104,7,6.73,2022-04-12T00:00:00.000Z,6,1
LastMonth,אורגוואי,כתום,2,203,2,0.99,2022-04-12T00:00:00.000Z,2,0
LastMonth,סודן,כתום,2,3,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,נמיביה,כתום,2,58,0,0,2022-04-12T00:00:00.000Z,0,0
month3,אלגיריה,כתום,2,20,2,10,2022-04-12T00:00:00.000Z,2,0
month3,גינאה החדשה,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
month3,תוניסיה,כתום,2,101,10,9.9,2022-04-12T00:00:00.000Z,7,3
month3,בולגריה,כתום,2,25767,2142,8.31,2022-04-12T00:00:00.000Z,2126,16
month3,קוריאה הצפונית,כתום,2,2,0,0,2022-04-12T00:00:00.000Z,0,0
month3,לאוס,כתום,2,1,1,100,2022-04-12T00:00:00.000Z,1,0
month3,מדגסקר,כתום,2,8,0,0,2022-04-12T00:00:00.000Z,0,0
month3,גיברלטר,כתום,2,26,0,0,2022-04-12T00:00:00.000Z,0,0
month3,טיוואן,כתום,2,125,1,0.8,2022-04-12T00:00:00.000Z,1,0
month3,פאפואה,כתום,2,14,1,7.14,2022-04-12T00:00:00.000Z,1,0
month3,בנין (דהומי),כתום,2,17,1,5.88,2022-04-12T00:00:00.000Z,1,0
month3,בורקינה פאסו,כתום,2,23,1,4.35,2022-04-12T00:00:00.000Z,1,0
month3,פיליפינים,כתום,2,2473,28,1.13,2022-04-12T00:00:00.000Z,11,17
month3,אנדורה,כתום,2,70,11,15.71,2022-04-12T00:00:00.000Z,11,0
month3,מיאנמר (בורמה),כתום,2,8,0,0,2022-04-12T00:00:00.000Z,0,0
month3,מצרים,כתום,2,39311,1363,3.47,2022-04-12T00:00:00.000Z,1238,125
month3,איי קייפ וורדה,כתום,2,9,0,0,2022-04-12T00:00:00.000Z,0,0
month3,גויאנה,כתום,2,4,0,0,2022-04-12T00:00:00.000Z,0,0
month3,פלאו,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
month3,אפגניסטן,כתום,2,25,0,0,2022-04-12T00:00:00.000Z,0,0
month3,רואנדה,כתום,2,250,13,5.2,2022-04-12T00:00:00.000Z,13,0
month3,קפריסין,כתום,2,28112,977,3.48,2022-04-12T00:00:00.000Z,958,19
month3,"קונגו, רפ. דמוק.",כתום,2,48,2,4.17,2022-04-12T00:00:00.000Z,2,0
month3,סווזילנד,כתום,2,6,0,0,2022-04-12T00:00:00.000Z,0,0
month3,איי גילברט ואליס,כתום,2,23,1,4.35,2022-04-12T00:00:00.000Z,1,0
month3,מולדובה,כתום,2,3352,179,5.34,2022-04-12T00:00:00.000Z,114,65
month3,קטר,כתום,2,145,2,1.38,2022-04-12T00:00:00.000Z,1,1
month3,כווית,כתום,2,17,0,0,2022-04-12T00:00:00.000Z,0,0
month3,בחריין,כתום,2,1164,47,4.04,2022-04-12T00:00:00.000Z,44,3
month3,הממלכה המאוחדת,כתום,2,80194,2734,3.41,2022-04-12T00:00:00.000Z,2413,321
month3,מוזמביק,כתום,2,27,0,0,2022-04-12T00:00:00.000Z,0,0
month3,איטליה,כתום,2,80057,3448,4.31,2022-04-12T00:00:00.000Z,3340,108
month3,קזחסטאן,כתום,2,391,22,5.63,2022-04-12T00:00:00.000Z,16,6
month3,ארגנטינה,כתום,2,4145,105,2.53,2022-04-12T00:00:00.000Z,64,41
month3,אזרביג'אן,כתום,2,2162,109,5.04,2022-04-12T00:00:00.000Z,105,4
month3,אורגוואי,כתום,2,606,17,2.81,2022-04-12T00:00:00.000Z,14,3
month3,זמביה,כתום,2,216,9,4.17,2022-04-12T00:00:00.000Z,8,1
month3,צאד,כתום,2,20,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,ניו זילנד,כתום,2,81,3,3.7,2022-04-12T00:00:00.000Z,2,1
LastMonth,סנגל,כתום,2,82,2,2.44,2022-04-12T00:00:00.000Z,2,0
LastMonth,עומן,כתום,2,8,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,תוניסיה,כתום,2,32,1,3.13,2022-04-12T00:00:00.000Z,1,0
LastMonth,ונצואלה,כתום,2,49,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,מלאווי,כתום,2,16,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,מלדיבים,כתום,2,787,24,3.05,2022-04-12T00:00:00.000Z,24,0
LastMonth,גווטאמלה,כתום,2,78,1,1.28,2022-04-12T00:00:00.000Z,1,0
LastMonth,ארמניה,כתום,2,214,3,1.4,2022-04-12T00:00:00.000Z,3,0
LastMonth,איי קיימן,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,גמייקה,כתום,2,16,1,6.25,2022-04-12T00:00:00.000Z,1,0
LastMonth,טונגה,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,מאוריציוס,כתום,2,148,8,5.41,2022-04-12T00:00:00.000Z,8,0
LastMonth,סין,כתום,2,147,2,1.36,2022-04-12T00:00:00.000Z,0,2
LastMonth,אנגליה,כתום,2,7,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,חוף השנהב,כתום,2,144,4,2.78,2022-04-12T00:00:00.000Z,4,0
LastMonth,האיטי,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,קרואטיה,כתום,2,363,10,2.75,2022-04-12T00:00:00.000Z,9,1
LastMonth,גאורגיה,כתום,2,12755,395,3.1,2022-04-12T00:00:00.000Z,392,3
LastMonth,קוריאה הדרומית,כתום,2,378,23,6.08,2022-04-12T00:00:00.000Z,4,19
LastMonth,קירג'זסטאן,כתום,2,68,1,1.47,2022-04-12T00:00:00.000Z,0,1
LastMonth,ארגנטינה,כתום,2,1698,14,0.82,2022-04-12T00:00:00.000Z,12,2
LastMonth,אזרביג'אן,כתום,2,1100,18,1.64,2022-04-12T00:00:00.000Z,18,0
LastMonth,סורינם,כתום,2,1,0,0,2022-04-12T00:00:00.000Z,0,0
LastMonth,שוויץ,כתום,2,17936,882,4.92,2022-04-12T00:00:00.000Z,851,31
LastMonth,לבנון,כתום,2,20,2,10,2022-04-12T00:00:00.000Z,1,1
LastMonth,רוסיה,כתום,2,7890,39,0.49,2022-04-12T00:00:00.000Z,29,10
LastMonth,סלובקיה,כתום,2,47,2,4.26,2022-04-12T00:00:00.000Z,1,1
LastMonth,אלבניה,כתום,2,167,1,0.6,2022-04-12T00:00:00.000Z,1,0
LastMonth,איסלנד,כתום,2,115,8,6.96,2022-04-12T00:00:00.000Z,7,1
month3,סנגל,כתום,2,143,5,3.5,2022-04-12T00:00:00.000Z,4,1
month3,ניו זילנד,כתום,2,136,3,2.21,2022-04-12T00:00:00.000Z,2,1
month3,עומן,כתום,2,27,3,11.11,2022-04-12T00:00:00.000Z,3,0
month3,מרוקו,כתום,2,8332,502,6.02,2022-04-12T00:00:00.000Z,489,13
month3,הרפ הדומיניקנית,כתום,2,305,15,4.92,2022-04-12T00:00:00.000Z,15,0
