cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,31,66.68,6.45,כתום,4649
אבו גוש,קטן מ-15,אין מידע,46,58.51,5.53,צהוב,7862
אבו סנאן,קטן מ-15,אין מידע,44,30.76,4.81,צהוב,14306
אבן יהודה,21,16.54,127,90.48,7.54,אדום,14036
אום אל-פחם,קטן מ-15,אין מידע,19,3.35,3.37,ירוק,56713
אופקים,37,24.50,151,46.64,8,אדום,32378
אור יהודה,28,15.38,182,49.74,7.03,כתום,36587
אור עקיבא,26,20.63,126,64.89,7.73,אדום,19417
אורנית,קטן מ-15,אין מידע,57,63.26,7.54,אדום,9010
אזור,15,19.23,78,58.97,7.98,אדום,13228
אחוזת ברק,קטן מ-15,אין מידע,16,66.72,8.64,אדום,2398
אילת,55,21.48,256,48.76,7.52,אדום,52507
אלעד,קטן מ-15,אין מידע,33,6.71,4.35,ירוק,49179
אלפי מנשה,קטן מ-15,אין מידע,47,58.67,7.93,אדום,8011
אלקנה,קטן מ-15,אין מידע,60,151.55,8.99,אדום,3959
אעבלין,קטן מ-15,אין מידע,16,11.84,5.8,צהוב,13515
אפרת,15,23.44,64,56.04,7.06,כתום,11420
אריאל,19,17.12,111,54.18,8.5,אדום,20488
אשדוד,183,17.01,1076,47.54,7.8,אדום,226329
אשקלון,159,15.88,1001,68.35,8.53,אדום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,35,11.50,5.59,צהוב,30448
באר יעקב,45,28.85,156,54.13,8.26,אדום,28818
באר שבע,298,19.05,1564,74.26,8.41,אדום,210624
בית דגן,קטן מ-15,אין מידע,33,45.22,7.2,כתום,7298
בית שאן,17,12.50,136,71.65,7.37,כתום,18980
בית שמש,28,16.67,168,12.71,5.27,צהוב,132210
ביתר עילית,קטן מ-15,אין מידע,16,2.61,2.11,ירוק,61297
בני ברק,18,14.63,123,5.91,3.49,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,24,34.77,7.44,כתום,6902
בנימינה-גבעת עדה,29,28.43,102,63.87,7.68,אדום,15971
בת חפר,קטן מ-15,אין מידע,21,39.79,6.56,כתום,5278
בת ים,80,11.94,670,52.44,7.22,כתום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,18,8.44,3.88,ירוק,21331
גבע בנימין,קטן מ-15,אין מידע,19,33.00,8.13,אדום,5757
גבעת ברנר,קטן מ-15,אין מידע,26,97.56,8.66,אדום,2665
גבעת זאב,קטן מ-15,אין מידע,59,30.72,6.25,כתום,19205
גבעת שמואל,36,24.83,145,53.24,7.14,כתום,27236
גבעתיים,91,21.56,422,69.33,7.8,אדום,60872
גדרה,56,29.32,191,66.31,7.66,אדום,28805
גן יבנה,41,30.37,135,56.52,7.79,אדום,23887
גן נר,קטן מ-15,אין מידע,27,100.00,9.64,אדום,2700
גני תקווה,34,20.99,162,75.32,6.97,כתום,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,19,10.64,4.64,צהוב,17862
דימונה,54,22.88,236,67.52,8.18,אדום,34954
הוד השרון,101,20.65,489,75.52,7.77,אדום,64755
הר אדר,קטן מ-15,אין מידע,26,63.46,7.06,כתום,4097
הרצליה,161,18.51,870,87.69,7.47,כתום,99208
זכרון יעקב,30,22.06,136,57.86,7.64,אדום,23503
חדרה,92,18.44,499,50.44,7.42,כתום,98928
חולון,179,17.34,1032,52.52,7.46,כתום,196510
חיפה,290,15.55,1865,65.44,7.69,אדום,284981
חצור הגלילית,קטן מ-15,אין מידע,37,38.79,7.02,כתום,9538
חריש,29,29.59,98,49.98,8.66,אדום,19608
טבריה,37,17.96,206,45.09,7.43,כתום,45686
טייבה,קטן מ-15,אין מידע,42,9.42,5.09,צהוב,44582
טירה,0,0,19,7.04,3.56,ירוק,26972
טירת כרמל,25,15.06,166,68.35,8.28,אדום,24285
טלמון,קטן מ-15,אין מידע,18,37.38,8.21,אדום,4816
טמרה,קטן מ-15,אין מידע,22,6.31,3.39,ירוק,34859
יבנאל,קטן מ-15,אין מידע,16,36.76,7.69,אדום,4353
יבנה,69,26.14,264,53.06,8.07,אדום,49759
יהוד,37,19.79,187,62.33,7.73,אדום,30003
יקנעם עילית,50,27.93,179,74.39,9,אדום,24061
ירוחם,קטן מ-15,אין מידע,53,49.63,9.4,אדום,10680
ירושלים,353,15.18,2326,24.41,5.88,צהוב,952916
כוכב יאיר,קטן מ-15,אין מידע,69,78.97,6.16,כתום,8738
כסיפה,קטן מ-15,אין מידע,27,12.04,3.4,ירוק,22418
כפר ורדים,קטן מ-15,אין מידע,26,47.32,7.51,אדום,5495
כפר יונה,28,16.57,169,64.65,7.77,אדום,26140
כפר כמא,קטן מ-15,אין מידע,22,64.78,7.21,כתום,3396
כפר סבא,209,25.12,832,81.84,7.89,אדום,101664
כפר קרע,קטן מ-15,אין מידע,22,11.38,5.4,צהוב,19330
כפר תבור,קטן מ-15,אין מידע,51,115.88,9.03,אדום,4401
כרמיאל,53,19.49,272,58.89,8.08,אדום,46190
להבים,17,25.37,67,100.89,8.97,אדום,6641
לוד,45,17.24,261,32.31,6.51,כתום,80786
מבשרת ציון,39,17.41,224,92.00,7.4,כתום,24347
מגאר,15,32.61,46,19.77,4.11,ירוק,23271
מגדל העמק,21,13.29,158,61.26,8.25,אדום,25790
מודיעין-מכבים-רעות,184,25.27,728,76.84,8.12,אדום,94744
מזכרת בתיה,15,18.75,80,53.00,8.13,אדום,15095
מיתר,18,25.35,71,71.26,8.93,אדום,9963
מעלה אדומים,23,13.86,166,43.91,8.05,אדום,37802
מעלות-תרשיחא,18,21.43,84,37.91,6.85,כתום,22158
מצפה רמון,קטן מ-15,אין מידע,21,40.52,7.5,אדום,5183
מתן,קטן מ-15,אין מידע,34,93.66,8.51,אדום,3630
נהריה,76,22.29,341,57.61,8.35,אדום,59189
נוף איילון,קטן מ-15,אין מידע,22,104.76,7.82,אדום,2100
נוף הגליל,27,16.67,162,38.62,6.08,כתום,41950
נופית,קטן מ-15,אין מידע,17,65.08,7.14,כתום,2612
נס ציונה,92,28.93,318,62.93,7.85,אדום,50532
נעלה,קטן מ-15,אין מידע,16,67.65,7.9,אדום,2365
נצרת,קטן מ-15,אין מידע,103,13.25,4.86,צהוב,77734
נשר,26,16.35,159,66.40,9,אדום,23947
נתיבות,17,22.37,76,19.26,6.94,כתום,39456
נתניה,184,18.47,996,44.55,7.27,כתום,223562
סביון,קטן מ-15,אין מידע,41,101.36,7.02,כתום,4045
סח'נין,קטן מ-15,אין מידע,27,8.38,4.49,ירוק,32220
עומר,קטן מ-15,אין מידע,55,72.66,7.63,אדום,7569
עכו,29,14.43,201,40.59,6.55,כתום,49517
עלי,קטן מ-15,אין מידע,21,46.82,8.03,אדום,4485
עלי זהב,קטן מ-15,אין מידע,20,52.31,7.8,אדום,3823
עספיא,0,0,16,12.68,3.78,ירוק,12617
עפולה,42,14.05,299,52.60,7.93,אדום,56844
ערד,22,18.33,120,44.17,7.46,כתום,27170
עתלית,20,27.03,74,76.16,8.15,אדום,9716
פרדס חנה-כרכור,55,19.23,286,65.53,7.67,אדום,43646
פרדסיה,15,25.00,60,90.27,8.17,אדום,6647
פתח תקווה,338,21.07,1604,64.05,7.74,אדום,250427
צור הדסה,קטן מ-15,אין מידע,52,44.92,8.93,אדום,11575
צור יצחק,קטן מ-15,אין מידע,34,51.63,7.55,אדום,6585
צור משה,קטן מ-15,אין מידע,18,54.27,8.27,אדום,3317
צפת,קטן מ-15,אין מידע,88,24.16,6.36,כתום,36423
קדומים,קטן מ-15,אין מידע,22,48.05,6.74,כתום,4579
קדימה-צורן,45,30.20,149,65.61,7.86,אדום,22711
קיסריה,קטן מ-15,אין מידע,25,44.61,6.82,כתום,5604
קצרין,קטן מ-15,אין מידע,32,42.63,6.56,כתום,7507
קרית אונו,72,25.71,280,68.66,7.61,אדום,40778
קרית ארבע,קטן מ-15,אין מידע,17,23.14,7.98,אדום,7346
קרית אתא,55,19.64,280,47.22,7.68,אדום,59291
קרית ביאליק,67,22.79,294,70.60,8.43,אדום,41645
קרית גת,46,21.50,214,36.55,6.84,כתום,58550
קרית טבעון,17,15.60,109,59.67,6.81,כתום,18266
קרית ים,25,13.59,184,46.71,6.8,כתום,39389
קרית מוצקין,33,13.52,244,53.67,7.66,אדום,45461
קרית מלאכי,17,25.00,68,27.93,7.11,כתום,24346
קרית עקרון,20,29.41,68,61.63,7.92,אדום,11034
קרית שמונה,32,16.33,196,87.23,9.59,אדום,22470
