period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,126159,36840,29.2
3_Month,0-9,1013110,443987,43.82
6_Month,0-9,1237655,501126,40.49
1_Year,0-9,1485138,614737,41.39
All,0-9,1683155,722616,42.93
1_Month,10-19,131354,35896,27.33
3_Month,10-19,867676,451174,52
6_Month,10-19,1145330,536912,46.88
1_Year,10-19,1375811,620822,45.12
All,10-19,1596655,766060,47.98
1_Month,20-29,170603,42098,24.68
3_Month,20-29,723964,306668,42.36
6_Month,20-29,970866,365835,37.68
1_Year,20-29,1187351,426071,35.88
All,20-29,1409303,548282,38.9
1_Month,30-39,173341,47174,27.21
3_Month,30-39,739659,344311,46.55
6_Month,30-39,942927,393620,41.74
1_Year,30-39,1129031,454613,40.27
All,30-39,1308671,541421,41.37
1_Month,40-49,170941,44606,26.09
3_Month,40-49,682754,315801,46.25
6_Month,40-49,858772,360773,42.01
1_Year,40-49,1009174,407894,40.42
All,40-49,1160738,482579,41.58
1_Month,50-59,152727,35095,22.98
3_Month,50-59,513813,211213,41.11
6_Month,50-59,652461,238473,36.55
1_Year,50-59,768124,265496,34.56
All,50-59,891965,323104,36.22
1_Month,60-69,137138,28639,20.88
3_Month,60-69,419567,143045,34.09
6_Month,60-69,531706,162248,30.51
1_Year,60-69,625268,179365,28.69
All,60-69,723488,218007,30.13
1_Month,70-79,94848,18677,19.69
3_Month,70-79,259910,76988,29.62
6_Month,70-79,330182,87277,26.43
1_Year,70-79,390944,96653,24.72
All,70-79,454893,117156,25.75
1_Month,80-89,40325,6597,16.36
3_Month,80-89,100308,30027,29.93
6_Month,80-89,125079,33368,26.68
1_Year,80-89,152771,37864,24.78
All,80-89,193588,48872,25.25
1_Month,90+,10677,1404,13.15
3_Month,90+,24273,7655,31.54
6_Month,90+,29743,8485,28.53
1_Year,90+,36838,9675,26.26
All,90+,50455,13351,26.46
