priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date
year,ארצות הברית,כתום,2,282363,1681,0.6,2021-10-07T00:00:00.000Z
year,קמבודיה,כתום,2,16,0,0,2021-10-07T00:00:00.000Z
year,קולומביה,כתום,2,817,8,0.98,2021-10-07T00:00:00.000Z
year,הונגריה,כתום,2,36151,209,0.58,2021-10-07T00:00:00.000Z
year,מקאו,כתום,2,16,0,0,2021-10-07T00:00:00.000Z
year,תורכיה,כתום,2,98260,1421,1.45,2021-10-07T00:00:00.000Z
year,אפגניסטן,כתום,2,7,0,0,2021-10-07T00:00:00.000Z
year,ליבריה,כתום,2,24,0,0,2021-10-07T00:00:00.000Z
year,פינלנד,כתום,2,2466,8,0.32,2021-10-07T00:00:00.000Z
year,מרוקו,כתום,2,2391,60,2.51,2021-10-07T00:00:00.000Z
year,רוסיה,כתום,2,26438,322,1.22,2021-10-07T00:00:00.000Z
year,קרואטיה,כתום,2,2491,40,1.61,2021-10-07T00:00:00.000Z
year,אוסטריה,צהוב,3,57522,228,0.4,2021-10-07T00:00:00.000Z
year,עירק,כתום,2,101,1,0.99,2021-10-07T00:00:00.000Z
year,סרביה,כתום,2,4860,43,0.88,2021-10-07T00:00:00.000Z
year,לוב,כתום,2,4,0,0,2021-10-07T00:00:00.000Z
year,קונגו,כתום,2,32,2,6.25,2021-10-07T00:00:00.000Z
year,זימבאבווה,כתום,2,91,0,0,2021-10-07T00:00:00.000Z
year,ארגנטינה,כתום,2,1090,4,0.37,2021-10-07T00:00:00.000Z
year,קירג'זסטאן,כתום,2,514,33,6.42,2021-10-07T00:00:00.000Z
year,קמרון,כתום,2,91,4,4.4,2021-10-07T00:00:00.000Z
year,מאוריציוס,כתום,2,42,0,0,2021-10-07T00:00:00.000Z
year,בנגלדש,כתום,2,3,0,0,2021-10-07T00:00:00.000Z
year,פרגוואי,כתום,2,155,1,0.65,2021-10-07T00:00:00.000Z
year,אנגולה,כתום,2,208,1,0.48,2021-10-07T00:00:00.000Z
year,איי נורפולק,כתום,2,2,0,0,2021-10-07T00:00:00.000Z
year,טיוואן,צהוב,3,174,0,0,2021-10-07T00:00:00.000Z
year,פלאו,כתום,2,1,0,0,2021-10-07T00:00:00.000Z
year,נמיביה,כתום,2,108,0,0,2021-10-07T00:00:00.000Z
year,מצרים,כתום,2,114186,606,0.53,2021-10-07T00:00:00.000Z
year,גווטאמלה,כתום,2,283,12,4.24,2021-10-07T00:00:00.000Z
year,בילורוסיה,כתום,2,8457,79,0.93,2021-10-07T00:00:00.000Z
year,יוון,כתום,2,199158,1059,0.53,2021-10-07T00:00:00.000Z
year,ברזיל,כתום,2,899,6,0.67,2021-10-07T00:00:00.000Z
year,אנדורה,כתום,2,19,0,0,2021-10-07T00:00:00.000Z
year,אינדונזיה,כתום,2,50,0,0,2021-10-07T00:00:00.000Z
year,נורבגיה,כתום,2,531,3,0.56,2021-10-07T00:00:00.000Z
year,סנגל,כתום,2,71,0,0,2021-10-07T00:00:00.000Z
year,צרפת,כתום,2,89572,423,0.47,2021-10-07T00:00:00.000Z
year,מקדוניה,כתום,2,162,1,0.62,2021-10-07T00:00:00.000Z
year,ניגר,כתום,2,12,0,0,2021-10-07T00:00:00.000Z
year,סלובניה,כתום,2,1535,6,0.39,2021-10-07T00:00:00.000Z
year,קזחסטאן,כתום,2,781,26,3.33,2021-10-07T00:00:00.000Z
year,בוטסואנה,כתום,2,126,0,0,2021-10-07T00:00:00.000Z
year,צכיה,צהוב,3,32379,194,0.6,2021-10-07T00:00:00.000Z
year,פאפואה,כתום,2,13,0,0,2021-10-07T00:00:00.000Z
year,גבון,צהוב,3,29,0,0,2021-10-07T00:00:00.000Z
year,איי סיישל,כתום,2,5518,10,0.18,2021-10-07T00:00:00.000Z
year,גואם,כתום,2,1,0,0,2021-10-07T00:00:00.000Z
year,סינגפור,כתום,2,456,2,0.44,2021-10-07T00:00:00.000Z
year,אריתראה,כתום,2,4,0,0,2021-10-07T00:00:00.000Z
year,אלבניה,כתום,2,1658,7,0.42,2021-10-07T00:00:00.000Z
year,אירלנד,כתום,2,1111,0,0,2021-10-07T00:00:00.000Z
year,איי קוק,כתום,2,3,0,0,2021-10-07T00:00:00.000Z
year,כווית,כתום,2,7,0,0,2021-10-07T00:00:00.000Z
year,אתיופיה,כתום,2,3608,41,1.14,2021-10-07T00:00:00.000Z
year,האיטי,כתום,2,3,0,0,2021-10-07T00:00:00.000Z
