name,value
פראמדיקים,0
חובשי רפואת חירום,0
פסיכולוגיה,1
ריפוי בעיסוק,3
פיזיותרפיה,3
מעבדה,8
שירות סוציאלי,9
קלינאות תקשורת,10
מערך לוגיסטי,14
רוקחות,18
כוח עזר,18
סקטורים אחרים,68
מינהל ומשק,98
