name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,94.81012725830078,30
אוגוסטה ויקטוריה,,,0
שמיר,,72.39057159423828,7
וולפסון,,74.37774658203125,8
זיו צפת,,77.80979919433594,4
הלל יפה,,95.72815704345703,16
נהריה,,,0
ברזילי,,,0
פוריה,,74.36619567871094,8
סוראסקי,,,0
בני ציון,,82.21708679199219,9
רבין ק. בילינסון,,86.05482482910156,22
סורוקה,,81.07416534423828,10
מאיר,,83.41902160644531,12
קפלן,,91.5194320678711,22
"רמב""ם",,92.41802978515625,10
הכרמל,,,0
רבין ק. השרון,,65.56016540527344,8
הדסה עין כרם,,105.0264587402344,36
הסקוטי,,,0
המשפחה הקדושה,,,0
שערי צדק,,102.9161605834961,13
לניאדו,,88.85794067382812,5
מעייני הישועה,,,0
אסותא אשדוד,,,0
שניידר,,,0
יוספטל,,,0
סנט וינסנט,,,0
סנט ג'וזף,,,0
אל מקאסד,,,0
המרכזי בעמק,,75.89576721191406,23
