period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,125065,37159,29.71
3_Month,0-9,1112037,470404,42.3
6_Month,0-9,1249989,498961,39.92
1_Year,0-9,1483271,607472,40.95
All,0-9,1678361,715169,42.61
1_Month,10-19,127769,38558,30.18
3_Month,10-19,1002844,506826,50.54
6_Month,10-19,1152878,535126,46.42
1_Year,10-19,1371583,615592,44.88
All,10-19,1590271,760694,47.83
1_Month,20-29,170684,42266,24.76
3_Month,20-29,803800,346914,43.16
6_Month,20-29,978034,360952,36.91
1_Year,20-29,1182098,419374,35.48
All,20-29,1401339,541725,38.66
1_Month,30-39,168146,45125,26.84
3_Month,30-39,795245,371120,46.67
6_Month,30-39,939991,385749,41.04
1_Year,30-39,1120847,444923,39.7
All,30-39,1298214,531931,40.97
1_Month,40-49,165144,43235,26.18
3_Month,40-49,732065,340554,46.52
6_Month,40-49,853462,352999,41.36
1_Year,40-49,1000388,398916,39.88
All,40-49,1150452,473762,41.18
1_Month,50-59,147458,33029,22.4
3_Month,50-59,544451,224698,41.27
6_Month,50-59,646584,231430,35.79
1_Year,50-59,759568,257776,33.94
All,50-59,882714,315567,35.75
1_Month,60-69,131612,25283,19.21
3_Month,60-69,442441,151005,34.13
6_Month,60-69,525672,155325,29.55
1_Year,60-69,616994,172090,27.89
All,60-69,714883,210798,29.49
1_Month,70-79,89308,15885,17.79
3_Month,70-79,271026,79973,29.51
6_Month,70-79,324574,82244,25.34
1_Year,70-79,384006,91440,23.81
All,70-79,447656,111958,25.01
1_Month,80-89,37719,5443,14.43
3_Month,80-89,103836,30617,29.49
6_Month,80-89,123019,31423,25.54
1_Year,80-89,150478,35857,23.83
All,80-89,190692,46846,24.57
1_Month,90+,10075,1142,11.33
3_Month,90+,25001,7834,31.33
6_Month,90+,29358,8020,27.32
1_Year,90+,36474,9205,25.24
All,90+,49785,12875,25.86
