section,female,male,period,order_period
0-9,"{'amount': 12, 'percentage': 0.2}","{'amount': 17, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 4, 'percentage': 0.8}","{'amount': 4, 'percentage': 0.8}",חודש אחרון,5
0-9,"{'amount': 4, 'percentage': 0.6}","{'amount': 5, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 4, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.6}",6 חודשים,3
0-9,"{'amount': 10, 'percentage': 0.4}","{'amount': 11, 'percentage': 0.4}",שנה,2
10-19,"{'amount': 7, 'percentage': 1.1}","{'amount': 3, 'percentage': 0.5}",3 חודשים,4
10-19,"{'amount': 14, 'percentage': 0.5}","{'amount': 10, 'percentage': 0.4}",שנה,2
10-19,"{'amount': 6, 'percentage': 1.2}","{'amount': 3, 'percentage': 0.6}",חודש אחרון,5
10-19,"{'amount': 19, 'percentage': 0.4}","{'amount': 19, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 11, 'percentage': 0.7}","{'amount': 9, 'percentage': 0.6}",6 חודשים,3
20-29,"{'amount': 7, 'percentage': 1.4}","{'amount': 4, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 15, 'percentage': 1}","{'amount': 17, 'percentage': 1.2}",6 חודשים,3
20-29,"{'amount': 10, 'percentage': 1.5}","{'amount': 6, 'percentage': 0.9}",3 חודשים,4
20-29,"{'amount': 54, 'percentage': 1}","{'amount': 46, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 30, 'percentage': 1.1}","{'amount': 38, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 6, 'percentage': 1.2}","{'amount': 11, 'percentage': 2.2}",חודש אחרון,5
30-39,"{'amount': 11, 'percentage': 1.7}","{'amount': 13, 'percentage': 2}",3 חודשים,4
30-39,"{'amount': 28, 'percentage': 1.9}","{'amount': 29, 'percentage': 2}",6 חודשים,3
30-39,"{'amount': 62, 'percentage': 2.3}","{'amount': 53, 'percentage': 2}",שנה,2
30-39,"{'amount': 87, 'percentage': 1.7}","{'amount': 84, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 82, 'percentage': 3.1}","{'amount': 144, 'percentage': 5.4}",שנה,2
40-49,"{'amount': 42, 'percentage': 2.8}","{'amount': 73, 'percentage': 4.9}",6 חודשים,3
40-49,"{'amount': 20, 'percentage': 3.1}","{'amount': 34, 'percentage': 5.2}",3 חודשים,4
40-49,"{'amount': 12, 'percentage': 2.4}","{'amount': 20, 'percentage': 4}",חודש אחרון,5
40-49,"{'amount': 134, 'percentage': 2.6}","{'amount': 229, 'percentage': 4.4}",מתחילת קורונה,1
50-59,"{'amount': 234, 'percentage': 4.5}","{'amount': 480, 'percentage': 9.1}",מתחילת קורונה,1
50-59,"{'amount': 32, 'percentage': 6.4}","{'amount': 38, 'percentage': 7.6}",חודש אחרון,5
50-59,"{'amount': 42, 'percentage': 6.5}","{'amount': 58, 'percentage': 8.9}",3 חודשים,4
50-59,"{'amount': 84, 'percentage': 5.7}","{'amount': 129, 'percentage': 8.7}",6 חודשים,3
50-59,"{'amount': 151, 'percentage': 5.7}","{'amount': 256, 'percentage': 9.7}",שנה,2
60-69,"{'amount': 55, 'percentage': 8.4}","{'amount': 76, 'percentage': 11.7}",3 חודשים,4
60-69,"{'amount': 435, 'percentage': 8.3}","{'amount': 821, 'percentage': 15.6}",מתחילת קורונה,1
60-69,"{'amount': 38, 'percentage': 7.6}","{'amount': 52, 'percentage': 10.4}",חודש אחרון,5
60-69,"{'amount': 149, 'percentage': 10.1}","{'amount': 189, 'percentage': 12.8}",6 חודשים,3
60-69,"{'amount': 254, 'percentage': 9.6}","{'amount': 357, 'percentage': 13.5}",שנה,2
70-79,"{'amount': 66, 'percentage': 10.1}","{'amount': 83, 'percentage': 12.7}",3 חודשים,4
70-79,"{'amount': 266, 'percentage': 10}","{'amount': 368, 'percentage': 13.9}",שנה,2
70-79,"{'amount': 49, 'percentage': 9.8}","{'amount': 72, 'percentage': 14.4}",חודש אחרון,5
70-79,"{'amount': 508, 'percentage': 9.7}","{'amount': 901, 'percentage': 17.2}",מתחילת קורונה,1
70-79,"{'amount': 149, 'percentage': 10.1}","{'amount': 209, 'percentage': 14.2}",6 חודשים,3
80-89,"{'amount': 126, 'percentage': 8.5}","{'amount': 137, 'percentage': 9.3}",6 חודשים,3
80-89,"{'amount': 56, 'percentage': 8.6}","{'amount': 62, 'percentage': 9.5}",3 חודשים,4
80-89,"{'amount': 51, 'percentage': 10.2}","{'amount': 55, 'percentage': 11}",חודש אחרון,5
80-89,"{'amount': 206, 'percentage': 7.8}","{'amount': 237, 'percentage': 9}",שנה,2
80-89,"{'amount': 401, 'percentage': 7.6}","{'amount': 544, 'percentage': 10.4}",מתחילת קורונה,1
90+,"{'amount': 49, 'percentage': 1.9}","{'amount': 50, 'percentage': 1.9}",שנה,2
90+,"{'amount': 35, 'percentage': 2.4}","{'amount': 33, 'percentage': 2.2}",6 חודשים,3
90+,"{'amount': 20, 'percentage': 3.1}","{'amount': 20, 'percentage': 3.1}",3 חודשים,4
90+,"{'amount': 17, 'percentage': 3.4}","{'amount': 20, 'percentage': 4}",חודש אחרון,5
90+,"{'amount': 111, 'percentage': 2.1}","{'amount': 116, 'percentage': 2.2}",מתחילת קורונה,1
