date,cases,recovered,new_hospitalized,tests,positiveRate,positiveRatePCR,positiveRateAntigen,severe,medium,mild,deaths,severe_new,medium_new,mild_new,CountSeriousCriticalCum,CountBreathCum,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo
2021-05-05,73,139,8,33687,0.22,0.22,,88,32,54,2,3,3,7,17672,3695,,,,,,
2021-05-06,54,144,3,27977,0.19,0.19,,81,28,47,2,2,4,5,17673,3695,,,,,,
2021-05-07,34,88,13,32476,0.1,0.1,,79,22,58,2,2,1,14,17673,3695,,,,,,
2021-05-08,16,64,4,10238,0.16,0.16,,79,26,51,1,4,5,5,17675,3695,,,,,,
2021-05-09,33,145,7,23086,0.14,0.14,,75,29,55,1,1,4,8,17675,3695,,,,,,
2021-05-10,56,57,4,34659,0.16,0.16,,70,27,51,2,1,2,7,17676,3695,,,,,,
2021-05-11,38,85,8,30977,0.12,0.12,,70,25,47,1,3,1,9,17676,3695,,,,,,
2021-05-12,28,94,5,28331,0.1,0.1,,64,29,44,1,0,6,6,17676,3695,,,,,,
2021-05-13,33,75,7,20636,0.16,0.16,,57,26,49,2,1,1,10,17677,3695,,,,,,
2021-05-14,27,64,5,19853,0.14,0.14,,59,24,44,0,3,3,6,17678,3695,,,,,,
2021-05-15,20,45,5,5408,0.37,0.37,,58,25,41,1,2,4,4,17678,3696,,,,,,
2021-05-16,32,100,3,14616,0.22,0.22,,60,23,40,1,4,1,3,17680,3696,,,,,,
2021-05-17,15,18,4,8595,0.17,0.17,,57,22,41,3,1,1,4,17680,3696,,,,,,
2021-05-18,23,92,6,23283,0.1,0.1,,53,25,47,0,2,4,7,17680,3696,,,,,,
2021-05-19,56,91,10,27976,0.2,0.2,,52,21,49,0,2,2,8,17682,3696,,,,,,
2021-05-20,35,75,8,21554,0.16,0.16,,56,19,50,0,5,0,9,17686,3698,,,,,,
2021-05-21,22,34,7,26595,0.08,0.08,,51,21,45,2,0,4,5,17686,3699,,,,,,
2021-05-22,12,25,1,6825,0.18,0.18,,51,21,39,0,1,1,1,17686,3699,,,,,,
2021-05-23,26,86,6,18063,0.14,0.14,,52,20,38,1,2,0,5,17688,3700,,,,,,
2021-05-24,30,30,4,31754,0.09,0.09,,51,21,36,1,2,2,5,17688,3700,,,,,,
2021-05-25,22,42,10,26392,0.08,0.08,,47,23,39,1,0,3,9,17688,3700,,,,,,
2021-05-26,16,36,5,25544,0.06,0.06,,44,26,35,0,0,3,5,17688,3700,,,,,,
2021-05-27,15,38,4,27448,0.05,0.05,,42,24,33,2,2,2,4,17689,3700,,,,,,
2021-05-28,18,40,3,31394,0.06,0.06,,40,20,36,1,1,1,8,17690,3700,,,,,,
2021-05-29,13,17,1,9181,0.14,0.14,,40,21,29,0,0,2,2,17690,3700,,,,,,
2021-05-30,3,70,5,19495,0.02,0.02,,40,20,33,0,1,0,6,17691,3700,,,,,,
2021-05-31,14,28,4,25090,0.06,0.06,,40,19,30,0,1,1,2,17692,3702,,,,,,
2021-06-01,35,36,7,21420,0.16,0.16,,40,18,36,2,3,1,10,17693,3702,,,,,,
2021-06-02,13,48,5,16901,0.08,0.08,,35,17,32,0,1,0,6,17694,3702,,,,,,
2021-06-03,10,137,1,15556,0.06,0.06,,35,18,28,1,1,2,1,17695,3703,,,,,,
2021-06-04,31,12,3,17828,0.17,0.17,,34,16,30,0,1,2,5,17695,3703,,,,,,
2021-06-05,6,6,4,7241,0.08,0.08,,33,16,31,1,1,2,4,17695,3703,,,,,,
2021-06-06,4,54,4,15847,0.03,0.03,,35,14,35,0,3,1,7,17695,3703,,,,,,
2021-06-07,7,52,2,22776,0.03,0.03,,31,12,33,1,0,1,4,17695,3703,,,,,,
2021-06-08,30,15,3,21014,0.14,0.14,,30,12,32,1,1,1,3,17696,3703,,,,,,
2021-06-09,8,21,6,16758,0.05,0.05,,30,11,33,1,0,0,6,17696,3703,,,,,,
2021-06-10,18,32,5,17542,0.1,0.1,,30,11,34,0,1,0,5,17696,3703,,,,,,
2021-06-11,18,19,1,17191,0.1,0.1,,30,11,29,0,0,1,1,17696,3703,,,,,,
2021-06-12,5,14,2,10374,0.05,0.05,,28,10,32,0,0,0,4,17696,3703,,,,,,
2021-06-13,3,28,6,18290,0.02,0.02,,27,11,38,1,0,1,7,17696,3703,,,,,,
2021-06-14,26,21,0,25696,0.1,0.1,,27,13,31,0,1,2,1,17697,3703,,,,,,
2021-06-15,26,15,1,21987,0.12,0.12,,24,12,30,0,0,0,2,17697,3703,,,,,,
2021-06-16,14,10,5,18075,0.08,0.08,,21,12,33,1,0,2,6,17697,3703,,,,,,
2021-06-17,28,44,2,16052,0.17,0.17,,21,12,32,0,1,0,3,17697,3704,,,,,,
2021-06-18,35,12,2,18986,0.18,0.18,,19,13,31,0,0,2,3,17697,3704,,,,,,
2021-06-19,47,9,4,12006,0.39,0.39,,19,11,33,1,0,0,5,17697,3704,,,,,,
2021-06-20,51,86,5,22404,0.23,0.23,,21,12,34,0,2,1,3,17699,3704,,,,,,
2021-06-21,125,38,2,31313,0.4,0.4,,21,14,33,0,0,2,3,17699,3707,,,,,,
2021-06-22,113,10,6,28617,0.39,0.39,,24,12,34,0,3,1,6,17701,3707,,,,,,
2021-06-23,151,25,8,27840,0.54,0.54,,23,12,35,0,0,1,6,17701,3707,,,,,,
2021-06-24,241,41,3,27682,0.87,0.87,,22,14,33,0,0,4,2,17701,3707,,,,,,
2021-06-25,232,16,3,37888,0.61,0.61,,22,11,31,1,1,0,3,17702,3707,,,,,,
2021-06-26,118,15,6,20386,0.58,0.58,,23,11,34,0,1,0,6,17703,3708,,,,,,
2021-06-27,145,72,9,29075,0.5,0.5,,22,15,39,0,1,4,9,17704,3708,,,,,,
2021-06-28,289,57,11,44729,0.65,0.65,,20,10,43,0,0,0,9,17704,3708,,,,,,
2021-06-29,301,75,11,44520,0.68,0.68,,20,12,47,0,0,3,11,17704,3708,,,,,,
2021-06-30,325,93,8,40599,0.8,0.8,,22,11,42,0,5,1,5,17709,3708,,,,,,
2021-07-01,299,164,5,42888,0.7,0.7,,23,14,42,0,1,4,6,17709,3709,,,,,,
2021-07-02,354,136,8,47360,0.75,0.75,,25,13,44,0,3,2,7,17712,3709,,,,,,
2021-07-03,189,96,10,25599,0.74,0.74,,27,14,47,0,4,2,10,17716,3710,,,,,,
2021-07-04,350,286,14,33453,1.05,1.05,,28,17,52,0,4,5,13,17720,3710,,,,,,
2021-07-05,504,195,16,51817,0.97,0.97,,32,16,58,0,5,3,12,17725,3711,,,,,,
2021-07-06,536,176,18,56772,0.94,0.94,,35,14,68,0,7,2,16,17732,3712,,,,,,
2021-07-07,526,244,13,52037,1.01,1.01,,41,13,65,1,9,4,9,17740,3713,,,,,,
2021-07-08,472,326,12,49269,0.96,0.96,,41,17,65,2,7,6,9,17747,3714,,,,,,
2021-07-09,541,248,11,59068,0.92,0.92,,39,16,64,0,5,5,9,17751,3714,,,,,,
2021-07-10,261,133,9,32249,0.81,0.81,,39,19,62,2,5,3,8,17755,3715,,,,,,
2021-07-11,443,424,20,40505,1.09,1.09,,48,16,68,3,13,3,17,17765,3716,,,,,,
2021-07-12,764,280,26,58927,1.3,1.3,,49,11,87,2,7,4,27,17771,3716,,,,,,
2021-07-13,749,326,22,58627,1.28,1.28,,45,16,89,0,6,9,21,17777,3718,,,,,,
2021-07-14,773,450,25,59266,1.3,1.3,,50,22,89,3,10,10,16,17786,3720,,,,,,
2021-07-15,872,562,30,60052,1.45,1.45,,55,27,98,1,11,9,26,17796,3720,,,,,,
2021-07-16,1139,472,24,74876,1.52,1.52,,49,32,98,1,6,16,17,17801,3720,,,,,,
2021-07-17,439,202,16,30934,1.42,1.42,,58,28,97,2,16,10,15,17813,3722,,,,,,
2021-07-18,838,644,35,51881,1.62,1.62,,65,34,106,3,17,16,26,17830,3722,,,,,,
2021-07-19,1394,445,34,79819,1.75,1.75,,61,39,111,2,11,16,30,17838,3722,,,,,,
2021-07-20,1413,379,52,84494,1.67,1.67,,62,36,136,2,12,13,47,17848,3723,,,,,,
2021-07-21,1358,641,35,79800,1.7,1.7,,67,26,147,3,13,6,32,17860,3727,,,,,,
2021-07-22,1289,780,51,74251,1.74,1.74,,76,29,154,1,17,13,43,17877,3730,,,,,,
2021-07-23,1442,696,41,91116,1.58,1.58,,87,24,154,0,21,8,35,17898,3733,,,,,,
2021-07-24,973,407,26,56089,1.73,1.73,,89,32,146,3,16,13,22,17914,3734,,,,,,
2021-07-25,1428,1305,60,68002,2.1,2.1,,96,45,172,4,22,21,50,17932,3737,,,,,,
2021-07-26,2135,834,76,97209,2.2,2.2,,122,41,181,1,39,18,55,17965,3745,,,,,,
2021-07-27,2299,898,62,100100,2.3,2.3,,154,39,190,1,45,14,51,18007,3747,,,,,,
2021-07-28,2195,1149,64,97502,2.25,2.25,,150,47,206,6,25,27,61,18029,3753,,,,,,
2021-07-29,2180,1358,78,95535,2.28,2.28,,155,44,223,6,33,25,69,18058,3754,,,,,,
2021-07-30,2457,1230,64,103807,2.37,2.37,,178,45,197,2,41,17,41,18094,3757,,,,,,
2021-07-31,2103,583,72,69264,3.04,3.04,,196,55,214,5,39,21,58,18129,3761,,,,,,
2021-08-01,2126,1910,98,75147,2.83,2.83,,196,73,267,9,29,34,95,18154,3767,,,,,,
2021-08-02,3862,1111,98,107826,3.58,3.58,,213,81,260,9,45,40,75,18195,3777,,,,,,
2021-08-03,3312,1253,112,101068,3.28,3.28,,229,94,267,10,53,43,87,18242,3787,,,,,,
2021-08-04,3510,1843,92,109748,3.2,3.2,,237,87,277,5,49,31,76,18289,3791,,,,,,
2021-08-05,3887,2261,128,107594,3.61,3.61,,259,92,301,16,63,42,103,18343,3798,,,,,,
2021-08-06,3890,1905,148,107646,3.61,3.61,,276,80,318,14,55,28,110,18393,3804,,,,,,
2021-08-07,2936,1011,118,79595,3.69,3.69,,330,85,301,12,80,36,70,18466,3809,,,,,,
2021-08-08,3447,3263,151,84644,4.07,4.07,,375,109,319,19,87,52,88,18547,3816,,,,,,
2021-08-09,6382,2004,145,131960,4.84,4.84,,391,102,331,11,76,42,100,18614,3828,,,,,,
2021-08-10,5860,2353,157,125340,4.68,4.68,,403,120,348,17,77,52,103,18683,3837,,,,,,
2021-08-11,6027,3259,166,131590,4.58,4.58,,414,138,375,16,78,64,109,18753,3843,,,,,,
2021-08-12,6154,3627,179,123073,5,5,,454,140,365,19,89,54,99,18825,3857,,,,,,
2021-08-13,5976,3243,168,121876,4.9,4.9,,484,127,356,24,104,43,109,18919,3870,,,,,,
2021-08-14,4233,1576,176,79041,5.36,5.36,,506,137,375,18,86,49,115,18999,3885,,,,,,
2021-08-15,5199,5069,197,85619,6.07,6.07,,549,169,418,20,108,60,131,19099,3901,,,,,,
2021-08-16,8799,3413,202,142106,6.19,6.19,,542,161,404,28,86,63,117,19178,3912,,,,,,
2021-08-17,7994,3321,208,143370,5.58,5.58,,571,168,417,20,100,66,127,19274,3923,,,,,,
2021-08-18,8037,5273,193,145980,5.51,5.51,,605,162,418,22,107,55,134,19368,3934,,,,,,
2021-08-19,7842,5849,188,141819,5.53,5.53,,605,159,419,24,85,56,129,19439,3944,,,,,,
2021-08-20,7908,5464,226,145442,5.44,5.44,,616,159,414,24,98,54,136,19529,3951,,,,,,
2021-08-21,5417,2717,179,100115,5.41,5.41,,662,153,408,25,101,45,121,19621,3964,,,,,,
2021-08-22,6594,8181,230,107533,6.13,6.13,,696,193,451,33,110,73,141,19714,3979,,,,,,
2021-08-23,10115,4981,214,153048,6.61,6.61,,701,188,430,20,115,67,132,19821,3997,,,,,,
2021-08-24,10086,4886,196,150849,6.69,6.69,,704,175,419,31,102,60,130,19913,4012,,,,,,
2021-08-25,9244,7707,215,140775,6.57,6.57,,707,169,407,28,108,68,127,20014,4026,,,,,,
2021-08-26,9124,8572,213,135477,6.73,6.73,,704,163,395,32,97,51,113,20105,4038,,,,,,
2021-08-27,8700,7892,210,131179,6.63,6.63,,707,153,402,25,100,56,122,20198,4057,,,,,,
2021-08-28,7280,3933,181,103419,7.04,7.04,,703,171,394,23,85,61,120,20271,4067,,,,,,
2021-08-29,6792,10669,228,87497,7.76,7.76,,766,187,437,29,118,58,137,20366,4082,,,,,,
2021-08-30,11158,6879,218,146124,7.64,7.64,,759,174,418,26,106,65,127,20458,4104,,,,,,
2021-08-31,10447,6345,195,155317,6.73,6.73,,720,173,403,31,95,63,137,20545,4134,,,,,,
2021-09-01,11305,9301,199,143178,7.9,7.9,,699,168,460,31,95,62,160,20633,4142,,,,,,
2021-09-02,11344,10517,180,134929,8.41,8.41,,681,175,433,31,83,60,133,20705,4152,,,,,,
2021-09-03,9914,9294,215,143791,6.89,6.89,,667,168,423,34,80,52,141,20780,4164,,,,,,
2021-09-04,5068,5165,166,87808,5.77,5.77,,673,185,421,26,76,50,129,20845,4180,,,,,,
2021-09-05,5868,12364,201,110388,5.32,5.32,,692,187,436,26,82,50,132,20917,4196,,,,,,
2021-09-06,10871,9145,155,179874,6.04,6.04,,658,166,424,23,58,42,133,20970,4204,,,,,,
2021-09-07,6866,4909,140,95165,7.21,7.21,,649,147,391,27,82,49,128,21040,4217,,,,,,
2021-09-08,3320,5843,156,60670,5.47,5.47,,667,151,428,29,66,35,132,21097,4236,,,,,,
2021-09-09,7961,13146,212,127557,6.24,6.24,,677,177,490,22,72,56,190,21161,4249,,,,,,
2021-09-10,9901,11410,191,150771,6.57,6.57,,678,154,421,17,89,49,128,21241,4261,,,,,,
2021-09-11,10292,5778,146,156861,6.56,6.56,,686,152,421,27,75,52,132,21307,4270,,,,,,
2021-09-12,7808,12718,211,150561,5.19,5.19,,707,193,493,22,88,81,180,21389,4290,,,,,,
2021-09-13,10955,7671,166,179768,6.09,6.09,,683,181,447,20,78,58,146,21456,4307,,,,,,
2021-09-14,9859,6826,197,166537,5.92,5.92,,674,199,442,29,83,76,150,21534,4325,,,,,,
2021-09-15,8864,10012,149,150359,5.9,5.9,,662,172,386,20,79,57,111,21601,4336,,,,,,
2021-09-16,3285,3814,138,52083,6.31,6.31,,642,144,375,21,62,30,118,21656,4346,,,,,,
2021-09-17,5024,6866,234,89632,5.61,5.61,,678,167,472,17,73,42,188,21718,4364,,,,,,
2021-09-18,8617,3740,162,139270,6.19,6.19,,711,169,423,17,111,59,142,21816,4373,284,165,717,195,247,
2021-09-19,6553,15900,181,126821,5.17,5.17,,729,174,487,28,87,57,167,21891,4385,272,166,720,196,247,
2021-09-20,8828,10718,149,172924,5.11,5.11,,707,146,406,15,87,46,121,21969,4394,254,139,708,191,245,
2021-09-21,4830,4129,151,103164,4.68,4.68,,703,127,370,17,90,32,119,22048,4405,224,131,710,187,257,
2021-09-22,6026,11570,158,106836,5.64,5.64,,737,164,376,19,90,65,117,22121,4420,220,150,726,191,260,
2021-09-23,6453,9730,146,124989,5.16,5.16,,731,142,337,19,85,42,121,22200,4443,187,127,710,207,272,
2021-09-24,4990,7780,138,115950,4.3,4.3,,703,127,312,21,68,36,106,22255,4463,174,120,703,203,274,
2021-09-25,2653,3159,95,66901,3.97,3.97,,687,131,277,24,69,43,75,22317,4475,164,122,694,221,295,
2021-09-26,3874,5353,157,92031,4.21,4.21,,705,156,328,14,74,50,135,22375,4491,175,144,689,225,280,
2021-09-27,5246,8937,140,135562,3.87,3.87,,676,137,307,17,63,32,110,22434,4509,148,113,641,207,262,
2021-09-28,2441,5195,97,70879,3.44,3.44,,661,120,292,21,61,27,83,22483,4519,169,116,660,227,285,
2021-09-29,3636,9550,147,100513,3.62,3.62,,665,127,333,23,55,29,129,22529,4529,168,113,647,217,267,
2021-09-30,4398,6787,119,115257,3.82,3.82,,634,118,303,14,60,43,104,22579,4541,170,102,619,211,266,
2021-10-01,3622,4954,107,114530,3.16,3.16,,605,115,279,22,52,36,87,22626,4546,148,97,586,213,245,
2021-10-02,1739,3650,95,62836,2.77,2.77,,587,124,264,18,44,40,78,22662,4551,158,122,587,207,261,
2021-10-03,2700,7667,102,95332,2.83,2.83,,576,129,298,23,43,29,96,22698,4560,173,119,569,208,252,
2021-10-04,3277,4480,87,120326,2.72,2.72,,548,107,286,11,39,22,86,22732,4571,159,98,528,203,243,
2021-10-05,2557,4078,81,109515,2.33,2.33,,500,104,255,15,35,27,67,22767,4578,140,95,489,197,237,
2021-10-06,2429,4654,84,104340,2.33,2.33,,481,91,242,15,40,22,64,22801,4582,134,86,472,193,234,
2021-10-07,2120,3947,79,98761,2.15,2.15,,461,77,242,17,34,18,71,22829,4585,131,73,457,193,229,
2021-10-08,2024,3130,61,100022,2.02,2.02,,455,73,216,6,44,18,56,22868,4589,107,62,436,174,211,
2021-10-09,1040,3006,58,51897,2,2,,454,77,206,14,35,17,44,22896,4595,134,77,464,195,231,
2021-10-10,1490,5194,71,79415,1.88,1.88,,456,77,234,14,32,15,71,22922,4601,127,72,448,189,225,
2021-10-11,2343,2694,64,117132,2,2,,435,77,214,13,35,19,59,22953,4607,119,68,435,189,220,
2021-10-12,1816,2942,58,106990,1.7,1.7,,420,73,198,10,26,23,54,22974,4611,111,72,413,177,217,
2021-10-13,1772,3224,59,101820,1.74,1.74,,408,70,195,11,30,19,60,22998,4614,101,62,408,170,210,
2021-10-14,1345,3142,53,91151,1.48,1.48,,385,70,187,14,25,22,47,23019,4621,102,66,385,169,204,
2021-10-15,1575,2199,52,98373,1.6,1.6,,378,58,166,10,30,10,43,23047,4629,96,57,392,167,197,
2021-10-16,740,1202,38,45088,1.64,1.64,,374,63,158,9,22,15,33,23064,4634,105,60,382,166,193,
2021-10-17,1222,3020,48,84137,1.45,1.45,,381,65,174,6,25,15,48,23083,4642,99,58,380,164,186,
2021-10-18,1508,1836,37,105258,1.43,1.43,,358,54,159,9,19,11,40,23099,4650,88,50,357,168,188,
2021-10-19,1150,1749,35,89076,1.29,1.29,,351,48,143,3,23,10,36,23120,4651,83,39,353,157,179,
2021-10-20,1036,2306,42,97771,1.06,1.06,,339,43,144,8,17,11,37,23131,4652,90,41,343,155,182,
2021-10-21,993,2331,44,83957,1.18,1.18,,312,44,153,7,13,13,43,23139,4658,92,41,319,158,181,
2021-10-22,982,1738,30,91079,1.08,1.08,,300,47,140,4,19,16,26,23156,4661,96,41,311,155,179,
2021-10-23,332,956,20,33972,0.98,0.98,,291,51,130,8,11,12,16,23163,4664,85,47,303,155,175,
2021-10-24,842,2250,29,81970,1.03,1.03,,279,52,142,6,8,12,37,23168,4673,83,47,284,149,171,
2021-10-25,929,1355,30,100146,0.93,0.93,,257,57,121,11,13,18,23,23178,4677,71,55,258,145,162,
2021-10-26,729,1370,22,86624,0.84,0.84,,240,48,108,9,8,6,18,23184,4679,71,44,236,136,153,
2021-10-27,647,1514,35,79605,0.81,0.81,,232,36,112,5,16,7,29,23197,4682,62,36,234,139,159,
2021-10-28,661,1369,25,71684,0.92,0.92,,231,36,96,7,17,8,21,23209,4686,59,35,236,136,153,
2021-10-29,617,1177,19,77834,0.79,0.79,,217,33,98,6,8,8,19,23214,4687,61,34,222,127,148,
2021-10-30,226,641,18,35642,0.63,0.63,,215,32,95,3,9,6,16,23219,4689,56,32,220,131,146,
2021-10-31,528,1394,28,79235,0.67,0.67,,218,35,106,2,14,9,28,23228,4690,59,30,218,131,151,43
2021-11-01,691,818,27,90169,0.77,0.77,,210,29,102,4,13,7,27,23236,4692,51,27,212,127,141,43
2021-11-02,667,876,15,78225,0.85,0.85,,205,25,93,3,10,5,16,23244,4692,50,23,207,119,138,42
2021-11-03,616,975,11,81385,0.76,0.76,,190,24,88,5,6,6,11,23249,4692,45,23,194,118,135,41
2021-11-04,519,998,18,69289,0.75,0.75,,175,23,91,6,3,5,20,23250,4694,39,23,180,114,127,41
2021-11-05,558,662,13,73340,0.76,0.76,,172,17,83,1,7,0,12,23256,4695,42,21,175,111,122,40
2021-11-06,199,434,14,29152,0.68,0.68,,174,19,80,1,6,5,12,23262,4695,38,21,177,111,124,40
2021-11-07,502,887,9,79724,0.63,0.63,,169,23,80,4,2,6,8,23263,4696,37,23,167,107,121,39
2021-11-08,566,506,9,86956,0.65,0.65,,163,25,78,3,7,6,10,23267,4699,38,23,162,105,118,38
2021-11-09,473,525,21,79960,0.59,0.59,,154,18,92,6,7,0,21,23274,4701,41,15,153,103,117,36
2021-11-10,498,719,14,75576,0.66,0.66,,146,18,86,5,8,6,12,23279,4702,37,17,147,101,115,35
2021-11-11,393,700,20,68910,0.57,0.57,,145,17,86,3,8,2,15,23287,4704,37,17,148,99,115,36
2021-11-12,448,610,10,73463,0.61,0.61,,147,19,71,2,7,5,5,23294,4705,34,17,149,101,114,37
2021-11-13,225,361,10,30911,0.73,0.73,,149,17,75,2,5,1,10,23299,4707,32,17,153,98,111,36
2021-11-14,397,690,14,73737,0.54,0.54,,149,19,85,0,5,5,17,23304,4709,32,20,150,97,109,36
2021-11-15,535,460,10,86008,0.62,0.62,,138,19,78,5,6,5,7,23309,4711,27,21,141,94,106,33
2021-11-16,558,519,10,80439,0.69,0.69,,135,19,75,4,6,3,10,23313,4712,24,18,137,91,99,31
2021-11-17,483,551,10,71268,0.68,0.68,,136,19,71,1,7,6,9,23317,4712,24,16,138,91,103,31
2021-11-18,469,615,19,67217,0.7,0.7,,132,32,72,3,5,19,9,23322,4713,27,18,129,88,100,31
2021-11-19,508,384,12,77322,0.66,0.66,,124,21,76,3,3,5,11,23325,4713,29,18,126,87,98,31
2021-11-20,237,297,9,28843,0.82,0.82,,127,17,71,6,8,1,5,23333,4714,25,18,133,82,92,31
2021-11-21,453,682,13,74404,0.61,0.61,,129,22,74,1,7,6,14,23339,4716,21,21,135,80,88,30
2021-11-22,716,321,16,93819,0.76,0.76,,128,18,82,2,6,2,13,23345,4720,21,22,129,80,90,31
2021-11-23,604,342,13,83110,0.73,0.73,,125,18,84,0,6,3,14,23350,4724,26,19,128,82,90,30
2021-11-24,543,512,12,78606,0.69,0.69,,118,20,86,3,5,4,10,23354,4725,30,18,122,78,86,30
2021-11-25,539,565,17,78530,0.69,0.69,,118,16,82,3,8,4,14,23362,4725,24,19,120,77,83,30
2021-11-26,540,400,9,79686,0.68,0.68,,121,20,74,2,8,4,7,23369,4726,24,22,120,72,82,30
2021-11-27,169,313,15,33013,0.51,0.51,,123,19,72,1,9,4,8,23375,4726,22,20,125,72,82,29
2021-11-28,543,781,11,81175,0.67,0.67,,125,16,79,3,7,2,12,23380,4730,19,17,125,72,84,25
2021-11-29,698,460,7,105635,0.66,0.66,,117,17,84,3,3,3,13,23382,4732,25,16,117,70,80,25
2021-11-30,577,553,18,90734,0.64,0.64,,115,16,98,3,6,4,20,23385,4733,30,14,115,66,77,22
2021-12-01,563,644,8,92820,0.61,0.61,,112,14,94,1,2,2,8,23387,4734,27,14,115,66,75,23
2021-12-02,519,653,12,90862,0.57,0.57,,111,13,91,2,6,2,11,23392,4735,23,13,115,66,77,23
2021-12-03,486,528,16,90428,0.54,0.54,,108,13,94,1,4,2,12,23396,4737,22,12,112,66,77,23
2021-12-04,248,320,9,39697,0.62,0.62,,106,12,98,2,5,2,10,23401,4737,24,13,111,64,76,23
2021-12-05,539,728,15,88372,0.61,0.61,,107,15,105,1,6,3,15,23406,4737,29,16,109,64,76,23
2021-12-06,739,452,13,106785,0.69,0.69,,106,15,107,2,6,3,14,23408,4739,31,12,111,63,75,23
2021-12-07,813,508,18,107129,0.76,0.76,,102,13,110,3,5,2,17,23413,4739,27,12,106,59,71,23
2021-12-08,714,638,10,97656,0.73,0.73,,96,11,113,6,3,1,11,23416,4740,24,10,103,57,67,22
2021-12-09,647,684,16,93144,0.69,0.69,,89,12,121,1,5,3,16,23420,4742,29,11,90,55,64,20
2021-12-10,607,555,13,84811,0.72,0.72,,96,9,116,2,11,2,9,23427,4743,30,12,92,55,63,19
2021-12-11,236,544,21,35949,0.66,0.66,,96,10,127,1,4,2,19,23430,4743,28,9,102,52,61,18
2021-12-12,492,709,8,87190,0.56,0.56,,91,14,135,2,2,6,17,23432,4743,35,13,94,47,56,18
2021-12-13,771,426,11,101182,0.76,0.76,,91,11,128,4,7,2,11,23438,4744,25,12,92,47,58,17
2021-12-14,701,465,13,98546,0.71,0.71,,86,14,135,1,3,4,19,23440,4744,22,14,88,47,58,17
2021-12-15,789,669,9,96009,0.82,0.82,,80,17,137,1,1,5,10,23440,4745,25,17,81,43,55,15
2021-12-16,863,835,15,95897,0.9,0.9,,77,16,148,1,4,4,23,23444,4746,29,17,78,43,55,15
2021-12-17,877,700,17,91974,0.95,0.95,,79,16,152,2,6,3,18,23450,4747,28,18,79,42,55,14
2021-12-18,392,426,13,35637,1.1,1.1,,77,15,161,2,4,2,16,23452,4748,32,15,81,41,51,16
2021-12-19,1022,745,11,93988,1.09,1.09,,80,21,165,2,6,7,15,23457,4752,34,16,84,43,52,16
2021-12-20,1329,504,17,104454,1.27,1.27,,78,21,176,2,9,7,20,23464,4754,29,17,83,42,49,16
2021-12-21,1200,441,8,97023,1.24,1.24,,77,20,176,0,8,4,17,23469,4754,26,18,82,40,47,16
2021-12-22,1417,638,14,98899,1.43,1.43,,75,21,190,0,5,5,24,23472,4754,24,19,79,38,45,15
2021-12-23,1515,675,26,107155,1.41,1.41,,79,21,205,1,9,4,30,23478,4755,20,22,81,38,47,17
2021-12-24,1790,667,27,99064,1.81,1.81,,84,18,214,1,12,5,26,23489,4755,20,20,88,38,45,18
2021-12-25,806,459,18,37808,2.13,2.13,,88,20,218,0,12,7,18,23499,4755,26,22,93,38,46,18
2021-12-26,1806,905,21,94494,1.91,1.91,,92,21,246,2,13,5,35,23509,4757,34,20,91,39,48,18
2021-12-27,2974,774,35,126929,2.34,2.34,,81,22,268,3,6,5,41,23515,4758,26,24,84,37,45,18
2021-12-28,3246,1220,39,129591,2.5,2.5,,84,25,289,1,12,7,46,23523,4759,34,23,84,39,47,18
2021-12-29,4074,1221,39,136638,2.98,2.98,,87,23,313,2,12,7,45,23532,4760,36,22,89,37,44,18
2021-12-30,5081,1340,47,159364,3.19,3.19,,88,19,357,0,7,3,64,23538,4760,43,18,92,38,45,18
2021-12-31,5494,1162,42,139329,3.94,3.94,,95,25,382,1,10,7,51,23546,4760,55,21,93,37,44,17
2022-01-01,4231,1053,44,92512,4.57,4.57,,101,20,407,2,12,2,55,23556,4761,38,19,101,27,42,11
2022-01-02,6615,1888,69,136554,4.84,4.84,,109,21,456,5,20,10,70,23574,4761,71,17,114,35,46,16
2022-01-03,10952,1464,77,198238,5.52,5.52,,108,23,521,4,12,12,110,23584,4763,80,22,108,35,44,15
2022-01-04,12642,1854,106,190736,6.63,6.63,,114,28,600,1,19,16,130,23601,4768,97,22,117,38,47,15
2022-01-05,18530,2721,111,313368,5.91,7.78,2.16,128,33,661,4,30,14,129,23630,4769,,,,,,
2022-01-06,19023,3560,123,305162,6.23,7.89,2.61,132,34,724,2,25,13,146,23654,4771,,,,,,
2022-01-07,21991,3718,157,284164,7.74,8.79,4.94,147,38,763,3,36,17,158,23685,4777,162,40,143,42,56,14
2022-01-08,22859,3159,176,264721,8.64,10.43,5.95,161,47,852,5,33,20,171,23714,4781,229,47,172,49,63,15
2022-01-09,31124,6222,279,342832,9.08,11.63,6.58,192,79,988,7,49,45,264,23765,4785,263,75,203,52,67,14
2022-01-10,41408,5051,301,379570,10.91,13.45,7.81,214,83,1084,9,52,35,281,,4795,317,82,221,59,74,13
2022-01-11,46740,7034,257,397982,11.74,15.09,8.28,245,83,1134,7,70,49,246,,4800,368,77,253,55,82,9
2022-01-12,48588,11858,332,409128,11.88,15.01,8.68,238,103,1266,7,37,50,305,,4808,450,95,257,64,84,12
2022-01-13,49235,58232,357,403795,12.19,15.1,9.33,283,108,1337,9,88,44,335,,4816,491,102,289,72,89,13
