date,cases,recovered,new_hospitalized,tests,positiveRate,positiveRatePCR,positiveRateAntigen,severe,medium,mild,deaths,severe_new,medium_new,mild_new,CountSeriousCriticalCum,CountBreathCum,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo
2022-01-14,45831,20182,343,322077,14.23,15.58,11.42,318,130,1354,10,91,54,298,,4826,536,125,317,78,95,12
2022-01-15,45044,15928,339,316537,14.23,17.18,11.42,371,141,1430,16,96,54,338,,4845,638,142,386,92,115,11
2022-01-16,64704,39728,420,426535,15.17,19.47,12.15,432,152,1592,14,131,69,424,,4853,702,155,446,93,121,11
2022-01-17,71966,45410,464,447577,16.08,19.71,12.56,458,168,1621,15,119,70,445,,4867,702,155,446,93,121,11
2022-01-18,73721,48846,456,443481,16.62,20.74,13.01,516,164,1717,15,132,63,478,,4883,702,155,446,93,121,11
2022-01-19,74887,95329,403,409938,18.27,20.81,15.27,538,203,1697,18,129,102,393,,4897,851,194,541,105,150,14
2022-01-20,75029,28364,520,374276,20.05,21.14,18.01,587,199,1801,21,150,80,515,,4913,892,187,593,112,168,14
2022-01-21,65581,90227,469,313018,20.95,21.18,19.46,644,181,1759,30,174,66,460,,4940,944,176,638,124,180,16
2022-01-22,67873,72007,387,327109,20.75,23.06,18.4,715,216,1723,37,162,90,390,,4964,1012,216,732,146,208,16
2022-01-23,85141,73962,523,377999,22.52,25.95,19.77,791,261,1894,36,181,115,521,,4982,1012,216,732,146,208,16
2022-01-24,83635,39480,,384039,21.78,24.35,18.96,809,274,1910,42,166,115,528,,5010,1078,266,817,165,228,18
2022-01-25,76266,34918,,349370,21.83,23.6,19.71,860,305,1905,38,195,124,559,,,1087,298,871,184,244,19
2022-01-26,67835,32628,,275706,24.6,25.54,22.22,908,323,1781,40,183,108,401,,,1083,313,915,198,259,20
2022-01-27,57637,65908,,224415,25.68,24.38,25.69,951,312,1676,30,191,104,445,,,1126,301,952,212,282,18
2022-01-28,53194,49024,,193300,27.52,26.35,27.53,944,290,1620,34,155,81,360,,,1168,288,941,227,298,18
2022-01-29,49435,98605,,177439,27.86,28.56,26.43,1008,281,1582,38,171,54,344,,,1196,289,1010,231,301,19
2022-01-30,74268,78349,,250428,29.66,27.97,29.42,1095,326,1690,29,214,112,427,,,1269,309,1092,250,333,19
2022-01-31,47548,62060,,181192,26.24,23.95,28.37,1139,302,1237,19,232,112,194,,,1237,302,1139,257,339,20
2022-02-01,,,,,,,,,,,,,,,,,1237,302,1139,257,339,20
