actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
2203,בני ברק,110,7296,"נדרשים הסברה, בדיקות ואכיפת בידוד",4605,908
654,מודיעין עילית,85,1547,"נדרשים הסברה, בדיקות ואכיפת בידוד",1516,349
564,אלעד,119,1272,"נדרשים הסברה, בדיקות ואכיפת בידוד",1270,299
425,קלנסווה,184,585,"נדרשים הסברה, בדיקות ואכיפת בידוד",1305,210
162,עין מאהל,119,187,"נדרשים הסברה, בדיקות ואכיפת בידוד",622,90
27,כפר מצר,98,38,"נדרשים הסברה, בדיקות ואכיפת בידוד",83,24
22,מבוא חורון,87,25,"נדרשים הסברה, בדיקות ואכיפת בידוד",70,17
 קטן מ-15 ,מצפה יריחו,41,16,"נדרשים הסברה, בדיקות ואכיפת בידוד",30,6-10
 קטן מ-15 ,שילה,25,19,"נדרשים הסברה, בדיקות ואכיפת בידוד",46,6-10
4137,ירושלים,44,11923,נדרשת הגדלה של מספר הבדיקות,14595,1777
875,בית שמש,69,2054,נדרשת הגדלה של מספר הבדיקות,2298,401
625,ביתר עילית,101,1866,נדרשת הגדלה של מספר הבדיקות,1086,253
299,טייבה,68,446,נדרשת הגדלה של מספר הבדיקות,1015,169
189,נתיבות,49,392,נדרשת הגדלה של מספר הבדיקות,917,96
131,אום אל-פחם,23,302,נדרשת הגדלה של מספר הבדיקות,630,80
107,רכסים,86,245,נדרשת הגדלה של מספר הבדיקות,218,44
92,גבעת שמואל,37,200,נדרשת הגדלה של מספר הבדיקות,486,53
86,טירה,32,161,נדרשת הגדלה של מספר הבדיקות,491,52
77,יפיע,40,107,נדרשת הגדלה של מספר הבדיקות,289,38
66,כפר מנדא,32,79,נדרשת הגדלה של מספר הבדיקות,190,32
65,כפר קאסם,27,242,נדרשת הגדלה של מספר הבדיקות,211,36
50,אכסאל,34,77,נדרשת הגדלה של מספר הבדיקות,248,33
43,שוהם,21,132,נדרשת הגדלה של מספר הבדיקות,231,23
38,זמר,54,47,נדרשת הגדלה של מספר הבדיקות,168,30
37,"כפר חב""ד",54,125,נדרשת הגדלה של מספר הבדיקות,140,20
36,כפר כנא,16,57,נדרשת הגדלה של מספר הבדיקות,243,25
33,יבנאל,79,100,נדרשת הגדלה של מספר הבדיקות,48,6-10
32,זכרון יעקב,14,87,נדרשת הגדלה של מספר הבדיקות,228,19
29,דבוריה,27,63,נדרשת הגדלה של מספר הבדיקות,385,27
