period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,48565,24553,50.56
3_Month,0-9,196901,41755,21.21
6_Month,0-9,1121179,496835,44.31
1_Year,0-9,1488305,645446,43.37
All,0-9,1705323,753691,44.2
1_Month,10-19,49898,25677,51.46
3_Month,10-19,214236,42161,19.68
6_Month,10-19,1007269,517548,51.38
1_Year,10-19,1385926,651549,47.01
All,10-19,1624406,797674,49.11
1_Month,20-29,62763,28465,45.35
3_Month,20-29,281440,46475,16.51
6_Month,20-29,893435,371294,41.56
1_Year,20-29,1221620,465015,38.07
All,20-29,1461772,585453,40.05
1_Month,30-39,75301,36042,47.86
3_Month,30-39,279248,60602,21.7
6_Month,30-39,889024,417122,46.92
1_Year,30-39,1164722,505097,43.37
All,30-39,1361862,590038,43.33
1_Month,40-49,76797,36757,47.86
3_Month,40-49,271060,61491,22.69
6_Month,40-49,815845,388394,47.61
1_Year,40-49,1044869,459972,44.02
All,40-49,1209320,533120,44.08
1_Month,50-59,70213,34427,49.03
3_Month,50-59,243285,56575,23.25
6_Month,50-59,638313,274891,43.07
1_Year,50-59,812219,316127,38.92
All,50-59,944005,372066,39.41
1_Month,60-69,73945,36305,49.1
3_Month,60-69,225199,59578,26.46
6_Month,60-69,536161,207601,38.72
1_Year,60-69,672065,234027,34.82
All,60-69,775790,271704,35.02
1_Month,70-79,67008,31863,47.55
3_Month,70-79,165113,51120,30.96
6_Month,70-79,346767,130244,37.56
1_Year,70-79,431928,144495,33.45
All,70-79,497824,164645,33.07
1_Month,80-89,38020,12966,34.1
3_Month,80-89,68835,20205,29.35
6_Month,80-89,131266,50602,38.55
1_Year,80-89,167463,56640,33.82
All,80-89,209672,67466,32.18
1_Month,90+,11801,3001,25.43
3_Month,90+,18079,4725,26.14
6_Month,90+,30771,12456,40.48
1_Year,90+,39723,14000,35.24
All,90+,54241,17593,32.43
