averageInfected,begin_date,end_date,isCurrentWeek
6777,2022-06-12T00:00:00.000Z,2022-06-18T00:00:00.000Z,False
9688,2022-06-19T00:00:00.000Z,2022-06-25T00:00:00.000Z,False
10612,2022-06-26T00:00:00.000Z,2022-07-02T00:00:00.000Z,False
11306,2022-07-03T00:00:00.000Z,2022-07-09T00:00:00.000Z,True
