Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,45,62,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7381,7443,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24890,32333,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44625,76958,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62853,139811,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73359,213170,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38468,251638,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32590,284228,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104441,388669,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134886,523555,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,156105,679660,7.31,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152898,832558,8.95,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158352,990910,10.66,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71306,1062216,11.42,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71655,1133871,12.19,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149528,1283399,13.8,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,151973,1435372,15.44,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,124954,1560326,16.78,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103151,1663477,17.89,1,2,0,0,0,0
2021-01-07T00:00:00.000Z,115874,1779351,19.13,5,7,0,0,0,0
2021-01-08T00:00:00.000Z,66333,1845684,19.85,3,10,0,0,0,0
2021-01-09T00:00:00.000Z,44466,1890150,20.33,22,32,0,0,0,0
2021-01-10T00:00:00.000Z,37559,1927709,20.73,5990,6022,0.06,0,0,0
2021-01-11T00:00:00.000Z,21038,1948747,20.96,19239,25261,0.27,0,0,0
2021-01-12T00:00:00.000Z,23921,1972668,21.21,35645,60906,0.66,0,0,0
2021-01-13T00:00:00.000Z,51944,2024612,21.77,56837,117743,1.27,0,0,0
2021-01-14T00:00:00.000Z,56326,2080938,22.38,68786,186529,2.01,0,0,0
2021-01-15T00:00:00.000Z,30636,2111574,22.71,35894,222423,2.39,0,0,0
2021-01-16T00:00:00.000Z,29373,2140947,23.02,25989,248412,2.67,0,0,0
2021-01-17T00:00:00.000Z,68281,2209228,23.76,84514,332926,3.58,0,0,0
2021-01-18T00:00:00.000Z,69570,2278798,24.51,120313,453239,4.87,0,0,0
2021-01-19T00:00:00.000Z,72664,2351462,25.29,137665,590904,6.35,0,0,0
2021-01-20T00:00:00.000Z,76612,2428074,26.11,143556,734460,7.9,0,0,0
2021-01-21T00:00:00.000Z,69732,2497806,26.86,164194,898654,9.66,0,0,0
2021-01-22T00:00:00.000Z,37743,2535549,27.27,71003,969657,10.43,0,0,0
2021-01-23T00:00:00.000Z,39871,2575420,27.69,53511,1023168,11,0,0,0
2021-01-24T00:00:00.000Z,68976,2644396,28.44,140500,1163668,12.51,0,0,0
2021-01-25T00:00:00.000Z,80763,2725159,29.3,139313,1302981,14.01,0,0,0
2021-01-26T00:00:00.000Z,78515,2803674,30.15,126216,1429197,15.37,0,0,0
2021-01-27T00:00:00.000Z,77736,2881410,30.99,124840,1554037,16.71,0,0,0
2021-01-28T00:00:00.000Z,79364,2960774,31.84,130414,1684451,18.11,0,0,0
2021-01-29T00:00:00.000Z,36543,2997317,32.23,64670,1749121,18.81,0,0,0
2021-01-30T00:00:00.000Z,34309,3031626,32.6,42686,1791807,19.27,0,0,0
2021-01-31T00:00:00.000Z,73192,3104818,33.39,59388,1851195,19.91,0,0,0
2021-02-01T00:00:00.000Z,82330,3187148,34.27,35239,1886434,20.29,0,0,0
2021-02-02T00:00:00.000Z,69907,3257055,35.02,30975,1917409,20.62,0,0,0
2021-02-03T00:00:00.000Z,60117,3317172,35.67,51299,1968708,21.17,0,0,0
2021-02-04T00:00:00.000Z,72437,3389609,36.45,57971,2026679,21.79,0,0,0
2021-02-05T00:00:00.000Z,33798,3423407,36.81,28673,2055352,22.1,0,0,0
2021-02-06T00:00:00.000Z,21549,3444956,37.05,22148,2077500,22.34,0,0,0
2021-02-07T00:00:00.000Z,53975,3498931,37.63,68580,2146080,23.08,0,0,0
2021-02-08T00:00:00.000Z,58503,3557434,38.25,65257,2211337,23.78,0,0,0
2021-02-09T00:00:00.000Z,66179,3623613,38.97,67365,2278702,24.5,0,0,0
2021-02-10T00:00:00.000Z,70373,3693986,39.72,72067,2350769,25.28,0,0,0
2021-02-11T00:00:00.000Z,80971,3774957,40.59,71880,2422649,26.05,0,0,0
2021-02-12T00:00:00.000Z,38963,3813920,41.01,37445,2460094,26.45,0,0,0
2021-02-13T00:00:00.000Z,27387,3841307,41.31,30365,2490459,26.78,0,0,0
2021-02-14T00:00:00.000Z,74765,3916072,42.11,68925,2559384,27.52,0,0,0
2021-02-15T00:00:00.000Z,81361,3997433,42.99,75535,2634919,28.33,0,0,0
2021-02-16T00:00:00.000Z,83312,4080745,43.88,78081,2713000,29.17,0,0,0
2021-02-17T00:00:00.000Z,61826,4142571,44.55,75423,2788423,29.99,0,0,0
2021-02-18T00:00:00.000Z,69000,4211571,45.29,79554,2867977,30.84,0,0,0
2021-02-19T00:00:00.000Z,39570,4251141,45.71,38015,2905992,31.25,0,0,0
2021-02-20T00:00:00.000Z,31584,4282725,46.05,28665,2934657,31.56,0,0,0
2021-02-21T00:00:00.000Z,79330,4362055,46.91,78308,3012965,32.4,0,0,0
2021-02-22T00:00:00.000Z,84910,4446965,47.82,80417,3093382,33.26,0,0,0
2021-02-23T00:00:00.000Z,77205,4524170,48.65,70284,3163666,34.02,0,0,0
2021-02-24T00:00:00.000Z,60915,4585085,49.31,62928,3226594,34.7,0,0,0
2021-02-25T00:00:00.000Z,51559,4636644,49.86,64613,3291207,35.39,0,0,0
2021-02-26T00:00:00.000Z,25772,4662416,50.14,31908,3323115,35.74,0,0,0
2021-02-27T00:00:00.000Z,18258,4680674,50.33,21144,3344259,35.96,0,0,0
2021-02-28T00:00:00.000Z,40181,4720855,50.77,55766,3400025,36.56,0,0,0
2021-03-01T00:00:00.000Z,45532,4766387,51.26,61295,3461320,37.22,0,0,0
2021-03-02T00:00:00.000Z,41024,4807411,51.7,64608,3525928,37.92,0,0,0
2021-03-03T00:00:00.000Z,41812,4849223,52.15,66621,3592549,38.63,0,0,0
2021-03-04T00:00:00.000Z,39500,4888723,52.57,78921,3671470,39.48,0,0,0
2021-03-05T00:00:00.000Z,17168,4905891,52.76,40341,3711811,39.91,0,0,0
2021-03-06T00:00:00.000Z,10576,4916467,52.87,25287,3737098,40.19,0,0,0
2021-03-07T00:00:00.000Z,30992,4947459,53.2,72716,3809814,40.97,0,0,0
2021-03-08T00:00:00.000Z,27173,4974632,53.49,73130,3882944,41.76,0,0,0
2021-03-09T00:00:00.000Z,26529,5001161,53.78,76480,3959424,42.58,0,0,0
2021-03-10T00:00:00.000Z,23118,5024279,54.03,58539,4017963,43.21,0,0,0
2021-03-11T00:00:00.000Z,23078,5047357,54.28,68923,4086886,43.95,0,0,0
2021-03-12T00:00:00.000Z,11107,5058464,54.4,41311,4128197,44.39,0,0,0
2021-03-13T00:00:00.000Z,7850,5066314,54.48,25182,4153379,44.66,0,0,0
2021-03-14T00:00:00.000Z,20834,5087148,54.7,73859,4227238,45.46,0,0,0
2021-03-15T00:00:00.000Z,19933,5107081,54.92,78112,4305350,46.3,0,0,0
2021-03-16T00:00:00.000Z,18554,5125635,55.12,71378,4376728,47.07,0,0,0
2021-03-17T00:00:00.000Z,17509,5143144,55.31,58886,4435614,47.7,0,0,0
2021-03-18T00:00:00.000Z,15841,5158985,55.48,57991,4493605,48.32,0,0,0
2021-03-19T00:00:00.000Z,6756,5165741,55.55,27884,4521489,48.62,0,0,0
2021-03-20T00:00:00.000Z,5125,5170866,55.6,15235,4536724,48.79,0,0,0
2021-03-21T00:00:00.000Z,13042,5183908,55.75,40391,4577115,49.22,0,0,0
2021-03-22T00:00:00.000Z,13368,5197276,55.89,40399,4617514,49.65,0,0,0
2021-03-23T00:00:00.000Z,2613,5199889,55.92,7164,4624678,49.73,0,0,0
2021-03-24T00:00:00.000Z,10802,5210691,56.03,46401,4671079,50.23,0,0,0
