name,value
מעבדה,0
פסיכולוגיה,0
ריפוי בעיסוק,0
חובשי רפואת חירום,0
פראמדיקים,0
קלינאות תקשורת,0
רוקחות,0
שירות סוציאלי,0
כוח עזר,2
פיזיותרפיה,2
מערך לוגיסטי,3
מינהל ומשק,7
סקטורים אחרים,9
