gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,441753,9.6,7,0.1,34,0.5,124,0.4,3282,3.7
זכר,0-9,6 חודשים,44380,5.3,0,0,6,0.8,20,0.5,678,4
זכר,0-9,שנה,321189,9.5,4,0.1,23,1,76,0.7,2086,5.1
זכר,0-9,חודש אחרון,867,2.9,0,0,1,0.8,0,0,50,3
זכר,0-9,3 חודשים,18491,4.7,0,0,4,0.9,8,0.3,462,4
נקבה,0-9,מתחילת קורונה,363238,7.9,5,0,17,0.3,78,0.2,2657,3
נקבה,0-9,3 חודשים,16210,4.1,0,0,1,0.2,9,0.3,345,3
נקבה,0-9,6 חודשים,37348,4.5,0,0,2,0.3,12,0.3,537,3.2
נקבה,0-9,שנה,258640,7.6,2,0,10,0.4,52,0.4,1685,4.1
נקבה,0-9,חודש אחרון,1181,4,0,0,0,0,1,0.3,40,2.4
זכר,10-19,שנה,303920,9,5,0.1,16,0.7,38,0.3,523,1.3
זכר,10-19,6 חודשים,37818,4.5,0,0,1,0.1,5,0.1,148,0.9
זכר,10-19,3 חודשים,14799,3.7,0,0,1,0.2,4,0.1,104,0.9
זכר,10-19,מתחילת קורונה,439449,9.5,7,0.1,25,0.4,82,0.3,1080,1.2
זכר,10-19,חודש אחרון,1001,3.4,0,0,1,0.8,0,0,10,0.6
נקבה,10-19,מתחילת קורונה,429836,9.3,8,0.1,23,0.4,81,0.3,1218,1.4
נקבה,10-19,6 חודשים,39227,4.7,1,0.1,2,0.3,8,0.2,173,1
נקבה,10-19,שנה,305383,9,4,0.1,13,0.6,27,0.2,574,1.4
נקבה,10-19,חודש אחרון,1499,5.1,0,0,0,0,0,0,14,0.8
נקבה,10-19,3 חודשים,15891,4,0,0,0,0,4,0.1,106,0.9
זכר,20-29,3 חודשים,17768,4.5,1,0.1,3,0.7,7,0.3,128,1.1
זכר,20-29,6 חודשים,38986,4.7,2,0.2,6,0.8,13,0.3,210,1.2
זכר,20-29,שנה,173754,5.1,5,0.1,22,1,68,0.6,607,1.5
זכר,20-29,מתחילת קורונה,268809,5.8,25,0.2,57,0.9,251,0.8,1672,1.9
זכר,20-29,חודש אחרון,966,3.3,0,0,1,0.8,3,0.9,20,1.2
נקבה,20-29,3 חודשים,24502,6.2,0,0,6,1.4,14,0.5,457,4
נקבה,20-29,6 חודשים,55075,6.6,0,0,6,0.8,15,0.4,719,4.2
נקבה,20-29,שנה,267424,7.9,7,0.2,22,1,76,0.7,2537,6.2
נקבה,20-29,מתחילת קורונה,381258,8.3,22,0.2,62,1,284,0.9,5413,6.1
נקבה,20-29,חודש אחרון,1648,5.6,0,0,0,0,4,1.2,36,2.1
זכר,30-39,מתחילת קורונה,269052,5.8,53,0.5,106,1.6,643,2,2359,2.7
זכר,30-39,3 חודשים,22317,5.6,0,0,3,0.7,14,0.5,170,1.5
זכר,30-39,6 חודשים,49214,5.9,2,0.2,11,1.4,26,0.6,278,1.6
זכר,30-39,שנה,193196,5.7,15,0.4,40,1.7,145,1.2,807,2
זכר,30-39,חודש אחרון,1249,4.2,0,0,1,0.8,2,0.6,19,1.1
נקבה,30-39,מתחילת קורונה,388505,8.4,40,0.3,113,1.7,600,1.9,5487,6.2
נקבה,30-39,6 חודשים,67506,8.1,4,0.3,16,2.1,23,0.6,786,4.6
נקבה,30-39,שנה,294954,8.7,12,0.3,38,1.6,142,1.2,2567,6.3
נקבה,30-39,חודש אחרון,2060,7,0,0,2,1.6,2,0.6,48,2.8
נקבה,30-39,3 חודשים,30581,7.7,2,0.3,9,2,9,0.3,476,4.2
זכר,40-49,3 חודשים,21419,5.4,5,0.7,9,2,29,1.1,230,2
זכר,40-49,6 חודשים,46948,5.6,6,0.5,15,2,46,1.1,344,2
זכר,40-49,שנה,180605,5.3,44,1.1,89,3.9,314,2.7,1087,2.6
זכר,40-49,מתחילת קורונה,243590,5.3,125,1.1,270,4.2,1433,4.5,3736,4.2
זכר,40-49,חודש אחרון,1338,4.5,1,1.1,3,2.4,0,0,27,1.6
נקבה,40-49,מתחילת קורונה,349642,7.6,80,0.7,143,2.2,983,3.1,3701,4.2
נקבה,40-49,6 חודשים,68504,8.2,6,0.5,11,1.4,32,0.8,363,2.1
נקבה,40-49,שנה,271729,8,25,0.6,45,1.9,226,1.9,1238,3
נקבה,40-49,חודש אחרון,2404,8.2,1,1.1,1,0.8,1,0.3,28,1.7
נקבה,40-49,3 חודשים,31343,7.9,4,0.5,5,1.1,21,0.8,226,2
זכר,50-59,מתחילת קורונה,171073,3.7,400,3.4,565,8.7,2300,7.2,5170,5.9
זכר,50-59,שנה,127447,3.8,122,3,179,7.7,545,4.7,1689,4.1
זכר,50-59,חודש אחרון,1296,4.4,1,1.1,10,8,6,1.8,60,3.5
זכר,50-59,3 חודשים,19422,4.9,10,1.3,22,5,72,2.6,382,3.3
זכר,50-59,6 חודשים,40585,4.9,24,2,45,5.9,114,2.8,617,3.6
נקבה,50-59,מתחילת קורונה,245817,5.3,205,1.8,268,4.1,1626,5.1,4124,4.7
נקבה,50-59,6 חודשים,64014,7.7,9,0.8,21,2.8,81,2,449,2.6
נקבה,50-59,שנה,193461,5.7,65,1.6,99,4.3,400,3.4,1361,3.3
