cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,89,15.66,6.67,כתום,56844
Akko,קטן מ-15,אין מידע,67,13.53,6.47,כתום,49517
Arad,קטן מ-15,אין מידע,16,5.89,6.3,כתום,27170
Ari'el,קטן מ-15,אין מידע,28,13.67,6.07,כתום,20488
Ashdod,45,21.33,211,9.32,5.66,צהוב,226329
Ashqelon,31,18.24,170,11.61,6.85,כתום,146442
Baqa Al-Gharbiyye,קטן מ-15,אין מידע,24,7.88,4.18,ירוק,30448
Bat Yam,קטן מ-15,אין מידע,140,10.96,5.95,צהוב,127772
Be'er Sheva,37,12.59,294,13.96,5.97,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,26,9.02,5.37,צהוב,28818
Bene Beraq,קטן מ-15,אין מידע,47,2.26,2.97,ירוק,208031
Bet She'an,קטן מ-15,אין מידע,26,13.70,7.63,אדום,18980
Bet Shemesh,קטן מ-15,אין מידע,20,1.51,2.1,ירוק,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,17,10.64,5.64,צהוב,15971
Dimona,קטן מ-15,אין מידע,35,10.01,6.25,כתום,34954
Elat,קטן מ-15,אין מידע,30,5.71,7.29,כתום,52507
Even Yehuda,קטן מ-15,אין מידע,22,15.67,9.16,אדום,14036
Gan Yavne,0,0,18,7.54,6.48,כתום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,32,14.88,7.23,כתום,21508
Gedera,קטן מ-15,אין מידע,40,13.89,6.38,כתום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,30,11.01,5.21,צהוב,27236
Giv'atayim,קטן מ-15,אין מידע,83,13.64,7.17,כתום,60872
Hadera,30,23.44,128,12.94,6.26,כתום,98928
Haifa,48,10.64,451,15.83,7.2,כתום,284981
Herzliyya,16,11.94,134,13.51,6.54,כתום,99208
Hod Hasharon,15,13.51,111,17.14,6.91,כתום,64755
Holon,45,18.44,244,12.42,6.65,כתום,196510
